"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"150690","SANTARÉM NOVO","PA","2021","1657","","2103310","","1269,35",""
"150690","SANTARÉM NOVO","PA","2016","1240","","2988340,00","","2409,95",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2021","4252","","3750167","","881,98",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2018","4329","","9197782","","2124,69",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2015","4054","","8974404","","2213,72",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2014","4381","","8242742","","1881,48",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2020","4321","","2536258,00","","586,96",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2019","4038","","9199556,00","","2278,25",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2016","4114","","9302309,00","","2261,13",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2013","4139","","7245326","","1750,50",""
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2017","4236","","8865622","","2092,92",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2016","2850","","7066003,00","","2479,30",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2020","2769","","1719668,00","","621,04",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2014","2985","","6600313","","2211,16",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2018","2733","","6593212","","2412,44",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2015","2839","","7009461","","2468,99",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2021","2705","","2681659","","991,37",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2013","2852","","5593012","","1961,08",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2019","2668","","6306424,00","","2363,73",""
"150710","SÃO CAETANO DE ODIVELAS","PA","2017","2815","","6904819","","2452,87",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2021","3068","","3509179","","1143,80",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2016","3197","","6701758,00","","2096,26",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2018","3202","","7862644","","2455,54",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2013","3171","","5922888","","1867,83",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2015","3235","","6325152","","1955,22",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2014","3192","","6306190","","1975,62",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2019","2959","","7504674,00","","2536,22",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2020","3147","","2088812,00","","663,75",""
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2017","3287","","7008096","","2132,06",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2021","5344","","9090468","","1701,06",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2019","5153","","15759651,00","","3058,34",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2018","5253","","15348321","","2921,82",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2015","4828","","12096217","","2505,43",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2014","4850","","11982408","","2470,60",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2020","5405","","4777046,00","","883,82",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2017","4954","","14326046","","2891,81",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2016","4845","","12943129,00","","2671,44",""
"150720","SÃO DOMINGOS DO CAPIM","PA","2013","4912","","11434934","","2327,96",""
"150730","SÃO FÉLIX DO XINGU","PA","2014","7072","","14893470","","2105,98",""
"150730","SÃO FÉLIX DO XINGU","PA","2013","6691","","12800006","","1913,02",""
"150730","SÃO FÉLIX DO XINGU","PA","2020","8044","","6416150,00","","797,63",""
"150730","SÃO FÉLIX DO XINGU","PA","2017","7085","","17905722","","2527,27",""
"150730","SÃO FÉLIX DO XINGU","PA","2019","6988","","20477584,00","","2930,39",""
"150730","SÃO FÉLIX DO XINGU","PA","2016","7154","","16799599,00","","2348,28",""
"150730","SÃO FÉLIX DO XINGU","PA","2021","8558","","12226554","","1428,67",""
"150730","SÃO FÉLIX DO XINGU","PA","2015","7081","","16133446","","2278,41",""
"150730","SÃO FÉLIX DO XINGU","PA","2018","7503","","19682961","","2623,35",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2016","2185","","3878677,00","","1775,14",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2019","2541","","5036085,00","","1981,93",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2013","2286","","3690684","","1614,47",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2021","2457","","1702037","","692,73",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2017","2281","","4141170","","1815,51",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2014","2387","","4038010","","1691,67",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2018","2496","","4564588","","1828,76",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2015","2260","","3967795","","1755,66",""
"150740","SÃO FRANCISCO DO PARÁ","PA","2020","2500","","1350373,00","","540,15",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2019","2985","","6411303,00","","2147,84",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2015","3583","","7033405","","1962,99",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2021","3148","","2699663","","857,58",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2016","3246","","6737998,00","","2075,78",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2017","3124","","6229125","","1993,96",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2020","3136","","1787707,00","","570,06",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2018","3162","","6412692","","2028,05",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2014","3715","","7361618","","1981,59",""
"150745","SÃO GERALDO DO ARAGUAIA","PA","2013","3842","","6860336","","1785,62",""
"150746","SÃO JOÃO DA PONTA","PA","2017","966","","2781883","","2879,80",""
"150746","SÃO JOÃO DA PONTA","PA","2014","1005","","2347481","","2335,80",""
"150746","SÃO JOÃO DA PONTA","PA","2016","953","","2534030,00","","2659,00",""
"150746","SÃO JOÃO DA PONTA","PA","2019","1096","","3264570,00","","2978,62",""
"150746","SÃO JOÃO DA PONTA","PA","2021","1080","","2103253","","1947,46",""
"150746","SÃO JOÃO DA PONTA","PA","2013","942","","1990278","","2112,82",""
"150746","SÃO JOÃO DA PONTA","PA","2020","1074","","1045258,00","","973,24",""
"150746","SÃO JOÃO DA PONTA","PA","2018","1113","","2992553","","2688,73",""
"150746","SÃO JOÃO DA PONTA","PA","2015","914","","2435048","","2664,17",""
"150747","SÃO JOÃO DE PIRABAS","PA","2016","3496","","7700448,00","","2202,65",""
"150747","SÃO JOÃO DE PIRABAS","PA","2014","3559","","7419009","","2084,58",""
"150747","SÃO JOÃO DE PIRABAS","PA","2015","3571","","7224915","","2023,22",""
"150747","SÃO JOÃO DE PIRABAS","PA","2018","3414","","7605229","","2227,66",""
"150747","SÃO JOÃO DE PIRABAS","PA","2017","3503","","7750562","","2212,55",""
"150747","SÃO JOÃO DE PIRABAS","PA","2020","3256","","1905274,00","","585,16",""
"150747","SÃO JOÃO DE PIRABAS","PA","2019","3046","","7239012,00","","2376,56",""
"150747","SÃO JOÃO DE PIRABAS","PA","2013","3702","","7134964","","1927,33",""
"150747","SÃO JOÃO DE PIRABAS","PA","2021","3290","","3176737","","965,57",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2015","2347","","6023164","","2566,32",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2013","2115","","4217792","","1994,23",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2020","2398","","2199153,00","","917,08",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2018","2388","","7369490","","3086,05",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2014","2321","","5753874","","2479,05",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2016","2382","","6608593,00","","2774,39",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2017","2411","","7153601","","2967,07",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2019","2304","","7352580,00","","3191,22",""
"150750","SÃO JOÃO DO ARAGUAIA","PA","2021","2335","","4090473","","1751,81",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2014","7810","","15240400","","1951,40",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2015","7554","","15805080","","2092,28",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2013","7558","","13663194","","1807,78",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2018","8510","","19252501","","2262,34",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2021","7788","","8000052","","1027,23",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2019","8077","","19339379,00","","2394,38",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2017","8285","","18476665","","2230,13",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2020","7978","","5361331,00","","672,01",""
"150760","SÃO MIGUEL DO GUAMÁ","PA","2016","7712","","16754542,00","","2172,53",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2020","5147","","9213479,00","","1790,07",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2013","3887","","9461432","","2434,12",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2014","4060","","10746853","","2647,01",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2021","5120","","13613918","","2658,97",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2019","5174","","18306680,00","","3538,21",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2017","4879","","17694401","","3626,65",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2018","5200","","18431190","","3544,46",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2015","3825","","12388168","","3238,74",""
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2016","4288","","15238869,00","","3553,84",""
"150775","SAPUCAIA","PA","2018","464","","1055928","","2275,71",""
"150775","SAPUCAIA","PA","2014","599","","1273095","","2125,37",""
"150775","SAPUCAIA","PA","2019","418","","1067057,00","","2552,77",""
"150775","SAPUCAIA","PA","2016","525","","1159289,00","","2208,17",""
"150775","SAPUCAIA","PA","2020","476","","316117,00","","664,11",""
"150775","SAPUCAIA","PA","2013","582","","1127658","","1937,56",""
"150775","SAPUCAIA","PA","2015","567","","1226762","","2163,60",""
"150775","SAPUCAIA","PA","2017","477","","1104474","","2315,46",""
"150775","SAPUCAIA","PA","2021","522","","602913","","1155,01",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2018","3521","","11071792","","3144,50",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2015","2405","","7597087","","3158,87",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2021","3204","","7073448","","2207,69",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2016","2581","","7997326,00","","3098,54",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2013","2373","","6360748","","2680,47",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2017","3121","","9213157","","2951,99",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2020","3243","","3654585,00","","1126,91",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2014","2422","","7263791","","2999,09",""
"150780","SENADOR JOSÉ PORFÍRIO","PA","2019","3298","","11294337,00","","3424,60",""
"150790","SOURE","PA","2013","3285","","7245488","","2205,63",""
"150790","SOURE","PA","2019","3784","","10139100,00","","2679,47",""
"150790","SOURE","PA","2021","3695","","6978545","","1888,65",""
"150790","SOURE","PA","2015","3266","","8237572","","2522,22",""
"150790","SOURE","PA","2020","3740","","5034487,00","","1346,12",""
"150790","SOURE","PA","2018","3787","","9332481","","2464,35",""
"150790","SOURE","PA","2016","3386","","8374062,00","","2473,14",""
"150790","SOURE","PA","2014","3488","","8551030","","2451,56",""
"150790","SOURE","PA","2017","3522","","8478001","","2407,16",""
"150795","TAILÂNDIA","PA","2017","9366","","20541333","","2193,18",""
"150795","TAILÂNDIA","PA","2016","10091","","21511684,00","","2131,77",""
"150795","TAILÂNDIA","PA","2014","10300","","22129940","","2148,54",""
"150795","TAILÂNDIA","PA","2021","9461","","8602638","","909,27",""
"150795","TAILÂNDIA","PA","2013","10283","","20019724","","1946,88",""
"150795","TAILÂNDIA","PA","2019","8189","","18896127,00","","2307,50",""
"150795","TAILÂNDIA","PA","2015","10519","","21491960","","2043,16",""
"150795","TAILÂNDIA","PA","2018","9121","","20051344","","2198,37",""
"150795","TAILÂNDIA","PA","2020","9170","","5319595,00","","580,11",""
"150796","TERRA ALTA","PA","2021","2457","","2844048","","1157,53",""
"150796","TERRA ALTA","PA","2016","1978","","4286443,00","","2167,06",""
"150796","TERRA ALTA","PA","2013","1831","","3560120","","1944,36",""
"150796","TERRA ALTA","PA","2019","2540","","5781243,00","","2276,08",""
"150796","TERRA ALTA","PA","2017","2337","","4830916","","2067,14",""
"150796","TERRA ALTA","PA","2014","1963","","3748171","","1909,41",""
"150796","TERRA ALTA","PA","2015","1846","","3848818","","2084,95",""
"150796","TERRA ALTA","PA","2018","2561","","5395624","","2106,84",""
"150796","TERRA ALTA","PA","2020","2487","","1695785,00","","681,86",""
"150797","TERRA SANTA","PA","2018","2774","","7982091","","2877,47",""
"150797","TERRA SANTA","PA","2015","2276","","7230280","","3176,75",""
"150797","TERRA SANTA","PA","2020","2630","","2172573,00","","826,07",""
"150797","TERRA SANTA","PA","2017","2713","","8461755","","3118,97",""
"150797","TERRA SANTA","PA","2021","2647","","3623780","","1369,01",""
"150797","TERRA SANTA","PA","2016","2431","","8181572,00","","3365,52",""
"150797","TERRA SANTA","PA","2019","2657","","7384007,00","","2779,08",""
"150797","TERRA SANTA","PA","2013","2356","","6557086","","2783,14",""
"150797","TERRA SANTA","PA","2014","2354","","7213258","","3064,26",""
"150800","TOMÉ-AÇU","PA","2021","8872","","9063451","","1021,58",""
"150800","TOMÉ-AÇU","PA","2014","8382","","17531150","","2091,52",""
"150800","TOMÉ-AÇU","PA","2013","7940","","16647224","","2096,63",""
"150800","TOMÉ-AÇU","PA","2018","9565","","21463762","","2243,99",""
"150800","TOMÉ-AÇU","PA","2016","8184","","19033051,00","","2325,64",""
"150800","TOMÉ-AÇU","PA","2019","9141","","22301467,00","","2439,72",""
"150800","TOMÉ-AÇU","PA","2015","7762","","17968745","","2314,96",""
"150800","TOMÉ-AÇU","PA","2020","8980","","6279942,00","","699,33",""
"150800","TOMÉ-AÇU","PA","2017","9147","","20165879","","2204,64",""
"150803","TRACUATEUA","PA","2019","5201","","14888447,00","","2862,61",""
"150803","TRACUATEUA","PA","2014","4883","","10628136","","2176,56",""
"150803","TRACUATEUA","PA","2013","4940","","9204334","","1863,23",""
"150803","TRACUATEUA","PA","2021","5535","","7539357","","1362,12",""
"150803","TRACUATEUA","PA","2016","4666","","11108862,00","","2380,81",""
"150803","TRACUATEUA","PA","2017","4806","","12002952","","2497,49",""
"150803","TRACUATEUA","PA","2020","5573","","4179946,00","","750,04",""
"150803","TRACUATEUA","PA","2015","4617","","10791440","","2337,33",""
"150803","TRACUATEUA","PA","2018","5376","","13469718","","2505,53",""
"150805","TRAIRÃO","PA","2013","2014","","4142430","","2056,82",""
"150805","TRAIRÃO","PA","2014","1963","","4463825","","2273,98",""
"150805","TRAIRÃO","PA","2016","1825","","4217514,00","","2310,97",""
"150805","TRAIRÃO","PA","2021","2292","","2118054","","924,11",""
"150805","TRAIRÃO","PA","2020","2304","","1394146,00","","605,10",""
"150805","TRAIRÃO","PA","2018","2175","","4796416","","2205,25",""
"150805","TRAIRÃO","PA","2019","2127","","4959177,00","","2331,54",""
"150805","TRAIRÃO","PA","2015","1888","","4400580","","2330,82",""
"150805","TRAIRÃO","PA","2017","1962","","4261238","","2171,88",""
"150808","TUCUMÃ","PA","2014","2764","","4520792","","1635,60",""
"150808","TUCUMÃ","PA","2015","2662","","4280139","","1607,87",""
"150808","TUCUMÃ","PA","2018","1946","","3077582","","1581,49",""
"150808","TUCUMÃ","PA","2013","2951","","4260714","","1443,82",""
"150808","TUCUMÃ","PA","2021","2184","","1369512","","627,07",""
"150808","TUCUMÃ","PA","2019","1729","","3004390,00","","1737,65",""
"150808","TUCUMÃ","PA","2016","2355","","3914669,00","","1662,28",""
"150808","TUCUMÃ","PA","2017","1986","","3195994","","1609,26",""
"150808","TUCUMÃ","PA","2020","2046","","854513,00","","417,65",""
"150810","TUCURUÍ","PA","2020","9514","","5810407,00","","610,72",""
"150810","TUCURUÍ","PA","2013","9115","","20501850","","2249,24",""
"150810","TUCURUÍ","PA","2021","9220","","8554868","","927,86",""
"150810","TUCURUÍ","PA","2019","9751","","21457490,00","","2200,54",""
"150810","TUCURUÍ","PA","2014","9330","","21871743","","2344,24",""
"150810","TUCURUÍ","PA","2017","10270","","23446309","","2282,99",""
"150810","TUCURUÍ","PA","2018","10669","","22759518","","2133,24",""
"150810","TUCURUÍ","PA","2015","8916","","22208141","","2490,82",""
"150810","TUCURUÍ","PA","2016","9135","","23517426,00","","2574,43",""
"150812","ULIANÓPOLIS","PA","2014","3739","","9319904","","2492,62",""
"150812","ULIANÓPOLIS","PA","2021","3853","","5032816","","1306,21",""
"150812","ULIANÓPOLIS","PA","2020","3541","","2569457,00","","725,63",""
"150812","ULIANÓPOLIS","PA","2016","3534","","8788138,00","","2486,74",""
"150812","ULIANÓPOLIS","PA","2015","3732","","9249945","","2478,55",""
"150812","ULIANÓPOLIS","PA","2018","3585","","9013314","","2514,17",""
"150812","ULIANÓPOLIS","PA","2017","3576","","8771820","","2452,97",""
"150812","ULIANÓPOLIS","PA","2013","3796","","8798702","","2317,89",""
"150812","ULIANÓPOLIS","PA","2019","3231","","8965429,00","","2774,82",""
"150815","URUARÁ","PA","2020","6572","","4268291,00","","649,47",""
"150815","URUARÁ","PA","2017","5917","","14237942","","2406,28",""
"150815","URUARÁ","PA","2014","5890","","13058930","","2217,14",""
"150815","URUARÁ","PA","2016","5856","","13993935,00","","2389,67",""
"150815","URUARÁ","PA","2019","5975","","15318180,00","","2563,71",""
"150815","URUARÁ","PA","2013","5881","","11234070","","1910,23",""
"150815","URUARÁ","PA","2021","6547","","7341463","","1121,35",""
"150815","URUARÁ","PA","2018","6236","","14891914","","2388,06",""
"150815","URUARÁ","PA","2015","5998","","13697405","","2283,66",""
"150820","VIGIA","PA","2015","6616","","16070974","","2429,11",""
"150820","VIGIA","PA","2018","8012","","17307395","","2160,18",""
"150820","VIGIA","PA","2013","6739","","13582880","","2015,56",""
"150820","VIGIA","PA","2014","7059","","15134103","","2143,94",""
"150820","VIGIA","PA","2016","7147","","17851033,00","","2497,70",""
"150820","VIGIA","PA","2020","7316","","4394536,00","","600,67",""
"150820","VIGIA","PA","2021","7134","","6104254","","855,66",""
"150820","VIGIA","PA","2019","7450","","16658663,00","","2236,06",""
"150820","VIGIA","PA","2017","7716","","18135628","","2350,39",""
"150830","VISEU","PA","2018","9299","","35245863","","3790,29",""
"150830","VISEU","PA","2020","9459","","9782951,00","","1034,25",""
"150830","VISEU","PA","2015","9557","","33649785","","3520,96",""
"150830","VISEU","PA","2014","9779","","31987003","","3270,99",""
"150830","VISEU","PA","2013","9778","","26798044","","2740,65",""
"150830","VISEU","PA","2019","8861","","33050012,00","","3729,83",""
"150830","VISEU","PA","2021","9349","","19402456","","2075,35",""
"150830","VISEU","PA","2016","9668","","35287996,00","","3649,98",""
"150830","VISEU","PA","2017","9370","","36579752","","3903,92",""
"150835","VITÓRIA DO XINGU","PA","2021","1433","","2149860","","1500,25",""
"150835","VITÓRIA DO XINGU","PA","2020","1396","","1066454,00","","763,94",""
"150835","VITÓRIA DO XINGU","PA","2017","1452","","3366232","","2318,34",""
"150835","VITÓRIA DO XINGU","PA","2018","1313","","3222706","","2454,46",""
"150835","VITÓRIA DO XINGU","PA","2015","1392","","2613016","","1877,17",""
"150835","VITÓRIA DO XINGU","PA","2013","1161","","2134348","","1838,37",""
"150835","VITÓRIA DO XINGU","PA","2014","1228","","2294893","","1868,81",""
"150835","VITÓRIA DO XINGU","PA","2016","1493","","3086224,00","","2067,13",""
"150835","VITÓRIA DO XINGU","PA","2019","1186","","3205045,00","","2702,40",""
"150840","XINGUARA","PA","2016","3885","","8233788,00","","2119,38",""
"150840","XINGUARA","PA","2013","3702","","6007970","","1622,90",""
"150840","XINGUARA","PA","2020","3850","","2510451,00","","652,07",""
"150840","XINGUARA","PA","2021","4079","","4312241","","1057,18",""
"150840","XINGUARA","PA","2019","3307","","7984508,00","","2414,43",""
"150840","XINGUARA","PA","2017","3624","","7842885","","2164,15",""
"150840","XINGUARA","PA","2015","3746","","7561137","","2018,46",""
"150840","XINGUARA","PA","2018","3787","","7975206","","2105,94",""
"150840","XINGUARA","PA","2014","3825","","7475704","","1954,43",""
"250010","ÁGUA BRANCA","PB","2014","1762","","4628898","","2627,07",""
"250010","ÁGUA BRANCA","PB","2016","1669","","5200025,00","","3115,65",""
"250010","ÁGUA BRANCA","PB","2019","1516","","4878075,00","","3217,73",""
"250010","ÁGUA BRANCA","PB","2020","1556","","1434299,00","","921,79",""
"250010","ÁGUA BRANCA","PB","2013","1649","","3917664","","2375,78",""
"250010","ÁGUA BRANCA","PB","2015","1656","","4878397","","2945,89",""
"250010","ÁGUA BRANCA","PB","2021","1567","","3270358","","2087,02",""
"250010","ÁGUA BRANCA","PB","2018","1591","","5058946","","3179,73",""
"250010","ÁGUA BRANCA","PB","2017","1698","","5278255","","3108,51",""
"250020","AGUIAR","PB","2014","1010","","1939967","","1920,76",""
"250020","AGUIAR","PB","2020","814","","685720,00","","842,41",""
"250020","AGUIAR","PB","2015","960","","2118562","","2206,84",""
"250020","AGUIAR","PB","2018","854","","2344821","","2745,69",""
"250020","AGUIAR","PB","2017","879","","2428346","","2762,62",""
"250020","AGUIAR","PB","2021","839","","1515462","","1806,27",""
"250020","AGUIAR","PB","2013","942","","1758418","","1866,69",""
"250020","AGUIAR","PB","2016","919","","2465790,00","","2683,12",""
"250020","AGUIAR","PB","2019","789","","2353782,00","","2983,25",""
"250030","ALAGOA GRANDE","PB","2017","4856","","10345938","","2130,55",""
"250030","ALAGOA GRANDE","PB","2015","4957","","9956323","","2008,54",""
"250030","ALAGOA GRANDE","PB","2018","4717","","10066213","","2134,03",""
"250030","ALAGOA GRANDE","PB","2020","4841","","2642165,00","","545,79",""
"250030","ALAGOA GRANDE","PB","2016","4946","","10307825,00","","2084,07",""
"250030","ALAGOA GRANDE","PB","2021","4821","","3923621","","813,86",""
"250030","ALAGOA GRANDE","PB","2019","4599","","9810748,00","","2133,24",""
"250030","ALAGOA GRANDE","PB","2014","5254","","9587321","","1824,77",""
"250030","ALAGOA GRANDE","PB","2013","4825","","8235240","","1706,79",""
"250040","ALAGOA NOVA","PB","2019","2463","","5540460,00","","2249,48",""
"250040","ALAGOA NOVA","PB","2018","2557","","5453976","","2132,96",""
"250040","ALAGOA NOVA","PB","2014","2902","","5491388","","1892,28",""
"250040","ALAGOA NOVA","PB","2015","2784","","5444268","","1955,56",""
"250040","ALAGOA NOVA","PB","2017","2562","","5486034","","2141,31",""
"250040","ALAGOA NOVA","PB","2016","2627","","5674912,00","","2160,23",""
"250040","ALAGOA NOVA","PB","2021","2648","","2611397","","986,18",""
"250040","ALAGOA NOVA","PB","2020","2590","","1572230,00","","607,04",""
"250040","ALAGOA NOVA","PB","2013","2963","","5295906","","1787,35",""
"250050","ALAGOINHA","PB","2016","2279","","5458701,00","","2395,22",""
"250050","ALAGOINHA","PB","2013","2245","","4939894","","2200,40",""
"250050","ALAGOINHA","PB","2019","2538","","7134918,00","","2811,24",""
"250050","ALAGOINHA","PB","2020","2479","","2201290,00","","887,97",""
"250050","ALAGOINHA","PB","2018","2625","","6399678","","2437,97",""
"250050","ALAGOINHA","PB","2021","2475","","3817437","","1542,40",""
"250050","ALAGOINHA","PB","2015","2245","","5666121","","2523,88",""
"250050","ALAGOINHA","PB","2017","2406","","5158219","","2143,90",""
"250050","ALAGOINHA","PB","2014","2462","","5745353","","2333,61",""
"250053","ALCANTIL","PB","2017","769","","1388610","","1805,73",""
"250053","ALCANTIL","PB","2019","735","","1406328,00","","1913,37",""
"250053","ALCANTIL","PB","2014","785","","1279075","","1629,39",""
"250053","ALCANTIL","PB","2013","814","","1338904","","1644,85",""
"250053","ALCANTIL","PB","2021","823","","534883","","649,92",""
"250053","ALCANTIL","PB","2020","760","","359229,00","","472,67",""
"250053","ALCANTIL","PB","2018","769","","1427603","","1856,44",""
"250053","ALCANTIL","PB","2015","766","","1269043","","1656,71",""
"250053","ALCANTIL","PB","2016","782","","1337018,00","","1709,74",""
"250057","ALGODÃO DE JANDAÍRA","PB","2018","534","","2292567","","4293,20",""
"250057","ALGODÃO DE JANDAÍRA","PB","2015","503","","2214629","","4402,84",""
"250057","ALGODÃO DE JANDAÍRA","PB","2021","508","","1454723","","2863,63",""
"250057","ALGODÃO DE JANDAÍRA","PB","2016","501","","2296147,00","","4583,13",""
"250057","ALGODÃO DE JANDAÍRA","PB","2019","518","","2126537,00","","4105,28",""
"250057","ALGODÃO DE JANDAÍRA","PB","2014","512","","1996537","","3899,49",""
"250057","ALGODÃO DE JANDAÍRA","PB","2020","510","","722475,00","","1416,62",""
"250057","ALGODÃO DE JANDAÍRA","PB","2013","497","","1251846","","2518,80",""
"250057","ALGODÃO DE JANDAÍRA","PB","2017","544","","2409029","","4428,36",""
"250060","ALHANDRA","PB","2017","3631","","7348209","","2023,74",""
"250060","ALHANDRA","PB","2015","3214","","6728402","","2093,47",""
"250060","ALHANDRA","PB","2020","3676","","2199113,00","","598,24",""
"250060","ALHANDRA","PB","2014","3425","","6284062","","1834,76",""
"250060","ALHANDRA","PB","2013","3207","","5281160","","1646,76",""
"250060","ALHANDRA","PB","2016","3319","","7387634,00","","2225,86",""
"250060","ALHANDRA","PB","2021","3662","","3105531","","848,04",""
"250060","ALHANDRA","PB","2018","3837","","7604819","","1981,97",""
"250060","ALHANDRA","PB","2019","3740","","7842826,00","","2097,01",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2014","3073","","7447952","","2423,67",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2019","2541","","7947142,00","","3127,56",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2020","2661","","2420182,00","","909,50",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2015","2897","","7893967","","2724,88",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2018","2641","","7953707","","3011,63",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2017","2597","","7763338","","2989,35",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2016","2751","","8030778,00","","2919,22",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2021","2750","","5592101","","2033,49",""
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","2013","3042","","6014450","","1977,14",""
"250073","AMPARO","PB","2013","408","","900386","","2206,83",""
"250073","AMPARO","PB","2019","459","","1363811,00","","2971,27",""
"250073","AMPARO","PB","2017","473","","1349588","","2853,25",""
"250073","AMPARO","PB","2016","421","","1288049,00","","3059,50",""
"250073","AMPARO","PB","2018","458","","1347979","","2943,19",""
"250073","AMPARO","PB","2015","422","","1177117","","2789,38",""
"250073","AMPARO","PB","2014","462","","1078223","","2333,82",""
