"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"420260","BOM RETIRO","SC","2015","531","","1106572","","2083,94",""
"420260","BOM RETIRO","SC","2021","516","","686812","","1331,03",""
"420260","BOM RETIRO","SC","2019","456","","1125293,00","","2467,75",""
"420260","BOM RETIRO","SC","2020","525","","396843,00","","755,89",""
"420260","BOM RETIRO","SC","2013","558","","1043206","","1869,54",""
"420260","BOM RETIRO","SC","2017","453","","1002218","","2212,40",""
"420270","BOTUVERÁ","SC","2017","76","","139090","","1830,13",""
"420270","BOTUVERÁ","SC","2016","38","","87354,00","","2298,79",""
"420270","BOTUVERÁ","SC","2013","25","","41206","","1648,24",""
"420270","BOTUVERÁ","SC","2014","30","","49737","","1657,90",""
"420270","BOTUVERÁ","SC","2019","63","","169794,00","","2695,14",""
"420270","BOTUVERÁ","SC","2020","51","","47923,00","","939,67",""
"420270","BOTUVERÁ","SC","2021","52","","84162","","1618,50",""
"420270","BOTUVERÁ","SC","2018","94","","194307","","2067,10",""
"420270","BOTUVERÁ","SC","2015","38","","69846","","1838,05",""
"420280","BRAÇO DO NORTE","SC","2014","438","","863488","","1971,43",""
"420280","BRAÇO DO NORTE","SC","2019","293","","682845,00","","2330,53",""
"420280","BRAÇO DO NORTE","SC","2021","349","","528177","","1513,40",""
"420280","BRAÇO DO NORTE","SC","2020","363","","288192,00","","793,92",""
"420280","BRAÇO DO NORTE","SC","2018","334","","697304","","2087,74",""
"420280","BRAÇO DO NORTE","SC","2015","392","","773129","","1972,27",""
"420280","BRAÇO DO NORTE","SC","2017","358","","803287","","2243,82",""
"420280","BRAÇO DO NORTE","SC","2016","382","","840794,00","","2201,03",""
"420280","BRAÇO DO NORTE","SC","2013","484","","936976","","1935,90",""
"420285","BRAÇO DO TROMBUDO","SC","2015","10","","13456","","1345,60",""
"420285","BRAÇO DO TROMBUDO","SC","2018","17","","23860","","1403,53",""
"420285","BRAÇO DO TROMBUDO","SC","2016","13","","19456,00","","1496,62",""
"420285","BRAÇO DO TROMBUDO","SC","2021","31","","25979","","838,03",""
"420285","BRAÇO DO TROMBUDO","SC","2013","12","","29518","","2459,83",""
"420285","BRAÇO DO TROMBUDO","SC","2020","16","","8783,00","","548,94",""
"420285","BRAÇO DO TROMBUDO","SC","2014","8","","20510","","2563,75",""
"420285","BRAÇO DO TROMBUDO","SC","2019","12","","25775,00","","2147,92",""
"420285","BRAÇO DO TROMBUDO","SC","2017","15","","24731","","1648,73",""
"420287","BRUNÓPOLIS","SC","2013","266","","424282","","1595,05",""
"420287","BRUNÓPOLIS","SC","2015","211","","354997","","1682,45",""
"420287","BRUNÓPOLIS","SC","2018","145","","213608","","1473,16",""
"420287","BRUNÓPOLIS","SC","2021","158","","100355","","635,16",""
"420287","BRUNÓPOLIS","SC","2020","151","","75664,00","","501,09",""
"420287","BRUNÓPOLIS","SC","2017","148","","243356","","1644,30",""
"420287","BRUNÓPOLIS","SC","2014","229","","393144","","1716,79",""
"420287","BRUNÓPOLIS","SC","2019","131","","213635,00","","1630,80",""
"420287","BRUNÓPOLIS","SC","2016","196","","302180,00","","1541,73",""
"420290","BRUSQUE","SC","2019","1375","","3636340,00","","2644,61",""
"420290","BRUSQUE","SC","2014","1621","","2954304","","1822,52",""
"420290","BRUSQUE","SC","2020","1771","","1533944,00","","866,15",""
"420290","BRUSQUE","SC","2016","1488","","3030065,00","","2036,33",""
"420290","BRUSQUE","SC","2017","1330","","2839256","","2134,78",""
"420290","BRUSQUE","SC","2015","1626","","2947299","","1812,61",""
"420290","BRUSQUE","SC","2018","1496","","3080944","","2059,45",""
"420290","BRUSQUE","SC","2013","1650","","2564240","","1554,08",""
"420290","BRUSQUE","SC","2021","1726","","2622683","","1519,52",""
"420300","CAÇADOR","SC","2019","1134","","2507561,00","","2211,25",""
"420300","CAÇADOR","SC","2021","1931","","2462079","","1275,03",""
"420300","CAÇADOR","SC","2014","1793","","2774166","","1547,22",""
"420300","CAÇADOR","SC","2016","1493","","2663010,00","","1783,66",""
"420300","CAÇADOR","SC","2013","1586","","2381922","","1501,84",""
"420300","CAÇADOR","SC","2018","1376","","2581735","","1876,26",""
"420300","CAÇADOR","SC","2015","1638","","2978694","","1818,49",""
"420300","CAÇADOR","SC","2020","1477","","1104124,00","","747,55",""
"420300","CAÇADOR","SC","2017","1398","","2436220","","1742,65",""
"420310","CAIBI","SC","2013","277","","508076","","1834,21",""
"420310","CAIBI","SC","2021","210","","299435","","1425,88",""
"420310","CAIBI","SC","2015","260","","546088","","2100,34",""
"420310","CAIBI","SC","2018","188","","368824","","1961,83",""
"420310","CAIBI","SC","2020","202","","159605,00","","790,12",""
"420310","CAIBI","SC","2016","208","","549089,00","","2639,85",""
"420310","CAIBI","SC","2019","140","","331750,00","","2369,64",""
"420310","CAIBI","SC","2017","194","","465313","","2398,52",""
"420310","CAIBI","SC","2014","267","","555090","","2078,99",""
"420315","CALMON","SC","2019","199","","494785,00","","2486,36",""
"420315","CALMON","SC","2017","303","","561719","","1853,86",""
"420315","CALMON","SC","2021","257","","338078","","1315,48",""
"420315","CALMON","SC","2016","326","","605221,00","","1856,51",""
"420315","CALMON","SC","2020","234","","182781,00","","781,12",""
"420315","CALMON","SC","2014","349","","649239","","1860,28",""
"420315","CALMON","SC","2013","349","","597780","","1712,84",""
"420315","CALMON","SC","2018","257","","550232","","2140,98",""
"420315","CALMON","SC","2015","344","","638069","","1854,85",""
"420320","CAMBORIÚ","SC","2017","1339","","2456519","","1834,59",""
"420320","CAMBORIÚ","SC","2013","1553","","2785604","","1793,69",""
"420320","CAMBORIÚ","SC","2016","1423","","2761555,00","","1940,66",""
"420320","CAMBORIÚ","SC","2018","1333","","2317751","","1738,75",""
"420320","CAMBORIÚ","SC","2015","1416","","2715083","","1917,43",""
"420320","CAMBORIÚ","SC","2021","1401","","1223845","","873,55",""
"420320","CAMBORIÚ","SC","2020","1450","","827815,00","","570,91",""
"420320","CAMBORIÚ","SC","2019","1157","","2186326,00","","1889,65",""
"420320","CAMBORIÚ","SC","2014","1495","","2828776","","1892,16",""
"420325","CAPÃO ALTO","SC","2015","111","","194302","","1750,47",""
"420325","CAPÃO ALTO","SC","2018","80","","134821","","1685,26",""
"420325","CAPÃO ALTO","SC","2021","124","","151196","","1219,32",""
"420325","CAPÃO ALTO","SC","2017","63","","112103","","1779,41",""
"420325","CAPÃO ALTO","SC","2014","99","","211220","","2133,54",""
"420325","CAPÃO ALTO","SC","2016","64","","148991,00","","2327,98",""
"420325","CAPÃO ALTO","SC","2013","174","","298240","","1714,02",""
"420325","CAPÃO ALTO","SC","2019","75","","170068,00","","2267,57",""
"420325","CAPÃO ALTO","SC","2020","94","","63946,00","","680,28",""
"420330","CAMPO ALEGRE","SC","2017","272","","584374","","2148,43",""
"420330","CAMPO ALEGRE","SC","2015","321","","551001","","1716,51",""
"420330","CAMPO ALEGRE","SC","2018","269","","564195","","2097,38",""
"420330","CAMPO ALEGRE","SC","2020","249","","186072,00","","747,28",""
"420330","CAMPO ALEGRE","SC","2014","323","","509490","","1577,37",""
"420330","CAMPO ALEGRE","SC","2021","279","","363606","","1303,25",""
"420330","CAMPO ALEGRE","SC","2019","212","","502020,00","","2368,02",""
"420330","CAMPO ALEGRE","SC","2016","277","","562839,00","","2031,91",""
"420330","CAMPO ALEGRE","SC","2013","330","","502416","","1522,47",""
"420340","CAMPO BELO DO SUL","SC","2020","220","","93001,00","","422,73",""
"420340","CAMPO BELO DO SUL","SC","2021","251","","217381","","866,06",""
"420340","CAMPO BELO DO SUL","SC","2017","198","","336500","","1699,49",""
"420340","CAMPO BELO DO SUL","SC","2015","551","","919684","","1669,12",""
"420340","CAMPO BELO DO SUL","SC","2018","194","","283308","","1460,35",""
"420340","CAMPO BELO DO SUL","SC","2019","166","","268601,00","","1618,08",""
"420340","CAMPO BELO DO SUL","SC","2014","644","","1033853","","1605,36",""
"420340","CAMPO BELO DO SUL","SC","2013","685","","1091114","","1592,87",""
"420340","CAMPO BELO DO SUL","SC","2016","307","","620626,00","","2021,58",""
"420350","CAMPO ERÊ","SC","2013","647","","1111680","","1718,21",""
"420350","CAMPO ERÊ","SC","2019","515","","1230993,00","","2390,28",""
"420350","CAMPO ERÊ","SC","2015","626","","1168803","","1867,10",""
"420350","CAMPO ERÊ","SC","2018","594","","1307056","","2200,43",""
"420350","CAMPO ERÊ","SC","2017","618","","1100383","","1780,56",""
"420350","CAMPO ERÊ","SC","2021","605","","751277","","1241,78",""
"420350","CAMPO ERÊ","SC","2016","564","","1070517,00","","1898,08",""
"420350","CAMPO ERÊ","SC","2014","670","","1201576","","1793,40",""
"420350","CAMPO ERÊ","SC","2020","561","","478969,00","","853,78",""
"420360","CAMPOS NOVOS","SC","2015","602","","994936","","1652,72",""
"420360","CAMPOS NOVOS","SC","2021","375","","310334","","827,56",""
"420360","CAMPOS NOVOS","SC","2019","298","","490135,00","","1644,75",""
"420360","CAMPOS NOVOS","SC","2020","348","","184991,00","","531,58",""
"420360","CAMPOS NOVOS","SC","2018","344","","520395","","1512,78",""
"420360","CAMPOS NOVOS","SC","2013","837","","1210964","","1446,79",""
"420360","CAMPOS NOVOS","SC","2016","434","","709380,00","","1634,52",""
"420360","CAMPOS NOVOS","SC","2014","742","","1097463","","1479,06",""
"420360","CAMPOS NOVOS","SC","2017","361","","580020","","1606,70",""
"420370","CANELINHA","SC","2018","518","","1554287","","3000,55",""
"420370","CANELINHA","SC","2015","744","","1854245","","2492,26",""
"420370","CANELINHA","SC","2016","695","","1715153,00","","2467,85",""
"420370","CANELINHA","SC","2014","792","","2027425","","2559,88",""
"420370","CANELINHA","SC","2013","780","","2050466","","2628,80",""
"420370","CANELINHA","SC","2020","507","","431620,00","","851,32",""
"420370","CANELINHA","SC","2017","712","","1784415","","2506,20",""
"420370","CANELINHA","SC","2021","661","","1046952","","1583,89",""
"420370","CANELINHA","SC","2019","403","","1291845,00","","3205,57",""
"420380","CANOINHAS","SC","2013","1731","","2641730","","1526,13",""
"420380","CANOINHAS","SC","2020","1414","","932158,00","","659,23",""
"420380","CANOINHAS","SC","2014","1555","","2688272","","1728,79",""
"420380","CANOINHAS","SC","2018","1382","","2637385","","1908,38",""
"420380","CANOINHAS","SC","2015","1581","","2692599","","1703,10",""
"420380","CANOINHAS","SC","2017","1462","","2656844","","1817,27",""
"420380","CANOINHAS","SC","2019","1192","","2523227,00","","2116,80",""
"420380","CANOINHAS","SC","2021","1588","","1691188","","1064,98",""
"420380","CANOINHAS","SC","2016","1558","","2702758,00","","1734,76",""
"420390","CAPINZAL","SC","2013","156","","262702","","1683,99",""
"420390","CAPINZAL","SC","2019","268","","533335,00","","1990,06",""
"420390","CAPINZAL","SC","2018","385","","493669","","1282,26",""
"420390","CAPINZAL","SC","2015","146","","229155","","1569,55",""
"420390","CAPINZAL","SC","2017","286","","357262","","1249,17",""
"420390","CAPINZAL","SC","2020","338","","205640,00","","608,40",""
"420390","CAPINZAL","SC","2014","125","","216839","","1734,71",""
"420390","CAPINZAL","SC","2016","175","","278965,00","","1594,09",""
"420390","CAPINZAL","SC","2021","355","","366569","","1032,59",""
"420395","CAPIVARI DE BAIXO","SC","2019","110","","217108,00","","1973,71",""
"420395","CAPIVARI DE BAIXO","SC","2014","349","","638425","","1829,30",""
"420395","CAPIVARI DE BAIXO","SC","2013","451","","768386","","1703,74",""
"420395","CAPIVARI DE BAIXO","SC","2021","221","","230914","","1044,86",""
"420395","CAPIVARI DE BAIXO","SC","2017","182","","352992","","1939,52",""
"420395","CAPIVARI DE BAIXO","SC","2016","235","","504250,00","","2145,74",""
"420395","CAPIVARI DE BAIXO","SC","2018","155","","285719","","1843,35",""
"420395","CAPIVARI DE BAIXO","SC","2015","301","","569751","","1892,86",""
"420395","CAPIVARI DE BAIXO","SC","2020","169","","97140,00","","574,79",""
"420400","CATANDUVAS","SC","2014","405","","674419","","1665,23",""
"420400","CATANDUVAS","SC","2020","241","","201876,00","","837,66",""
"420400","CATANDUVAS","SC","2013","379","","620456","","1637,09",""
"420400","CATANDUVAS","SC","2021","332","","462693","","1393,65",""
"420400","CATANDUVAS","SC","2016","237","","486900,00","","2054,43",""
"420400","CATANDUVAS","SC","2015","356","","632495","","1776,67",""
"420400","CATANDUVAS","SC","2018","237","","475156","","2004,88",""
"420400","CATANDUVAS","SC","2017","237","","435875","","1839,14",""
"420400","CATANDUVAS","SC","2019","186","","471941,00","","2537,32",""
"420410","CAXAMBU DO SUL","SC","2019","199","","495710,00","","2491,01",""
"420410","CAXAMBU DO SUL","SC","2016","261","","563028,00","","2157,20",""
"420410","CAXAMBU DO SUL","SC","2021","274","","398077","","1452,84",""
"420410","CAXAMBU DO SUL","SC","2020","244","","211362,00","","866,24",""
"420410","CAXAMBU DO SUL","SC","2014","274","","483351","","1764,05",""
"420410","CAXAMBU DO SUL","SC","2017","303","","621354","","2050,67",""
"420410","CAXAMBU DO SUL","SC","2018","237","","625394","","2638,79",""
"420410","CAXAMBU DO SUL","SC","2013","280","","436368","","1558,46",""
"420410","CAXAMBU DO SUL","SC","2015","292","","478023","","1637,07",""
"420415","CELSO RAMOS","SC","2016","159","","301783,00","","1898,01",""
"420415","CELSO RAMOS","SC","2013","212","","311022","","1467,08",""
"420415","CELSO RAMOS","SC","2014","188","","308456","","1640,72",""
"420415","CELSO RAMOS","SC","2020","126","","62102,00","","492,87",""
"420415","CELSO RAMOS","SC","2019","114","","228478,00","","2004,19",""
"420415","CELSO RAMOS","SC","2018","130","","216891","","1668,39",""
"420415","CELSO RAMOS","SC","2017","140","","257307","","1837,91",""
"420415","CELSO RAMOS","SC","2021","127","","122089","","961,33",""
"420415","CELSO RAMOS","SC","2015","184","","305641","","1661,09",""
"420417","CERRO NEGRO","SC","2021","267","","264032","","988,88",""
"420417","CERRO NEGRO","SC","2014","319","","617931","","1937,09",""
"420417","CERRO NEGRO","SC","2018","275","","592012","","2152,77",""
"420417","CERRO NEGRO","SC","2015","335","","678133","","2024,28",""
"420417","CERRO NEGRO","SC","2016","289","","615148,00","","2128,54",""
"420417","CERRO NEGRO","SC","2019","248","","526234,00","","2121,91",""
"420417","CERRO NEGRO","SC","2013","342","","661120","","1933,10",""
"420417","CERRO NEGRO","SC","2017","279","","573340","","2054,98",""
"420417","CERRO NEGRO","SC","2020","261","","156202,00","","598,48",""
"420419","CHAPADÃO DO LAGEADO","SC","2014","150","","210422","","1402,81",""
"420419","CHAPADÃO DO LAGEADO","SC","2017","57","","88165","","1546,75",""
"420419","CHAPADÃO DO LAGEADO","SC","2019","39","","54670,00","","1401,79",""
"420419","CHAPADÃO DO LAGEADO","SC","2020","46","","17591,00","","382,41",""
"420419","CHAPADÃO DO LAGEADO","SC","2016","80","","131944,00","","1649,30",""
"420419","CHAPADÃO DO LAGEADO","SC","2015","107","","179049","","1673,36",""
"420419","CHAPADÃO DO LAGEADO","SC","2018","51","","67958","","1332,51",""
"420419","CHAPADÃO DO LAGEADO","SC","2021","49","","32468","","662,61",""
"420419","CHAPADÃO DO LAGEADO","SC","2013","172","","222228","","1292,02",""
"420420","CHAPECÓ","SC","2017","3400","","5099407","","1499,83",""
"420420","CHAPECÓ","SC","2020","3265","","1933846,00","","592,30",""
"420420","CHAPECÓ","SC","2014","4202","","7005210","","1667,11",""
"420420","CHAPECÓ","SC","2018","3222","","5037611","","1563,50",""
"420420","CHAPECÓ","SC","2013","4278","","6197542","","1448,70",""
"420420","CHAPECÓ","SC","2019","2678","","4819118,00","","1799,52",""
"420420","CHAPECÓ","SC","2021","3754","","3432169","","914,27",""
"420420","CHAPECÓ","SC","2015","4117","","6659726","","1617,62",""
"420420","CHAPECÓ","SC","2016","3837","","6054392,00","","1577,90",""
"420425","COCAL DO SUL","SC","2015","352","","686727","","1950,93",""
"420425","COCAL DO SUL","SC","2019","159","","436913,00","","2747,88",""
"420425","COCAL DO SUL","SC","2018","198","","502408","","2537,41",""
"420425","COCAL DO SUL","SC","2014","340","","687140","","2021,00",""
"420425","COCAL DO SUL","SC","2016","311","","754506,00","","2426,06",""
"420425","COCAL DO SUL","SC","2021","215","","329177","","1531,06",""
"420425","COCAL DO SUL","SC","2020","194","","180850,00","","932,22",""
"420425","COCAL DO SUL","SC","2013","334","","601720","","1801,56",""
"420425","COCAL DO SUL","SC","2017","262","","630013","","2404,63",""
"420430","CONCÓRDIA","SC","2016","927","","1894706,00","","2043,91",""
"420430","CONCÓRDIA","SC","2019","630","","1294251,00","","2054,37",""
"420430","CONCÓRDIA","SC","2014","957","","1705887","","1782,54",""
"420430","CONCÓRDIA","SC","2017","889","","1742857","","1960,47",""
"420430","CONCÓRDIA","SC","2021","871","","937284","","1076,10",""
"420430","CONCÓRDIA","SC","2018","795","","1519338","","1911,12",""
"420430","CONCÓRDIA","SC","2015","992","","1952633","","1968,38",""
"420430","CONCÓRDIA","SC","2013","906","","1560904","","1722,85",""
"420430","CONCÓRDIA","SC","2020","757","","545025,00","","719,98",""
"420435","CORDILHEIRA ALTA","SC","2018","48","","97944","","2040,50",""
"420435","CORDILHEIRA ALTA","SC","2014","91","","142909","","1570,43",""
"420435","CORDILHEIRA ALTA","SC","2017","54","","130857","","2423,28",""
"420435","CORDILHEIRA ALTA","SC","2015","87","","186364","","2142,11",""
"420435","CORDILHEIRA ALTA","SC","2020","62","","54796,00","","883,81",""
"420435","CORDILHEIRA ALTA","SC","2016","76","","167233,00","","2200,43",""
"420435","CORDILHEIRA ALTA","SC","2021","72","","112444","","1561,72",""
"420435","CORDILHEIRA ALTA","SC","2013","70","","92764","","1325,20",""
"420435","CORDILHEIRA ALTA","SC","2019","48","","119848,00","","2496,83",""
"420440","CORONEL FREITAS","SC","2018","204","","341638","","1674,70",""
"420440","CORONEL FREITAS","SC","2013","291","","393208","","1351,23",""
"420440","CORONEL FREITAS","SC","2015","244","","376009","","1541,02",""
