NU_ANO_CENSO;NO_REGIAO;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_LOCALIZACAO;NO_DEPENDENCIA;FUN_TX_PROMOCAO_TOTAL;MED_TX_PROMOCAO_TOTAL;FUN_TX_REPETENCIA_TOTAL;MED_TX_REPETENCIA_TOTAL;FUN_TX_EVASAO_TOTAL;MED_TX_EVASAO_TOTAL
2016;Sudeste;MG;3101631;Alfredo Vasconcelos;Total;Total;86.7;75.4;11.2;9.4;1.3;10.9
2016;Sudeste;MG;3101631;Alfredo Vasconcelos;Total;Pública;86.7;75.4;11.2;9.4;1.3;10.9
2016;Sudeste;MG;3101631;Alfredo Vasconcelos;Urbana;Total;85.1;75.4;12.7;9.4;1.3;10.9
2016;Sudeste;MG;3101631;Alfredo Vasconcelos;Rural;Total;98.2;--;0;--;1.8;--
2016;Sudeste;MG;3101706;Almenara;Total;Total;85.2;78.8;9.3;10.6;4.2;5.5
2016;Sudeste;MG;3101706;Almenara;Total;Pública;84;78.2;10;10.9;4.5;5.7
2016;Sudeste;MG;3101706;Almenara;Total;Privada;98.7;100;1.3;0;0;0
2016;Sudeste;MG;3101706;Almenara;Urbana;Total;84.3;75.5;10.1;11.9;4;6.6
2016;Sudeste;MG;3101706;Almenara;Rural;Total;90.2;94.2;4.3;4.6;4.9;0.8
2016;Sudeste;MG;3101805;Alpercata;Total;Total;85.7;78.5;9.4;7.3;4.3;12.9
2016;Sudeste;MG;3101805;Alpercata;Total;Pública;85.7;78.5;9.4;7.3;4.3;12.9
2016;Sudeste;MG;3101805;Alpercata;Urbana;Total;85.2;78.5;9.7;7.3;4.4;12.9
2016;Sudeste;MG;3101805;Alpercata;Rural;Total;91.7;--;6;--;2.3;--
2016;Sudeste;MG;3101904;Alpinópolis;Total;Total;96.2;88.5;2.4;6.8;1;4
2016;Sudeste;MG;3101904;Alpinópolis;Total;Pública;95.7;86.8;2.6;7.7;1.1;4.7
2016;Sudeste;MG;3101904;Alpinópolis;Total;Privada;99.1;98.1;0.6;1.9;0.3;0
2016;Sudeste;MG;3101904;Alpinópolis;Urbana;Total;96;88.5;2.5;6.8;1.1;4
2016;Sudeste;MG;3101904;Alpinópolis;Rural;Total;100;--;0;--;0;--
2016;Sudeste;MG;3102001;Alterosa;Total;Total;95.4;81.2;2.9;4.5;1.5;10.3
2016;Sudeste;MG;3102001;Alterosa;Total;Pública;95.4;81.2;2.9;4.5;1.5;10.3
2016;Sudeste;MG;3102001;Alterosa;Urbana;Total;95.4;81.2;2.9;4.5;1.5;10.3
2016;Sudeste;MG;3102050;Alto Caparaó;Total;Total;82.4;79.3;11.4;2.7;5.6;14.4
2016;Sudeste;MG;3102050;Alto Caparaó;Total;Pública;82.4;79.3;11.4;2.7;5.6;14.4
2016;Sudeste;MG;3102050;Alto Caparaó;Urbana;Total;82.6;79.3;11.3;2.7;5.5;14.4
2016;Sudeste;MG;3102050;Alto Caparaó;Rural;Total;66.7;--;22.2;--;11.1;--
2016;Sudeste;MG;3102100;Alto Rio Doce;Total;Total;89.5;82.3;7.4;9.5;2.9;7.8
2016;Sudeste;MG;3102100;Alto Rio Doce;Total;Pública;89.5;82.3;7.4;9.5;2.9;7.8
2016;Sudeste;MG;3102100;Alto Rio Doce;Urbana;Total;89;82.3;7.6;9.5;3;7.8
2016;Sudeste;MG;3102100;Alto Rio Doce;Rural;Total;96.9;--;3.1;--;0;--
2016;Sudeste;MG;3102209;Alvarenga;Total;Total;89.3;74.3;3.9;4.6;5.5;15.8
2016;Sudeste;MG;3102209;Alvarenga;Total;Pública;89.3;74.3;3.9;4.6;5.5;15.8
2016;Sudeste;MG;3102209;Alvarenga;Urbana;Total;85.1;74.3;5.5;4.6;7.6;15.8
2016;Sudeste;MG;3102209;Alvarenga;Rural;Total;99.5;--;0;--;0.5;--
2016;Sudeste;MG;3102308;Alvinópolis;Total;Total;94.7;89.8;3.5;3.3;1.2;3.5
2016;Sudeste;MG;3102308;Alvinópolis;Total;Pública;94.7;89.8;3.5;3.3;1.2;3.5
2016;Sudeste;MG;3102308;Alvinópolis;Urbana;Total;94.7;89.8;3.5;3.3;1.2;3.5
2016;Sudeste;MG;3102407;Alvorada de Minas;Total;Total;94.5;96.2;4.3;0.5;1.2;3.3
2016;Sudeste;MG;3102407;Alvorada de Minas;Total;Pública;94.5;96.2;4.3;0.5;1.2;3.3
2016;Sudeste;MG;3102407;Alvorada de Minas;Urbana;Total;93.4;96.2;5.5;0.5;1.1;3.3
2016;Sudeste;MG;3102407;Alvorada de Minas;Rural;Total;97.2;--;1.4;--;1.4;--
2016;Sudeste;MG;3102506;Amparo do Serra;Total;Total;81.8;64.4;14.8;21.1;3.2;12.9
2016;Sudeste;MG;3102506;Amparo do Serra;Total;Pública;81.8;64.4;14.8;21.1;3.2;12.9
2016;Sudeste;MG;3102506;Amparo do Serra;Urbana;Total;80.3;64.4;16.1;21.1;3.4;12.9
2016;Sudeste;MG;3102506;Amparo do Serra;Rural;Total;85.1;--;11.9;--;3;--
2016;Sudeste;MG;3102605;Andradas;Total;Total;95.2;80.7;2.2;6.6;2;8.9
2016;Sudeste;MG;3102605;Andradas;Total;Pública;94.5;76.2;2.4;8.2;2.3;11
2016;Sudeste;MG;3102605;Andradas;Total;Privada;98.8;99.6;1.2;0.4;0;0
2016;Sudeste;MG;3102605;Andradas;Urbana;Total;94.7;80.7;2.4;6.6;2.2;8.9
2016;Sudeste;MG;3102605;Andradas;Rural;Total;99;--;0.6;--;0.4;--
2016;Sudeste;MG;3102704;Cachoeira de Pajeú;Total;Total;93.2;80.6;3.6;5.9;2.7;10.7
2016;Sudeste;MG;3102704;Cachoeira de Pajeú;Total;Pública;93.2;80.6;3.6;5.9;2.7;10.7
2016;Sudeste;MG;3102704;Cachoeira de Pajeú;Urbana;Total;91.5;80.6;4.3;5.9;3.4;10.7
2016;Sudeste;MG;3102704;Cachoeira de Pajeú;Rural;Total;95.2;--;2.7;--;2;--
2016;Sudeste;MG;3102803;Andrelândia;Total;Total;93.7;86.6;5.2;5.8;0.8;6.1
2016;Sudeste;MG;3102803;Andrelândia;Total;Pública;93.6;86.6;5.2;5.8;0.9;6.1
2016;Sudeste;MG;3102803;Andrelândia;Total;Privada;94.9;--;5.1;--;0;--
2016;Sudeste;MG;3102803;Andrelândia;Urbana;Total;93.7;86.6;5.2;5.8;0.8;6.1
2016;Sudeste;MG;3102852;Angelândia;Total;Total;92.2;77.3;5.6;10.2;1.4;10.5
2016;Sudeste;MG;3102852;Angelândia;Total;Pública;92.2;77.3;5.6;10.2;1.4;10.5
2016;Sudeste;MG;3102852;Angelândia;Urbana;Total;88.6;77.3;8.3;10.2;2;10.5
2016;Sudeste;MG;3102852;Angelândia;Rural;Total;99.3;--;0.4;--;0.3;--
2016;Sudeste;MG;3102902;Antônio Carlos;Total;Total;92.2;80.1;6;11.6;1.5;5.8
2016;Sudeste;MG;3102902;Antônio Carlos;Total;Pública;92.2;80.1;6;11.6;1.5;5.8
2016;Sudeste;MG;3102902;Antônio Carlos;Urbana;Total;91;80.1;7;11.6;1.7;5.8
2016;Sudeste;MG;3102902;Antônio Carlos;Rural;Total;100;--;0;--;0;--
2016;Sudeste;MG;3103009;Antônio Dias;Total;Total;89.7;81.1;7.7;6.7;2.1;9.2
2016;Sudeste;MG;3103009;Antônio Dias;Total;Pública;89.7;81.1;7.7;6.7;2.1;9.2
2016;Sudeste;MG;3103009;Antônio Dias;Urbana;Total;87.2;84.4;9.8;5.3;2.6;7
2016;Sudeste;MG;3103009;Antônio Dias;Rural;Total;94.7;67.4;3.5;12.8;1.1;18.6
2016;Sudeste;MG;3103108;Antônio Prado de Minas;Total;Total;92.2;82.5;5.3;10.5;1.9;7
2016;Sudeste;MG;3103108;Antônio Prado de Minas;Total;Pública;92.2;82.5;5.3;10.5;1.9;7
2016;Sudeste;MG;3103108;Antônio Prado de Minas;Urbana;Total;91.1;82.5;6.1;10.5;2.2;7
2016;Sudeste;MG;3103108;Antônio Prado de Minas;Rural;Total;100;--;0;--;0;--
2016;Sudeste;MG;3103207;Araçaí;Total;Total;97.3;95.2;0.9;1;0.9;3.8
2016;Sudeste;MG;3103207;Araçaí;Total;Pública;97.3;95.2;0.9;1;0.9;3.8
2016;Sudeste;MG;3103207;Araçaí;Urbana;Total;97.3;95.2;0.9;1;0.9;3.8
2016;Sudeste;MG;3103306;Aracitaba;Total;Total;86.8;85.5;11.6;5.8;1.2;5.8
2016;Sudeste;MG;3103306;Aracitaba;Total;Pública;86.8;85.5;11.6;5.8;1.2;5.8
2016;Sudeste;MG;3103306;Aracitaba;Urbana;Total;86.8;85.5;11.6;5.8;1.2;5.8
2016;Sudeste;MG;3103405;Araçuaí;Total;Total;89.7;83;6.8;8.6;2.8;6.3
2016;Sudeste;MG;3103405;Araçuaí;Total;Pública;89;81.9;7.3;9;3;6.8
2016;Sudeste;MG;3103405;Araçuaí;Total;Privada;98.5;95.1;1;4.2;0.5;0.7
2016;Sudeste;MG;3103405;Araçuaí;Urbana;Total;89.5;79.7;7.4;10;2.2;7.3
2016;Sudeste;MG;3103405;Araçuaí;Rural;Total;90.2;91.6;5.2;4.7;4.5;3.7
2016;Sudeste;MG;3103504;Araguari;Total;Total;95.2;79.2;3;9.5;1.4;7.7
2016;Sudeste;MG;3103504;Araguari;Total;Pública;94.3;76.5;3.5;10.6;1.7;8.7
2016;Sudeste;MG;3103504;Araguari;Total;Privada;99.1;93.9;0.7;3.1;0.2;2.3
2016;Sudeste;MG;3103504;Araguari;Urbana;Total;95.3;79.2;2.9;9.5;1.4;7.7
2016;Sudeste;MG;3103504;Araguari;Rural;Total;93.3;--;5;--;1.3;--
2016;Sudeste;MG;3103603;Arantina;Total;Total;91;89.4;6.4;2.1;1.8;7
2016;Sudeste;MG;3103603;Arantina;Total;Pública;91;89.4;6.4;2.1;1.8;7
2016;Sudeste;MG;3103603;Arantina;Urbana;Total;91;89.4;6.4;2.1;1.8;7
2016;Sudeste;MG;3103702;Araponga;Total;Total;85.7;78.4;11.1;8.6;3.2;8.2
2016;Sudeste;MG;3103702;Araponga;Total;Pública;85.7;73.5;11.1;10.7;3.2;9.8
2016;Sudeste;MG;3103702;Araponga;Total;Privada;--;98.1;--;0;--;1.9
2016;Sudeste;MG;3103702;Araponga;Urbana;Total;87.6;73.5;8.1;10.7;4.3;9.8
2016;Sudeste;MG;3103702;Araponga;Rural;Total;80.7;98.1;18.7;0;0.6;1.9
2016;Sudeste;MG;3103751;Araporã;Total;Total;90.3;67.6;6.8;12.8;2.7;10.8
2016;Sudeste;MG;3103751;Araporã;Total;Pública;90.3;67.6;6.8;12.8;2.7;10.8
2016;Sudeste;MG;3103751;Araporã;Urbana;Total;90.3;67.6;6.8;12.8;2.7;10.8
2016;Sudeste;MG;3103801;Arapuá;Total;Total;96.5;89;1.9;6.1;1;4.9
2016;Sudeste;MG;3103801;Arapuá;Total;Pública;96.5;89;1.9;6.1;1;4.9
2016;Sudeste;MG;3103801;Arapuá;Urbana;Total;96.5;89;1.9;6.1;1;4.9
2016;Sudeste;MG;3103900;Araújos;Total;Total;96.5;88.1;1.4;5.6;2;6
2016;Sudeste;MG;3103900;Araújos;Total;Pública;96.5;88.1;1.4;5.6;2;6
2016;Sudeste;MG;3103900;Araújos;Urbana;Total;96.5;88.1;1.4;5.6;2;6
2016;Sudeste;MG;3104007;Araxá;Total;Total;93;70.8;5;15.1;1.2;9
2016;Sudeste;MG;3104007;Araxá;Total;Pública;92.4;68.6;5.3;16.1;1.4;9.8
2016;Sudeste;MG;3104007;Araxá;Total;Privada;96.5;93.9;3.4;4.9;0.1;0.9
2016;Sudeste;MG;3104007;Araxá;Urbana;Total;93;70.8;5.1;15.1;1.1;9
2016;Sudeste;MG;3104007;Araxá;Rural;Total;91.4;--;3.8;--;3.8;--
2016;Sudeste;MG;3104106;Arceburgo;Total;Total;93.1;86.5;5.2;3.1;1.1;3.1
2016;Sudeste;MG;3104106;Arceburgo;Total;Pública;92.6;86.5;5.6;3.1;1.2;3.1
2016;Sudeste;MG;3104106;Arceburgo;Total;Privada;98.3;--;1.7;--;0;--
2016;Sudeste;MG;3104106;Arceburgo;Urbana;Total;93.1;86.5;5.2;3.1;1.1;3.1
2016;Sudeste;MG;3104205;Arcos;Total;Total;96.6;80;2.3;9.8;1;8.4
2016;Sudeste;MG;3104205;Arcos;Total;Pública;96.8;77.1;1.9;11.1;1.1;9.6
2016;Sudeste;MG;3104205;Arcos;Total;Privada;95.4;97.1;4.5;2;0.1;0.9
2016;Sudeste;MG;3104205;Arcos;Urbana;Total;96.6;79.7;2.3;10;1;8.4
2016;Sudeste;MG;3104205;Arcos;Rural;Total;97.3;88.4;2;4.7;0.7;6.9
2016;Sudeste;MG;3104304;Areado;Total;Total;96.9;81.9;1.6;8.1;0.8;6.5
2016;Sudeste;MG;3104304;Areado;Total;Pública;96.8;79.6;1.6;9.2;0.8;7.3
2016;Sudeste;MG;3104304;Areado;Total;Privada;98.8;100;1.2;0;0;0
2016;Sudeste;MG;3104304;Areado;Urbana;Total;96.9;81.9;1.6;8.1;0.8;6.5
2016;Sudeste;MG;3104403;Argirita;Total;Total;89.3;84.7;5.5;5.6;5.2;4.2
2016;Sudeste;MG;3104403;Argirita;Total;Pública;89.3;84.7;5.5;5.6;5.2;4.2
2016;Sudeste;MG;3104403;Argirita;Urbana;Total;89.6;84.7;5.1;5.6;5.3;4.2
2016;Sudeste;MG;3104403;Argirita;Rural;Total;83.3;--;16.7;--;0;--
2016;Sudeste;MG;3104452;Aricanduva;Total;Total;91;84.3;4.8;3.8;3.6;9.3
2016;Sudeste;MG;3104452;Aricanduva;Total;Pública;91;84.3;4.8;3.8;3.6;9.3
2016;Sudeste;MG;3104452;Aricanduva;Urbana;Total;90.6;84.3;4.8;3.8;3.9;9.3
2016;Sudeste;MG;3104452;Aricanduva;Rural;Total;95.9;--;4.1;--;0;--
2016;Sudeste;MG;3104502;Arinos;Total;Total;96.7;85;1.3;7.8;1.6;5.2
2016;Sudeste;MG;3104502;Arinos;Total;Pública;96.5;84.9;1.3;7.8;1.7;5.2
2016;Sudeste;MG;3104502;Arinos;Total;Privada;99.2;100;0.8;0;0;0
2016;Sudeste;MG;3104502;Arinos;Urbana;Total;97;85.2;1.1;7.7;1.4;5.1
2016;Sudeste;MG;3104502;Arinos;Rural;Total;96.1;78.6;1.8;10.7;2.1;7.1
2016;Sudeste;MG;3104601;Astolfo Dutra;Total;Total;91.7;84.6;5.3;6.3;1.8;5.8
2016;Sudeste;MG;3104601;Astolfo Dutra;Total;Pública;91.7;84.6;5.3;6.3;1.8;5.8
2016;Sudeste;MG;3104601;Astolfo Dutra;Urbana;Total;91.7;84.6;5.3;6.3;1.8;5.8
2016;Sudeste;MG;3104700;Ataléia;Total;Total;86.8;79.5;10.4;9.3;2.5;9.3
2016;Sudeste;MG;3104700;Ataléia;Total;Pública;86.8;79.5;10.4;9.3;2.5;9.3
2016;Sudeste;MG;3104700;Ataléia;Urbana;Total;84.4;79.5;12.3;9.3;2.9;9.3
2016;Sudeste;MG;3104700;Ataléia;Rural;Total;96.2;--;2.8;--;1;--
2016;Sudeste;MG;3104809;Augusto de Lima;Total;Total;93.4;87.3;4.5;7.2;1.6;5.5
2016;Sudeste;MG;3104809;Augusto de Lima;Total;Pública;93.4;87.3;4.5;7.2;1.6;5.5
2016;Sudeste;MG;3104809;Augusto de Lima;Urbana;Total;93.4;87.3;4.5;7.2;1.6;5.5
2016;Sudeste;MG;3104908;Baependi;Total;Total;95.4;90.1;2.7;4.4;1.4;4.6
2016;Sudeste;MG;3104908;Baependi;Total;Pública;94.9;88.7;2.8;5.2;1.5;5.2
2016;Sudeste;MG;3104908;Baependi;Total;Privada;97.9;95.4;1.8;1.3;0.3;2.6
2016;Sudeste;MG;3104908;Baependi;Urbana;Total;95.2;89.3;2.6;4.9;1.5;4.8
2016;Sudeste;MG;3104908;Baependi;Rural;Total;96.2;96.4;3;0;0.8;3.6
2016;Sudeste;MG;3105004;Baldim;Total;Total;94.8;88.8;4.1;5.4;0.9;5.4
2016;Sudeste;MG;3105004;Baldim;Total;Pública;94.8;88.8;4.1;5.4;0.9;5.4
2016;Sudeste;MG;3105004;Baldim;Urbana;Total;95.7;88.8;3.1;5.4;1;5.4
2016;Sudeste;MG;3105004;Baldim;Rural;Total;88;--;12;--;0;--
2016;Sudeste;MG;3105103;Bambuí;Total;Total;94.2;76.7;4.2;12;1.2;5.6
2016;Sudeste;MG;3105103;Bambuí;Total;Pública;94;75.5;4.1;12.5;1.5;6
2016;Sudeste;MG;3105103;Bambuí;Total;Privada;95.1;95.2;4.6;4.8;0;0
2016;Sudeste;MG;3105103;Bambuí;Urbana;Total;94;75;4.3;12.6;1.3;4.7
2016;Sudeste;MG;3105103;Bambuí;Rural;Total;95.5;79.5;3.1;11;1;7.1
2016;Sudeste;MG;3105202;Bandeira;Total;Total;94.4;82.9;3.8;10.7;1.7;4.8
2016;Sudeste;MG;3105202;Bandeira;Total;Pública;94.4;82.9;3.8;10.7;1.7;4.8
2016;Sudeste;MG;3105202;Bandeira;Urbana;Total;94.6;82.9;4;10.7;1.3;4.8
2016;Sudeste;MG;3105202;Bandeira;Rural;Total;93.8;--;3.1;--;3.1;--
2016;Sudeste;MG;3105301;Bandeira do Sul;Total;Total;91.7;82.5;5.5;5.3;2.8;11.8
2016;Sudeste;MG;3105301;Bandeira do Sul;Total;Pública;91.7;82.5;5.5;5.3;2.8;11.8
2016;Sudeste;MG;3105301;Bandeira do Sul;Urbana;Total;91.7;82.5;5.5;5.3;2.8;11.8
2016;Sudeste;MG;3105400;Barão de Cocais;Total;Total;89;78.2;9;11.4;1.4;7.7
2016;Sudeste;MG;3105400;Barão de Cocais;Total;Pública;88.5;75.9;9.3;12.3;1.5;8.7
2016;Sudeste;MG;3105400;Barão de Cocais;Total;Privada;94.5;95.1;5.5;4.9;0;0
2016;Sudeste;MG;3105400;Barão de Cocais;Urbana;Total;89;78.2;9;11.4;1.4;7.7
2016;Sudeste;MG;3105400;Barão de Cocais;Rural;Total;90.8;--;9.2;--;0;--
2016;Sudeste;MG;3105509;Barão de Monte Alto;Total;Total;94.4;82.8;3.8;12;1.5;3.8
2016;Sudeste;MG;3105509;Barão de Monte Alto;Total;Pública;94.4;82.8;3.8;12;1.5;3.8
2016;Sudeste;MG;3105509;Barão de Monte Alto;Urbana;Total;94.2;82.8;4;12;1.5;3.8
2016;Sudeste;MG;3105509;Barão de Monte Alto;Rural;Total;97.6;--;0;--;2.4;--
2016;Sudeste;MG;3105608;Barbacena;Total;Total;93;82.7;5;7.9;1.3;5.8
2016;Sudeste;MG;3105608;Barbacena;Total;Pública;92.4;80.4;5.4;8.6;1.5;6.6
2016;Sudeste;MG;3105608;Barbacena;Total;Privada;96.4;93.8;3.3;4.2;0.3;1.8
2016;Sudeste;MG;3105608;Barbacena;Urbana;Total;92.9;82.7;5.1;7.9;1.3;5.8
2016;Sudeste;MG;3105608;Barbacena;Rural;Total;96.3;--;3;--;0.7;--
2016;Sudeste;MG;3105707;Barra Longa;Total;Total;87.8;71.3;9.9;12.1;1.4;10.9
2016;Sudeste;MG;3105707;Barra Longa;Total;Pública;87.8;71.3;9.9;12.1;1.4;10.9
2016;Sudeste;MG;3105707;Barra Longa;Urbana;Total;83.6;71.3;13.3;12.1;1.9;10.9
2016;Sudeste;MG;3105707;Barra Longa;Rural;Total;99.4;--;0.6;--;0;--
2016;Sudeste;MG;3105905;Barroso;Total;Total;90.4;80.4;7.3;6.8;1.7;9.5
2016;Sudeste;MG;3105905;Barroso;Total;Pública;90.1;79.6;7.8;7.1;1.6;9.9
2016;Sudeste;MG;3105905;Barroso;Total;Privada;96.8;94.6;0;2.7;3.2;2.7
2016;Sudeste;MG;3105905;Barroso;Urbana;Total;90.4;80.4;7.3;6.8;1.7;9.5
2016;Sudeste;MG;3106002;Bela Vista de Minas;Total;Total;93.3;67.3;4.8;17;1.3;5.6
2016;Sudeste;MG;3106002;Bela Vista de Minas;Total;Pública;92.9;67.3;5.1;17;1.4;5.6
2016;Sudeste;MG;3106002;Bela Vista de Minas;Total;Privada;99;--;1;--;0;--
2016;Sudeste;MG;3106002;Bela Vista de Minas;Urbana;Total;93.4;67.3;4.7;17;1.3;5.6
2016;Sudeste;MG;3106002;Bela Vista de Minas;Rural;Total;75;--;25;--;0;--
2016;Sudeste;MG;3106101;Belmiro Braga;Total;Total;80.8;58.4;13.5;22.8;1.9;8.1
2016;Sudeste;MG;3106101;Belmiro Braga;Total;Pública;80.8;58.4;13.5;22.8;1.9;8.1
2016;Sudeste;MG;3106101;Belmiro Braga;Urbana;Total;76.8;58.4;15.9;22.8;2.5;8.1
2016;Sudeste;MG;3106101;Belmiro Braga;Rural;Total;92.6;--;6.6;--;0;--
2016;Sudeste;MG;3106200;Belo Horizonte;Total;Total;91.3;73.5;6.1;12.6;1.3;9.2
2016;Sudeste;MG;3106200;Belo Horizonte;Total;Pública;89.9;69.9;6.8;14.5;1.5;9.8
2016;Sudeste;MG;3106200;Belo Horizonte;Total;Privada;95.1;86.5;4;5.7;0.8;6.9
2016;Sudeste;MG;3106200;Belo Horizonte;Urbana;Total;91.3;73.5;6.1;12.6;1.3;9.2
2016;Sudeste;MG;3106309;Belo Oriente;Total;Total;91.3;76;5.5;10.9;2.2;7.3
2016;Sudeste;MG;3106309;Belo Oriente;Total;Pública;91.3;76;5.5;10.9;2.2;7.3
2016;Sudeste;MG;3106309;Belo Oriente;Urbana;Total;91.3;76;5.5;10.9;2.2;7.3
2016;Sudeste;MG;3106309;Belo Oriente;Rural;Total;91.2;--;7.1;--;1.1;--
2016;Sudeste;MG;3106408;Belo Vale;Total;Total;90.7;74.6;7.4;8.9;1.6;14
2016;Sudeste;MG;3106408;Belo Vale;Total;Pública;90.7;74.6;7.4;8.9;1.6;14
2016;Sudeste;MG;3106408;Belo Vale;Urbana;Total;89.8;74.6;8.1;8.9;1.9;14
2016;Sudeste;MG;3106408;Belo Vale;Rural;Total;97.5;--;2.5;--;0;--
2016;Sudeste;MG;3106507;Berilo;Total;Total;96.5;90.9;2.4;3;0.8;5.6
2016;Sudeste;MG;3106507;Berilo;Total;Pública;96.5;90.9;2.4;3;0.8;5.6
2016;Sudeste;MG;3106507;Berilo;Urbana;Total;97.3;90.4;2.2;2.9;0.3;6.1
2016;Sudeste;MG;3106507;Berilo;Rural;Total;95.4;93.4;2.8;3.8;1.5;2.8
2016;Sudeste;MG;3106606;Bertópolis;Total;Total;82.9;93.5;13.4;0.6;3.7;5.9
2016;Sudeste;MG;3106606;Bertópolis;Total;Pública;82.9;93.5;13.4;0.6;3.7;5.9
2016;Sudeste;MG;3106606;Bertópolis;Urbana;Total;90.8;93.5;7.3;0.6;1.7;5.9
2016;Sudeste;MG;3106606;Bertópolis;Rural;Total;63.6;--;27.9;--;8.5;--
2016;Sudeste;MG;3106655;Berizal;Total;Total;93.7;86.2;4.7;7.1;1.2;6.7
2016;Sudeste;MG;3106655;Berizal;Total;Pública;93.7;86.2;4.7;7.1;1.2;6.7
2016;Sudeste;MG;3106655;Berizal;Urbana;Total;91.8;86.2;6.2;7.1;1.2;6.7
2016;Sudeste;MG;3106655;Berizal;Rural;Total;98.6;--;0.5;--;0.9;--
2016;Sudeste;MG;3106705;Betim;Total;Total;93.7;70.1;4.3;16.2;1.3;9.5
2016;Sudeste;MG;3106705;Betim;Total;Pública;93.3;69.1;4.5;16.6;1.4;9.8
2016;Sudeste;MG;3106705;Betim;Total;Privada;96.8;92.5;2.5;5.1;0.7;1.9
2016;Sudeste;MG;3106705;Betim;Urbana;Total;93.7;70.1;4.3;16.2;1.3;9.5
2016;Sudeste;MG;3106705;Betim;Rural;Total;93.6;--;6.4;--;0;--
2016;Sudeste;MG;3106804;Bias Fortes;Total;Total;94.4;88.2;4.4;6.7;1.2;5.1
2016;Sudeste;MG;3106804;Bias Fortes;Total;Pública;94.4;88.2;4.4;6.7;1.2;5.1
2016;Sudeste;MG;3106804;Bias Fortes;Urbana;Total;94.4;88.2;4;6.7;1.6;5.1
2016;Sudeste;MG;3106804;Bias Fortes;Rural;Total;94.5;--;5.5;--;0;--
2016;Sudeste;MG;3106903;Bicas;Total;Total;86.8;74.4;10.3;15.5;0.8;4.1
2016;Sudeste;MG;3106903;Bicas;Total;Pública;83.9;67.7;12.5;19.1;1.1;5.2
2016;Sudeste;MG;3106903;Bicas;Total;Privada;97.6;93.9;2.1;5.1;0;1
2016;Sudeste;MG;3106903;Bicas;Urbana;Total;87;74.4;10.1;15.5;0.8;4.1
2016;Sudeste;MG;3106903;Bicas;Rural;Total;69.6;--;30.4;--;0;--
2016;Sudeste;MG;3107000;Biquinhas;Total;Total;84.4;79.2;10.4;6.9;5.2;8.3
2016;Sudeste;MG;3107000;Biquinhas;Total;Pública;84.4;79.2;10.4;6.9;5.2;8.3
2016;Sudeste;MG;3107000;Biquinhas;Urbana;Total;84.4;79.2;10.4;6.9;5.2;8.3
2016;Sudeste;MG;3107109;Boa Esperança;Total;Total;93.1;81.2;4;7.2;2;8.4
2016;Sudeste;MG;3107109;Boa Esperança;Total;Pública;92.7;78.8;4.2;7.9;2.1;9.6
2016;Sudeste;MG;3107109;Boa Esperança;Total;Privada;97.5;97.1;2.1;2.4;0.4;0.5
2016;Sudeste;MG;3107109;Boa Esperança;Urbana;Total;92.8;81.2;4.2;7.2;1.9;8.4
2016;Sudeste;MG;3107109;Boa Esperança;Rural;Total;95.6;--;1.9;--;2.1;--
2016;Sudeste;MG;3107208;Bocaina de Minas;Total;Total;84;94.2;12.7;0;3.3;4.9
2016;Sudeste;MG;3107208;Bocaina de Minas;Total;Pública;84;94.2;12.7;0;3.3;4.9
2016;Sudeste;MG;3107208;Bocaina de Minas;Urbana;Total;83.9;94.2;12.9;0;3.2;4.9
2016;Sudeste;MG;3107208;Bocaina de Minas;Rural;Total;84.2;--;11.8;--;4;--
2016;Sudeste;MG;3107307;Bocaiúva;Total;Total;93.7;84.5;4.2;6.7;1.6;5.7
2016;Sudeste;MG;3107307;Bocaiúva;Total;Pública;93.3;82.7;4.5;7.4;1.7;6.4
2016;Sudeste;MG;3107307;Bocaiúva;Total;Privada;99.1;98.7;0;0.9;0.9;0.4
2016;Sudeste;MG;3107307;Bocaiúva;Urbana;Total;93.6;84.7;4.3;6.7;1.5;5.6
2016;Sudeste;MG;3107307;Bocaiúva;Rural;Total;94.1;82.5;3.6;6.5;2.1;7.4
2016;Sudeste;MG;3107406;Bom Despacho;Total;Total;91.2;78.9;6;10;2;8.6
2016;Sudeste;MG;3107406;Bom Despacho;Total;Pública;90.5;77;6.4;10.9;2.3;9.4
2016;Sudeste;MG;3107406;Bom Despacho;Total;Privada;97.6;98;2.4;1.3;0;0.7
2016;Sudeste;MG;3107406;Bom Despacho;Urbana;Total;91.2;78.9;6;10;2;8.6
2016;Sudeste;MG;3107406;Bom Despacho;Rural;Total;93.8;--;0.9;--;5.3;--
2016;Sudeste;MG;3107505;Bom Jardim de Minas;Total;Total;88;82.3;10.2;11.4;1.7;2.4
2016;Sudeste;MG;3107505;Bom Jardim de Minas;Total;Pública;88;82.3;10.2;11.4;1.7;2.4
2016;Sudeste;MG;3107505;Bom Jardim de Minas;Urbana;Total;87.2;82.3;10.9;11.4;1.7;2.4
2016;Sudeste;MG;3107505;Bom Jardim de Minas;Rural;Total;94.7;--;4.3;--;1;--
2016;Sudeste;MG;3107604;Bom Jesus da Penha;Total;Total;95;88.2;1.3;3.3;3.7;7.2
2016;Sudeste;MG;3107604;Bom Jesus da Penha;Total;Pública;95;88.2;1.3;3.3;3.7;7.2
