NU_ANO_CENSO;NO_REGIAO;CO_UF;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_TX_DIST_IDADE_SERIE_TOTAL;MED_TX_DIST_IDADE_SERIE_TOTAL
2015;Sudeste;31;MG;3131406;Ipiaçu;Urbana;Pública;11;43.8
2015;Sudeste;31;MG;3131505;Ipuiúna;Total;Total;13.2;19.1
2015;Sudeste;31;MG;3131505;Ipuiúna;Total;Estadual;27;20.7
2015;Sudeste;31;MG;3131505;Ipuiúna;Total;Municipal;2.6;--
2015;Sudeste;31;MG;3131505;Ipuiúna;Total;Privada;1.4;7.4
2015;Sudeste;31;MG;3131505;Ipuiúna;Total;Pública;14.8;20.7
2015;Sudeste;31;MG;3131505;Ipuiúna;Urbana;Total;14;19.1
2015;Sudeste;31;MG;3131505;Ipuiúna;Urbana;Estadual;27;20.7
2015;Sudeste;31;MG;3131505;Ipuiúna;Urbana;Municipal;3;--
2015;Sudeste;31;MG;3131505;Ipuiúna;Urbana;Privada;1.4;7.4
2015;Sudeste;31;MG;3131505;Ipuiúna;Urbana;Pública;15.8;20.7
2015;Sudeste;31;MG;3131505;Ipuiúna;Rural;Total;0;--
2015;Sudeste;31;MG;3131505;Ipuiúna;Rural;Municipal;0;--
2015;Sudeste;31;MG;3131505;Ipuiúna;Rural;Pública;0;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Total;Total;7.2;24.4
2015;Sudeste;31;MG;3131604;Iraí de Minas;Total;Estadual;13.6;24.4
2015;Sudeste;31;MG;3131604;Iraí de Minas;Total;Municipal;1.2;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Total;Privada;0;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Total;Pública;7.4;24.4
2015;Sudeste;31;MG;3131604;Iraí de Minas;Urbana;Total;7.3;24.4
2015;Sudeste;31;MG;3131604;Iraí de Minas;Urbana;Estadual;14.7;24.4
2015;Sudeste;31;MG;3131604;Iraí de Minas;Urbana;Municipal;1.2;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Urbana;Privada;0;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Urbana;Pública;7.5;24.4
2015;Sudeste;31;MG;3131604;Iraí de Minas;Rural;Total;5.8;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Rural;Estadual;5.8;--
2015;Sudeste;31;MG;3131604;Iraí de Minas;Rural;Pública;5.8;--
2015;Sudeste;31;MG;3131703;Itabira;Total;Total;12.9;25.8
2015;Sudeste;31;MG;3131703;Itabira;Total;Estadual;18.3;27.7
2015;Sudeste;31;MG;3131703;Itabira;Total;Municipal;9.9;--
2015;Sudeste;31;MG;3131703;Itabira;Total;Privada;3.3;8.9
2015;Sudeste;31;MG;3131703;Itabira;Total;Pública;14.1;27.7
2015;Sudeste;31;MG;3131703;Itabira;Urbana;Total;13.1;25.8
2015;Sudeste;31;MG;3131703;Itabira;Urbana;Estadual;18.3;27.7
2015;Sudeste;31;MG;3131703;Itabira;Urbana;Municipal;10.2;--
2015;Sudeste;31;MG;3131703;Itabira;Urbana;Privada;3.3;8.9
2015;Sudeste;31;MG;3131703;Itabira;Urbana;Pública;14.3;27.7
2015;Sudeste;31;MG;3131703;Itabira;Rural;Total;4.3;--
2015;Sudeste;31;MG;3131703;Itabira;Rural;Municipal;4.3;--
2015;Sudeste;31;MG;3131703;Itabira;Rural;Pública;4.3;--
2015;Sudeste;31;MG;3131802;Itabirinha;Total;Total;9.5;19.2
2015;Sudeste;31;MG;3131802;Itabirinha;Total;Estadual;15.2;19.2
2015;Sudeste;31;MG;3131802;Itabirinha;Total;Municipal;2.8;--
2015;Sudeste;31;MG;3131802;Itabirinha;Total;Pública;9.5;19.2
2015;Sudeste;31;MG;3131802;Itabirinha;Urbana;Total;10.1;19.2
2015;Sudeste;31;MG;3131802;Itabirinha;Urbana;Estadual;15.2;19.2
2015;Sudeste;31;MG;3131802;Itabirinha;Urbana;Municipal;2.6;--
2015;Sudeste;31;MG;3131802;Itabirinha;Urbana;Pública;10.1;19.2
2015;Sudeste;31;MG;3131802;Itabirinha;Rural;Total;3.6;--
2015;Sudeste;31;MG;3131802;Itabirinha;Rural;Municipal;3.6;--
2015;Sudeste;31;MG;3131802;Itabirinha;Rural;Pública;3.6;--
2015;Sudeste;31;MG;3131901;Itabirito;Total;Total;19.6;32.6
2015;Sudeste;31;MG;3131901;Itabirito;Total;Federal;--;12.4
2015;Sudeste;31;MG;3131901;Itabirito;Total;Estadual;24.5;37.4
2015;Sudeste;31;MG;3131901;Itabirito;Total;Municipal;20.1;--
2015;Sudeste;31;MG;3131901;Itabirito;Total;Privada;3.8;9.6
2015;Sudeste;31;MG;3131901;Itabirito;Total;Pública;21.3;34
2015;Sudeste;31;MG;3131901;Itabirito;Urbana;Total;19.7;32.6
2015;Sudeste;31;MG;3131901;Itabirito;Urbana;Federal;--;12.4
2015;Sudeste;31;MG;3131901;Itabirito;Urbana;Estadual;24.5;37.4
2015;Sudeste;31;MG;3131901;Itabirito;Urbana;Municipal;20.2;--
2015;Sudeste;31;MG;3131901;Itabirito;Urbana;Privada;3.9;9.6
2015;Sudeste;31;MG;3131901;Itabirito;Urbana;Pública;21.4;34
2015;Sudeste;31;MG;3131901;Itabirito;Rural;Total;16.2;--
2015;Sudeste;31;MG;3131901;Itabirito;Rural;Municipal;16.9;--
2015;Sudeste;31;MG;3131901;Itabirito;Rural;Privada;0;--
2015;Sudeste;31;MG;3131901;Itabirito;Rural;Pública;16.9;--
2015;Sudeste;31;MG;3132008;Itacambira;Total;Total;11.5;25.3
2015;Sudeste;31;MG;3132008;Itacambira;Total;Estadual;14.4;25.3
2015;Sudeste;31;MG;3132008;Itacambira;Total;Municipal;7.5;--
2015;Sudeste;31;MG;3132008;Itacambira;Total;Pública;11.5;25.3
2015;Sudeste;31;MG;3132008;Itacambira;Urbana;Total;13.2;23.2
2015;Sudeste;31;MG;3132008;Itacambira;Urbana;Estadual;19.9;23.2
2015;Sudeste;31;MG;3132008;Itacambira;Urbana;Municipal;4.5;--
2015;Sudeste;31;MG;3132008;Itacambira;Urbana;Pública;13.2;23.2
2015;Sudeste;31;MG;3132008;Itacambira;Rural;Total;8.9;31.8
2015;Sudeste;31;MG;3132008;Itacambira;Rural;Estadual;6.8;31.8
2015;Sudeste;31;MG;3132008;Itacambira;Rural;Municipal;11.9;--
2015;Sudeste;31;MG;3132008;Itacambira;Rural;Pública;8.9;31.8
2015;Sudeste;31;MG;3132107;Itacarambi;Total;Total;15.7;33
2015;Sudeste;31;MG;3132107;Itacarambi;Total;Estadual;18.4;33
2015;Sudeste;31;MG;3132107;Itacarambi;Total;Municipal;15;--
2015;Sudeste;31;MG;3132107;Itacarambi;Total;Privada;0;--
2015;Sudeste;31;MG;3132107;Itacarambi;Total;Pública;15.8;33
2015;Sudeste;31;MG;3132107;Itacarambi;Urbana;Total;15.8;33.5
2015;Sudeste;31;MG;3132107;Itacarambi;Urbana;Estadual;22.8;33.5
2015;Sudeste;31;MG;3132107;Itacarambi;Urbana;Municipal;14.6;--
2015;Sudeste;31;MG;3132107;Itacarambi;Urbana;Privada;0;--
2015;Sudeste;31;MG;3132107;Itacarambi;Urbana;Pública;15.9;33.5
2015;Sudeste;31;MG;3132107;Itacarambi;Rural;Total;15.6;31.1
2015;Sudeste;31;MG;3132107;Itacarambi;Rural;Estadual;13.7;31.1
2015;Sudeste;31;MG;3132107;Itacarambi;Rural;Municipal;17.8;--
2015;Sudeste;31;MG;3132107;Itacarambi;Rural;Pública;15.6;31.1
2015;Sudeste;31;MG;3132206;Itaguara;Total;Total;17.1;19.2
2015;Sudeste;31;MG;3132206;Itaguara;Total;Estadual;23.9;19.2
2015;Sudeste;31;MG;3132206;Itaguara;Total;Municipal;5.5;--
2015;Sudeste;31;MG;3132206;Itaguara;Total;Privada;--;--
2015;Sudeste;31;MG;3132206;Itaguara;Total;Pública;17.1;19.2
2015;Sudeste;31;MG;3132206;Itaguara;Urbana;Total;17.9;19.2
2015;Sudeste;31;MG;3132206;Itaguara;Urbana;Estadual;23.9;19.2
2015;Sudeste;31;MG;3132206;Itaguara;Urbana;Municipal;5.6;--
2015;Sudeste;31;MG;3132206;Itaguara;Urbana;Privada;--;--
2015;Sudeste;31;MG;3132206;Itaguara;Urbana;Pública;17.9;19.2
2015;Sudeste;31;MG;3132206;Itaguara;Rural;Total;4.5;--
2015;Sudeste;31;MG;3132206;Itaguara;Rural;Municipal;4.5;--
2015;Sudeste;31;MG;3132206;Itaguara;Rural;Pública;4.5;--
2015;Sudeste;31;MG;3132305;Itaipé;Total;Total;29.2;45.6
2015;Sudeste;31;MG;3132305;Itaipé;Total;Estadual;30.6;46
2015;Sudeste;31;MG;3132305;Itaipé;Total;Municipal;28.2;--
2015;Sudeste;31;MG;3132305;Itaipé;Total;Privada;--;42.1
2015;Sudeste;31;MG;3132305;Itaipé;Total;Pública;29.2;46
2015;Sudeste;31;MG;3132305;Itaipé;Urbana;Total;32.8;46
2015;Sudeste;31;MG;3132305;Itaipé;Urbana;Estadual;30.6;46
2015;Sudeste;31;MG;3132305;Itaipé;Urbana;Municipal;35.6;--
2015;Sudeste;31;MG;3132305;Itaipé;Urbana;Privada;--;--
2015;Sudeste;31;MG;3132305;Itaipé;Urbana;Pública;32.8;46
2015;Sudeste;31;MG;3132305;Itaipé;Rural;Total;18.7;42.1
2015;Sudeste;31;MG;3132305;Itaipé;Rural;Municipal;18.7;--
2015;Sudeste;31;MG;3132305;Itaipé;Rural;Privada;--;42.1
2015;Sudeste;31;MG;3132305;Itaipé;Rural;Pública;18.7;--
2015;Sudeste;31;MG;3132404;Itajubá;Total;Total;10.9;21.2
2015;Sudeste;31;MG;3132404;Itajubá;Total;Estadual;21;27
2015;Sudeste;31;MG;3132404;Itajubá;Total;Municipal;5.5;--
2015;Sudeste;31;MG;3132404;Itajubá;Total;Privada;3.7;6.2
2015;Sudeste;31;MG;3132404;Itajubá;Total;Pública;13.5;27
2015;Sudeste;31;MG;3132404;Itajubá;Urbana;Total;11.3;21.2
2015;Sudeste;31;MG;3132404;Itajubá;Urbana;Estadual;21;27
2015;Sudeste;31;MG;3132404;Itajubá;Urbana;Municipal;5.8;--
2015;Sudeste;31;MG;3132404;Itajubá;Urbana;Privada;3.7;6.2
2015;Sudeste;31;MG;3132404;Itajubá;Urbana;Pública;14.2;27
2015;Sudeste;31;MG;3132404;Itajubá;Rural;Total;4;--
2015;Sudeste;31;MG;3132404;Itajubá;Rural;Municipal;4;--
2015;Sudeste;31;MG;3132404;Itajubá;Rural;Pública;4;--
2015;Sudeste;31;MG;3132503;Itamarandiba;Total;Total;13.6;31
2015;Sudeste;31;MG;3132503;Itamarandiba;Total;Estadual;18.6;31.4
2015;Sudeste;31;MG;3132503;Itamarandiba;Total;Municipal;5;--
2015;Sudeste;31;MG;3132503;Itamarandiba;Total;Privada;2.1;15.4
2015;Sudeste;31;MG;3132503;Itamarandiba;Total;Pública;13.9;31.4
2015;Sudeste;31;MG;3132503;Itamarandiba;Urbana;Total;13.8;30.6
2015;Sudeste;31;MG;3132503;Itamarandiba;Urbana;Estadual;18.2;31
2015;Sudeste;31;MG;3132503;Itamarandiba;Urbana;Municipal;5.1;--
2015;Sudeste;31;MG;3132503;Itamarandiba;Urbana;Privada;2.1;15.4
2015;Sudeste;31;MG;3132503;Itamarandiba;Urbana;Pública;14.2;31
2015;Sudeste;31;MG;3132503;Itamarandiba;Rural;Total;12.6;35.3
2015;Sudeste;31;MG;3132503;Itamarandiba;Rural;Estadual;22;35.3
2015;Sudeste;31;MG;3132503;Itamarandiba;Rural;Municipal;4.6;--
2015;Sudeste;31;MG;3132503;Itamarandiba;Rural;Pública;12.6;35.3
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Total;Total;16.1;32.5
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Total;Estadual;--;32.5
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Total;Municipal;16.1;--
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Total;Pública;16.1;32.5
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Urbana;Total;17;32.5
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Urbana;Estadual;--;32.5
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Urbana;Municipal;17;--
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Urbana;Pública;17;32.5
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Rural;Total;3.8;--
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Rural;Municipal;3.8;--
2015;Sudeste;31;MG;3132602;Itamarati de Minas;Rural;Pública;3.8;--
2015;Sudeste;31;MG;3132701;Itambacuri;Total;Total;21;33.5
2015;Sudeste;31;MG;3132701;Itambacuri;Total;Estadual;17.9;34.8
2015;Sudeste;31;MG;3132701;Itambacuri;Total;Municipal;27.9;--
2015;Sudeste;31;MG;3132701;Itambacuri;Total;Privada;2;0
2015;Sudeste;31;MG;3132701;Itambacuri;Total;Pública;22.1;34.8
2015;Sudeste;31;MG;3132701;Itambacuri;Urbana;Total;18.4;33.5
2015;Sudeste;31;MG;3132701;Itambacuri;Urbana;Estadual;17.9;34.8
2015;Sudeste;31;MG;3132701;Itambacuri;Urbana;Municipal;26.8;--
2015;Sudeste;31;MG;3132701;Itambacuri;Urbana;Privada;2;0
2015;Sudeste;31;MG;3132701;Itambacuri;Urbana;Pública;19.7;34.8
2015;Sudeste;31;MG;3132701;Itambacuri;Rural;Total;28.5;--
2015;Sudeste;31;MG;3132701;Itambacuri;Rural;Municipal;28.5;--
2015;Sudeste;31;MG;3132701;Itambacuri;Rural;Pública;28.5;--
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Total;Total;11.1;25.3
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Total;Estadual;11.9;25.3
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Total;Municipal;7;--
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Total;Pública;11.1;25.3
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Urbana;Total;11.9;25.3
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Urbana;Estadual;11.9;25.3
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Urbana;Municipal;--;--
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Urbana;Pública;11.9;25.3
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Rural;Total;7;--
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Rural;Municipal;7;--
2015;Sudeste;31;MG;3132800;Itambé do Mato Dentro;Rural;Pública;7;--
2015;Sudeste;31;MG;3132909;Itamogi;Total;Total;10;19.9
2015;Sudeste;31;MG;3132909;Itamogi;Total;Estadual;17.6;21.3
2015;Sudeste;31;MG;3132909;Itamogi;Total;Municipal;4.4;--
2015;Sudeste;31;MG;3132909;Itamogi;Total;Privada;0;0
2015;Sudeste;31;MG;3132909;Itamogi;Total;Pública;10.7;21.3
2015;Sudeste;31;MG;3132909;Itamogi;Urbana;Total;10;19.9
2015;Sudeste;31;MG;3132909;Itamogi;Urbana;Estadual;17.6;21.3
2015;Sudeste;31;MG;3132909;Itamogi;Urbana;Municipal;4.4;--
2015;Sudeste;31;MG;3132909;Itamogi;Urbana;Privada;0;0
2015;Sudeste;31;MG;3132909;Itamogi;Urbana;Pública;10.7;21.3
2015;Sudeste;31;MG;3133006;Itamonte;Total;Total;13.6;24.6
2015;Sudeste;31;MG;3133006;Itamonte;Total;Estadual;24.7;26
2015;Sudeste;31;MG;3133006;Itamonte;Total;Municipal;11.5;40
2015;Sudeste;31;MG;3133006;Itamonte;Total;Privada;4.1;13
2015;Sudeste;31;MG;3133006;Itamonte;Total;Pública;15.4;26.7
2015;Sudeste;31;MG;3133006;Itamonte;Urbana;Total;14;23.9
2015;Sudeste;31;MG;3133006;Itamonte;Urbana;Estadual;24.7;26
2015;Sudeste;31;MG;3133006;Itamonte;Urbana;Municipal;11.6;--
2015;Sudeste;31;MG;3133006;Itamonte;Urbana;Privada;4.1;13
2015;Sudeste;31;MG;3133006;Itamonte;Urbana;Pública;16.1;26
2015;Sudeste;31;MG;3133006;Itamonte;Rural;Total;10.7;40
2015;Sudeste;31;MG;3133006;Itamonte;Rural;Municipal;10.7;40
2015;Sudeste;31;MG;3133006;Itamonte;Rural;Pública;10.7;40
2015;Sudeste;31;MG;3133105;Itanhandu;Total;Total;10;17.4
2015;Sudeste;31;MG;3133105;Itanhandu;Total;Estadual;17;20.5
2015;Sudeste;31;MG;3133105;Itanhandu;Total;Municipal;4.5;--
2015;Sudeste;31;MG;3133105;Itanhandu;Total;Privada;2.9;4.4
2015;Sudeste;31;MG;3133105;Itanhandu;Total;Pública;12.2;20.5
2015;Sudeste;31;MG;3133105;Itanhandu;Urbana;Total;10.3;17.4
2015;Sudeste;31;MG;3133105;Itanhandu;Urbana;Estadual;17;20.5
2015;Sudeste;31;MG;3133105;Itanhandu;Urbana;Municipal;4.4;--
2015;Sudeste;31;MG;3133105;Itanhandu;Urbana;Privada;2.9;4.4
2015;Sudeste;31;MG;3133105;Itanhandu;Urbana;Pública;12.6;20.5
2015;Sudeste;31;MG;3133105;Itanhandu;Rural;Total;5.5;--
2015;Sudeste;31;MG;3133105;Itanhandu;Rural;Municipal;5.5;--
2015;Sudeste;31;MG;3133105;Itanhandu;Rural;Pública;5.5;--
2015;Sudeste;31;MG;3133204;Itanhomi;Total;Total;12;23
2015;Sudeste;31;MG;3133204;Itanhomi;Total;Estadual;16.1;23
2015;Sudeste;31;MG;3133204;Itanhomi;Total;Municipal;7.9;--
2015;Sudeste;31;MG;3133204;Itanhomi;Total;Pública;12;23
2015;Sudeste;31;MG;3133204;Itanhomi;Urbana;Total;12.1;23
2015;Sudeste;31;MG;3133204;Itanhomi;Urbana;Estadual;16.1;23
2015;Sudeste;31;MG;3133204;Itanhomi;Urbana;Municipal;8;--
2015;Sudeste;31;MG;3133204;Itanhomi;Urbana;Pública;12.1;23
2015;Sudeste;31;MG;3133204;Itanhomi;Rural;Total;6.5;--
2015;Sudeste;31;MG;3133204;Itanhomi;Rural;Municipal;6.5;--
2015;Sudeste;31;MG;3133204;Itanhomi;Rural;Pública;6.5;--
2015;Sudeste;31;MG;3133303;Itaobim;Total;Total;16.9;38.9
2015;Sudeste;31;MG;3133303;Itaobim;Total;Estadual;19;36.9
2015;Sudeste;31;MG;3133303;Itaobim;Total;Municipal;13.1;--
2015;Sudeste;31;MG;3133303;Itaobim;Total;Privada;0;48.5
2015;Sudeste;31;MG;3133303;Itaobim;Total;Pública;16.9;36.9
2015;Sudeste;31;MG;3133303;Itaobim;Urbana;Total;16.9;36.9
2015;Sudeste;31;MG;3133303;Itaobim;Urbana;Estadual;19;36.9
2015;Sudeste;31;MG;3133303;Itaobim;Urbana;Municipal;11.8;--
2015;Sudeste;31;MG;3133303;Itaobim;Urbana;Privada;0;--
2015;Sudeste;31;MG;3133303;Itaobim;Urbana;Pública;16.9;36.9
2015;Sudeste;31;MG;3133303;Itaobim;Rural;Total;16.4;48.5
2015;Sudeste;31;MG;3133303;Itaobim;Rural;Municipal;16.4;--
2015;Sudeste;31;MG;3133303;Itaobim;Rural;Privada;--;48.5
2015;Sudeste;31;MG;3133303;Itaobim;Rural;Pública;16.4;--
2015;Sudeste;31;MG;3133402;Itapagipe;Total;Total;9.8;16
2015;Sudeste;31;MG;3133402;Itapagipe;Total;Estadual;14.5;16
2015;Sudeste;31;MG;3133402;Itapagipe;Total;Municipal;5.8;--
2015;Sudeste;31;MG;3133402;Itapagipe;Total;Pública;9.8;16
2015;Sudeste;31;MG;3133402;Itapagipe;Urbana;Total;9.4;16
2015;Sudeste;31;MG;3133402;Itapagipe;Urbana;Estadual;15.4;16
2015;Sudeste;31;MG;3133402;Itapagipe;Urbana;Municipal;3.9;--
2015;Sudeste;31;MG;3133402;Itapagipe;Urbana;Pública;9.4;16
2015;Sudeste;31;MG;3133402;Itapagipe;Rural;Total;13.8;--
2015;Sudeste;31;MG;3133402;Itapagipe;Rural;Estadual;4.2;--
2015;Sudeste;31;MG;3133402;Itapagipe;Rural;Municipal;18.9;--
2015;Sudeste;31;MG;3133402;Itapagipe;Rural;Pública;13.8;--
2015;Sudeste;31;MG;3133501;Itapecerica;Total;Total;6.2;10.5
2015;Sudeste;31;MG;3133501;Itapecerica;Total;Estadual;8.2;11
2015;Sudeste;31;MG;3133501;Itapecerica;Total;Municipal;1.6;--
2015;Sudeste;31;MG;3133501;Itapecerica;Total;Privada;0;2.3
2015;Sudeste;31;MG;3133501;Itapecerica;Total;Pública;6.7;11
2015;Sudeste;31;MG;3133501;Itapecerica;Urbana;Total;6.3;10.5
2015;Sudeste;31;MG;3133501;Itapecerica;Urbana;Estadual;8.2;11
2015;Sudeste;31;MG;3133501;Itapecerica;Urbana;Municipal;1.6;--
2015;Sudeste;31;MG;3133501;Itapecerica;Urbana;Privada;0;2.3
2015;Sudeste;31;MG;3133501;Itapecerica;Urbana;Pública;6.8;11
2015;Sudeste;31;MG;3133501;Itapecerica;Rural;Total;2.1;--
2015;Sudeste;31;MG;3133501;Itapecerica;Rural;Estadual;0;--
2015;Sudeste;31;MG;3133501;Itapecerica;Rural;Municipal;2.4;--
2015;Sudeste;31;MG;3133501;Itapecerica;Rural;Pública;2.1;--
2015;Sudeste;31;MG;3133600;Itapeva;Total;Total;16.5;21
2015;Sudeste;31;MG;3133600;Itapeva;Total;Estadual;26.8;21
2015;Sudeste;31;MG;3133600;Itapeva;Total;Municipal;14.6;--
2015;Sudeste;31;MG;3133600;Itapeva;Total;Pública;16.5;21
2015;Sudeste;31;MG;3133600;Itapeva;Urbana;Total;13.9;21
2015;Sudeste;31;MG;3133600;Itapeva;Urbana;Estadual;26.8;21
2015;Sudeste;31;MG;3133600;Itapeva;Urbana;Municipal;10.3;--
2015;Sudeste;31;MG;3133600;Itapeva;Urbana;Pública;13.9;21
2015;Sudeste;31;MG;3133600;Itapeva;Rural;Total;22.3;--
2015;Sudeste;31;MG;3133600;Itapeva;Rural;Municipal;22.3;--
2015;Sudeste;31;MG;3133600;Itapeva;Rural;Pública;22.3;--
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Total;Total;11.4;32.1
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Total;Estadual;12.7;32.1
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Total;Municipal;10.8;--
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Total;Pública;11.4;32.1
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Urbana;Total;11.8;32.1
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Urbana;Estadual;12.7;32.1
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Urbana;Municipal;11.2;--
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Urbana;Pública;11.8;32.1
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Rural;Total;9.5;--
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Rural;Municipal;9.5;--
2015;Sudeste;31;MG;3133709;Itatiaiuçu;Rural;Pública;9.5;--
2015;Sudeste;31;MG;3133758;Itaú de Minas;Total;Total;15;28.9
2015;Sudeste;31;MG;3133758;Itaú de Minas;Total;Estadual;--;34.3
2015;Sudeste;31;MG;3133758;Itaú de Minas;Total;Municipal;16.5;--
2015;Sudeste;31;MG;3133758;Itaú de Minas;Total;Privada;5.8;7.8
2015;Sudeste;31;MG;3133758;Itaú de Minas;Total;Pública;16.5;34.3
2015;Sudeste;31;MG;3133758;Itaú de Minas;Urbana;Total;15;28.9
2015;Sudeste;31;MG;3133758;Itaú de Minas;Urbana;Estadual;--;34.3
2015;Sudeste;31;MG;3133758;Itaú de Minas;Urbana;Municipal;16.5;--
2015;Sudeste;31;MG;3133758;Itaú de Minas;Urbana;Privada;5.8;7.8
2015;Sudeste;31;MG;3133758;Itaú de Minas;Urbana;Pública;16.5;34.3
2015;Sudeste;31;MG;3133808;Itaúna;Total;Total;7.3;16.7
2015;Sudeste;31;MG;3133808;Itaúna;Total;Estadual;10;19
2015;Sudeste;31;MG;3133808;Itaúna;Total;Municipal;5.3;--
2015;Sudeste;31;MG;3133808;Itaúna;Total;Privada;3;6.5
2015;Sudeste;31;MG;3133808;Itaúna;Total;Pública;8.3;19
2015;Sudeste;31;MG;3133808;Itaúna;Urbana;Total;7.4;16.7
2015;Sudeste;31;MG;3133808;Itaúna;Urbana;Estadual;10;19
2015;Sudeste;31;MG;3133808;Itaúna;Urbana;Municipal;5.7;--
2015;Sudeste;31;MG;3133808;Itaúna;Urbana;Privada;3;6.5
2015;Sudeste;31;MG;3133808;Itaúna;Urbana;Pública;8.5;19
2015;Sudeste;31;MG;3133808;Itaúna;Rural;Total;1.9;--
2015;Sudeste;31;MG;3133808;Itaúna;Rural;Municipal;1.9;--
2015;Sudeste;31;MG;3133808;Itaúna;Rural;Pública;1.9;--
2015;Sudeste;31;MG;3133907;Itaverava;Total;Total;14;28
2015;Sudeste;31;MG;3133907;Itaverava;Total;Estadual;15.3;28
2015;Sudeste;31;MG;3133907;Itaverava;Total;Municipal;1.4;--
2015;Sudeste;31;MG;3133907;Itaverava;Total;Pública;14;28
2015;Sudeste;31;MG;3133907;Itaverava;Urbana;Total;15.3;28
2015;Sudeste;31;MG;3133907;Itaverava;Urbana;Estadual;15.3;28
2015;Sudeste;31;MG;3133907;Itaverava;Urbana;Pública;15.3;28
2015;Sudeste;31;MG;3133907;Itaverava;Rural;Total;1.4;--
2015;Sudeste;31;MG;3133907;Itaverava;Rural;Municipal;1.4;--
2015;Sudeste;31;MG;3133907;Itaverava;Rural;Pública;1.4;--
2015;Sudeste;31;MG;3134004;Itinga;Total;Total;18.1;42.6
2015;Sudeste;31;MG;3134004;Itinga;Total;Estadual;14.5;43
2015;Sudeste;31;MG;3134004;Itinga;Total;Municipal;23.9;--
2015;Sudeste;31;MG;3134004;Itinga;Total;Privada;23.6;39.1
2015;Sudeste;31;MG;3134004;Itinga;Total;Pública;17.9;43
2015;Sudeste;31;MG;3134004;Itinga;Urbana;Total;16.3;44.9
2015;Sudeste;31;MG;3134004;Itinga;Urbana;Estadual;16.4;44.9
2015;Sudeste;31;MG;3134004;Itinga;Urbana;Municipal;0;--
2015;Sudeste;31;MG;3134004;Itinga;Urbana;Privada;--;--
2015;Sudeste;31;MG;3134004;Itinga;Urbana;Pública;16.3;44.9
2015;Sudeste;31;MG;3134004;Itinga;Rural;Total;19.8;36.6
2015;Sudeste;31;MG;3134004;Itinga;Rural;Estadual;8;35
2015;Sudeste;31;MG;3134004;Itinga;Rural;Municipal;24.2;--
2015;Sudeste;31;MG;3134004;Itinga;Rural;Privada;23.6;39.1
2015;Sudeste;31;MG;3134004;Itinga;Rural;Pública;19.6;35
2015;Sudeste;31;MG;3134103;Itueta;Total;Total;10.6;18.5
2015;Sudeste;31;MG;3134103;Itueta;Total;Estadual;12.2;18.5
2015;Sudeste;31;MG;3134103;Itueta;Total;Municipal;9.7;--
2015;Sudeste;31;MG;3134103;Itueta;Total;Pública;10.6;18.5
2015;Sudeste;31;MG;3134103;Itueta;Urbana;Total;12.7;18.5
2015;Sudeste;31;MG;3134103;Itueta;Urbana;Estadual;12.2;18.5
2015;Sudeste;31;MG;3134103;Itueta;Urbana;Municipal;13.1;--
2015;Sudeste;31;MG;3134103;Itueta;Urbana;Pública;12.7;18.5
2015;Sudeste;31;MG;3134103;Itueta;Rural;Total;5.6;--
2015;Sudeste;31;MG;3134103;Itueta;Rural;Municipal;5.6;--
2015;Sudeste;31;MG;3134103;Itueta;Rural;Pública;5.6;--
