NU_ANO_CENSO;NO_REGIAO;CO_UF;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_TX_DIST_IDADE_SERIE_TOTAL;MED_TX_DIST_IDADE_SERIE_TOTAL
2015;Norte;11;RO;1100346;Alvorada D'Oeste;Urbana;Municipal;20.3;--
2015;Norte;11;RO;1100346;Alvorada D'Oeste;Urbana;Pública;20.3;23.4
2015;Norte;11;RO;1100346;Alvorada D'Oeste;Rural;Total;24.7;--
2015;Norte;11;RO;1100346;Alvorada D'Oeste;Rural;Municipal;24.7;--
2015;Norte;11;RO;1100346;Alvorada D'Oeste;Rural;Pública;24.7;--
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Total;Total;24.7;29.2
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Total;Estadual;18.3;29.2
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Total;Municipal;25.7;--
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Total;Pública;24.7;29.2
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Urbana;Total;21.1;29.2
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Urbana;Estadual;18.1;29.2
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Urbana;Municipal;22.2;--
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Urbana;Pública;21.1;29.2
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Rural;Total;28;--
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Rural;Estadual;28.6;--
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Rural;Municipal;28;--
2015;Norte;11;RO;1100379;Alto Alegre dos Parecis;Rural;Pública;28;--
2015;Norte;11;RO;1100403;Alto Paraíso;Total;Total;20.8;31.4
2015;Norte;11;RO;1100403;Alto Paraíso;Total;Estadual;24.9;31.4
2015;Norte;11;RO;1100403;Alto Paraíso;Total;Municipal;19.3;--
2015;Norte;11;RO;1100403;Alto Paraíso;Total;Pública;20.8;31.4
2015;Norte;11;RO;1100403;Alto Paraíso;Urbana;Total;22;31.4
2015;Norte;11;RO;1100403;Alto Paraíso;Urbana;Estadual;24.9;31.4
2015;Norte;11;RO;1100403;Alto Paraíso;Urbana;Municipal;19.5;--
2015;Norte;11;RO;1100403;Alto Paraíso;Urbana;Pública;22;31.4
2015;Norte;11;RO;1100403;Alto Paraíso;Rural;Total;19.2;--
2015;Norte;11;RO;1100403;Alto Paraíso;Rural;Municipal;19.2;--
2015;Norte;11;RO;1100403;Alto Paraíso;Rural;Pública;19.2;--
2015;Norte;11;RO;1100452;Buritis;Total;Total;24.8;34.1
2015;Norte;11;RO;1100452;Buritis;Total;Estadual;33.9;34.1
2015;Norte;11;RO;1100452;Buritis;Total;Municipal;19.5;--
2015;Norte;11;RO;1100452;Buritis;Total;Privada;1;--
2015;Norte;11;RO;1100452;Buritis;Total;Pública;25.2;34.1
2015;Norte;11;RO;1100452;Buritis;Urbana;Total;23.2;34.1
2015;Norte;11;RO;1100452;Buritis;Urbana;Estadual;33.9;34.1
2015;Norte;11;RO;1100452;Buritis;Urbana;Municipal;11.5;--
2015;Norte;11;RO;1100452;Buritis;Urbana;Privada;1;--
2015;Norte;11;RO;1100452;Buritis;Urbana;Pública;23.8;34.1
2015;Norte;11;RO;1100452;Buritis;Rural;Total;29.2;--
2015;Norte;11;RO;1100452;Buritis;Rural;Municipal;29.2;--
2015;Norte;11;RO;1100452;Buritis;Rural;Pública;29.2;--
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Total;Total;23.1;32.1
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Total;Estadual;22.1;36
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Total;Municipal;24.6;--
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Total;Privada;--;21.7
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Total;Pública;23.1;36
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Urbana;Total;25.2;34.7
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Urbana;Estadual;27.4;34.7
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Urbana;Municipal;23.2;--
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Urbana;Pública;25.2;34.7
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Rural;Total;18.2;30.3
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Rural;Estadual;15.3;37.7
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Rural;Municipal;38.5;--
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Rural;Privada;--;21.7
2015;Norte;11;RO;1100502;Novo Horizonte do Oeste;Rural;Pública;18.2;37.7
2015;Norte;11;RO;1100601;Cacaulândia;Total;Total;18.6;25.9
2015;Norte;11;RO;1100601;Cacaulândia;Total;Estadual;32;25.9
2015;Norte;11;RO;1100601;Cacaulândia;Total;Municipal;13;--
2015;Norte;11;RO;1100601;Cacaulândia;Total;Pública;18.6;25.9
2015;Norte;11;RO;1100601;Cacaulândia;Urbana;Total;17.4;25.9
2015;Norte;11;RO;1100601;Cacaulândia;Urbana;Estadual;32;25.9
2015;Norte;11;RO;1100601;Cacaulândia;Urbana;Municipal;7.6;--
2015;Norte;11;RO;1100601;Cacaulândia;Urbana;Pública;17.4;25.9
2015;Norte;11;RO;1100601;Cacaulândia;Rural;Total;22;--
2015;Norte;11;RO;1100601;Cacaulândia;Rural;Municipal;22;--
2015;Norte;11;RO;1100601;Cacaulândia;Rural;Pública;22;--
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Total;Total;29.7;41.6
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Total;Estadual;35.8;41.6
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Total;Municipal;27.9;--
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Total;Pública;29.7;41.6
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Urbana;Total;29.6;38
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Urbana;Estadual;25.9;38
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Urbana;Municipal;31.6;--
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Urbana;Pública;29.6;38
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Rural;Total;29.7;48.3
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Rural;Estadual;48;48.3
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Rural;Municipal;26.4;--
2015;Norte;11;RO;1100700;Campo Novo de Rondônia;Rural;Pública;29.7;48.3
2015;Norte;11;RO;1100809;Candeias do Jamari;Total;Total;37.6;45.2
2015;Norte;11;RO;1100809;Candeias do Jamari;Total;Estadual;42.3;45.2
2015;Norte;11;RO;1100809;Candeias do Jamari;Total;Municipal;34.3;--
2015;Norte;11;RO;1100809;Candeias do Jamari;Total;Pública;37.6;45.2
2015;Norte;11;RO;1100809;Candeias do Jamari;Urbana;Total;40;45.2
2015;Norte;11;RO;1100809;Candeias do Jamari;Urbana;Estadual;42.1;45.2
2015;Norte;11;RO;1100809;Candeias do Jamari;Urbana;Municipal;37.3;--
2015;Norte;11;RO;1100809;Candeias do Jamari;Urbana;Pública;40;45.2
2015;Norte;11;RO;1100809;Candeias do Jamari;Rural;Total;31.3;--
2015;Norte;11;RO;1100809;Candeias do Jamari;Rural;Estadual;61.1;--
2015;Norte;11;RO;1100809;Candeias do Jamari;Rural;Municipal;30.8;--
2015;Norte;11;RO;1100809;Candeias do Jamari;Rural;Pública;31.3;--
2015;Norte;11;RO;1100908;Castanheiras;Total;Total;24.1;32.7
2015;Norte;11;RO;1100908;Castanheiras;Total;Estadual;24.1;32.7
2015;Norte;11;RO;1100908;Castanheiras;Total;Municipal;24.2;--
2015;Norte;11;RO;1100908;Castanheiras;Total;Pública;24.1;32.7
2015;Norte;11;RO;1100908;Castanheiras;Urbana;Total;25.3;32.7
2015;Norte;11;RO;1100908;Castanheiras;Urbana;Estadual;25.3;32.7
2015;Norte;11;RO;1100908;Castanheiras;Urbana;Municipal;--;--
2015;Norte;11;RO;1100908;Castanheiras;Urbana;Pública;25.3;32.7
2015;Norte;11;RO;1100908;Castanheiras;Rural;Total;23.7;--
2015;Norte;11;RO;1100908;Castanheiras;Rural;Estadual;22.7;--
2015;Norte;11;RO;1100908;Castanheiras;Rural;Municipal;24.2;--
2015;Norte;11;RO;1100908;Castanheiras;Rural;Pública;23.7;--
2015;Norte;11;RO;1100924;Chupinguaia;Total;Total;21.3;34.1
2015;Norte;11;RO;1100924;Chupinguaia;Total;Estadual;37.3;34.1
2015;Norte;11;RO;1100924;Chupinguaia;Total;Municipal;15.5;--
2015;Norte;11;RO;1100924;Chupinguaia;Total;Pública;21.3;34.1
2015;Norte;11;RO;1100924;Chupinguaia;Urbana;Total;23.4;37.3
2015;Norte;11;RO;1100924;Chupinguaia;Urbana;Estadual;38.5;37.3
2015;Norte;11;RO;1100924;Chupinguaia;Urbana;Municipal;12.6;--
2015;Norte;11;RO;1100924;Chupinguaia;Urbana;Pública;23.4;37.3
2015;Norte;11;RO;1100924;Chupinguaia;Rural;Total;18.5;19.8
2015;Norte;11;RO;1100924;Chupinguaia;Rural;Estadual;26.5;19.8
2015;Norte;11;RO;1100924;Chupinguaia;Rural;Municipal;18;--
2015;Norte;11;RO;1100924;Chupinguaia;Rural;Pública;18.5;19.8
2015;Norte;11;RO;1100940;Cujubim;Total;Total;32;48.3
2015;Norte;11;RO;1100940;Cujubim;Total;Estadual;28.1;48.3
2015;Norte;11;RO;1100940;Cujubim;Total;Municipal;33.8;--
2015;Norte;11;RO;1100940;Cujubim;Total;Privada;3.4;--
2015;Norte;11;RO;1100940;Cujubim;Total;Pública;33;48.3
2015;Norte;11;RO;1100940;Cujubim;Urbana;Total;29.7;48.3
2015;Norte;11;RO;1100940;Cujubim;Urbana;Estadual;28.1;48.3
2015;Norte;11;RO;1100940;Cujubim;Urbana;Municipal;31.6;--
2015;Norte;11;RO;1100940;Cujubim;Urbana;Privada;3.4;--
2015;Norte;11;RO;1100940;Cujubim;Urbana;Pública;31;48.3
2015;Norte;11;RO;1100940;Cujubim;Rural;Total;38.7;--
2015;Norte;11;RO;1100940;Cujubim;Rural;Municipal;38.7;--
2015;Norte;11;RO;1100940;Cujubim;Rural;Pública;38.7;--
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Total;Total;25.9;28.9
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Total;Estadual;26.7;28.9
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Total;Municipal;25.4;--
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Total;Pública;25.9;28.9
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Urbana;Total;18.1;26
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Urbana;Estadual;23.7;26
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Urbana;Municipal;10;--
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Urbana;Pública;18.1;26
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Rural;Total;30.1;36.8
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Rural;Estadual;30.3;36.8
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Rural;Municipal;30;--
2015;Norte;11;RO;1101005;Governador Jorge Teixeira;Rural;Pública;30.1;36.8
2015;Norte;11;RO;1101104;Itapuã do Oeste;Total;Total;29.9;38.6
2015;Norte;11;RO;1101104;Itapuã do Oeste;Total;Estadual;49.6;38.6
2015;Norte;11;RO;1101104;Itapuã do Oeste;Total;Municipal;20.7;--
2015;Norte;11;RO;1101104;Itapuã do Oeste;Total;Pública;29.9;38.6
2015;Norte;11;RO;1101104;Itapuã do Oeste;Urbana;Total;30.7;38.6
2015;Norte;11;RO;1101104;Itapuã do Oeste;Urbana;Estadual;49.6;38.6
2015;Norte;11;RO;1101104;Itapuã do Oeste;Urbana;Municipal;20.9;--
2015;Norte;11;RO;1101104;Itapuã do Oeste;Urbana;Pública;30.7;38.6
2015;Norte;11;RO;1101104;Itapuã do Oeste;Rural;Total;18;--
2015;Norte;11;RO;1101104;Itapuã do Oeste;Rural;Municipal;18;--
2015;Norte;11;RO;1101104;Itapuã do Oeste;Rural;Pública;18;--
2015;Norte;11;RO;1101203;Ministro Andreazza;Total;Total;18.9;18.2
2015;Norte;11;RO;1101203;Ministro Andreazza;Total;Estadual;22.8;18.2
2015;Norte;11;RO;1101203;Ministro Andreazza;Total;Municipal;17.2;--
2015;Norte;11;RO;1101203;Ministro Andreazza;Total;Pública;18.9;18.2
2015;Norte;11;RO;1101203;Ministro Andreazza;Urbana;Total;19.3;18.2
2015;Norte;11;RO;1101203;Ministro Andreazza;Urbana;Estadual;23.4;18.2
2015;Norte;11;RO;1101203;Ministro Andreazza;Urbana;Municipal;16.4;--
2015;Norte;11;RO;1101203;Ministro Andreazza;Urbana;Pública;19.3;18.2
2015;Norte;11;RO;1101203;Ministro Andreazza;Rural;Total;17.9;--
2015;Norte;11;RO;1101203;Ministro Andreazza;Rural;Estadual;0;--
2015;Norte;11;RO;1101203;Ministro Andreazza;Rural;Municipal;18.4;--
2015;Norte;11;RO;1101203;Ministro Andreazza;Rural;Pública;17.9;--
2015;Norte;11;RO;1101302;Mirante da Serra;Total;Total;21.4;30.7
2015;Norte;11;RO;1101302;Mirante da Serra;Total;Estadual;27.6;33.5
2015;Norte;11;RO;1101302;Mirante da Serra;Total;Municipal;17.2;--
2015;Norte;11;RO;1101302;Mirante da Serra;Total;Privada;21.1;17.6
2015;Norte;11;RO;1101302;Mirante da Serra;Total;Pública;21.4;33.5
2015;Norte;11;RO;1101302;Mirante da Serra;Urbana;Total;19.3;33.5
2015;Norte;11;RO;1101302;Mirante da Serra;Urbana;Estadual;23.1;33.5
2015;Norte;11;RO;1101302;Mirante da Serra;Urbana;Municipal;16;--
2015;Norte;11;RO;1101302;Mirante da Serra;Urbana;Pública;19.3;33.5
2015;Norte;11;RO;1101302;Mirante da Serra;Rural;Total;26.6;17.6
2015;Norte;11;RO;1101302;Mirante da Serra;Rural;Estadual;67.6;--
2015;Norte;11;RO;1101302;Mirante da Serra;Rural;Municipal;19.8;--
2015;Norte;11;RO;1101302;Mirante da Serra;Rural;Privada;21.1;17.6
2015;Norte;11;RO;1101302;Mirante da Serra;Rural;Pública;28.5;--
2015;Norte;11;RO;1101401;Monte Negro;Total;Total;25.7;27.1
2015;Norte;11;RO;1101401;Monte Negro;Total;Estadual;26.2;27.1
2015;Norte;11;RO;1101401;Monte Negro;Total;Municipal;26.3;--
2015;Norte;11;RO;1101401;Monte Negro;Total;Privada;3.2;--
2015;Norte;11;RO;1101401;Monte Negro;Total;Pública;26.2;27.1
2015;Norte;11;RO;1101401;Monte Negro;Urbana;Total;25.3;27.1
2015;Norte;11;RO;1101401;Monte Negro;Urbana;Estadual;26.2;27.1
2015;Norte;11;RO;1101401;Monte Negro;Urbana;Municipal;25.9;--
2015;Norte;11;RO;1101401;Monte Negro;Urbana;Privada;3.2;--
2015;Norte;11;RO;1101401;Monte Negro;Urbana;Pública;26.1;27.1
2015;Norte;11;RO;1101401;Monte Negro;Rural;Total;26.5;--
2015;Norte;11;RO;1101401;Monte Negro;Rural;Municipal;26.5;--
2015;Norte;11;RO;1101401;Monte Negro;Rural;Pública;26.5;--
2015;Norte;11;RO;1101435;Nova União;Total;Total;24.6;28.4
2015;Norte;11;RO;1101435;Nova União;Total;Estadual;27.3;28.4
2015;Norte;11;RO;1101435;Nova União;Total;Municipal;24.3;--
2015;Norte;11;RO;1101435;Nova União;Total;Pública;24.6;28.4
2015;Norte;11;RO;1101435;Nova União;Urbana;Total;21.8;28.4
2015;Norte;11;RO;1101435;Nova União;Urbana;Estadual;27.3;28.4
2015;Norte;11;RO;1101435;Nova União;Urbana;Municipal;20.9;--
2015;Norte;11;RO;1101435;Nova União;Urbana;Pública;21.8;28.4
2015;Norte;11;RO;1101435;Nova União;Rural;Total;29.1;--
2015;Norte;11;RO;1101435;Nova União;Rural;Municipal;29.1;--
2015;Norte;11;RO;1101435;Nova União;Rural;Pública;29.1;--
2015;Norte;11;RO;1101450;Parecis;Total;Total;23.8;34.8
2015;Norte;11;RO;1101450;Parecis;Total;Estadual;24.4;34.8
2015;Norte;11;RO;1101450;Parecis;Total;Municipal;23.6;--
2015;Norte;11;RO;1101450;Parecis;Total;Pública;23.8;34.8
2015;Norte;11;RO;1101450;Parecis;Urbana;Total;23.1;33.8
2015;Norte;11;RO;1101450;Parecis;Urbana;Estadual;23.7;33.8
2015;Norte;11;RO;1101450;Parecis;Urbana;Municipal;22.9;--
2015;Norte;11;RO;1101450;Parecis;Urbana;Pública;23.1;33.8
2015;Norte;11;RO;1101450;Parecis;Rural;Total;32.1;100
2015;Norte;11;RO;1101450;Parecis;Rural;Estadual;33.3;100
2015;Norte;11;RO;1101450;Parecis;Rural;Municipal;31.7;--
2015;Norte;11;RO;1101450;Parecis;Rural;Pública;32.1;100
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Total;Total;19.9;41.3
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Total;Estadual;35.7;41.3
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Total;Municipal;9.2;--
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Total;Pública;19.9;41.3
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Urbana;Total;19.9;41.3
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Urbana;Estadual;35.7;41.3
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Urbana;Municipal;9.2;--
2015;Norte;11;RO;1101468;Pimenteiras do Oeste;Urbana;Pública;19.9;41.3
2015;Norte;11;RO;1101476;Primavera de Rondônia;Total;Total;20.1;27.1
2015;Norte;11;RO;1101476;Primavera de Rondônia;Total;Estadual;35;27.1
2015;Norte;11;RO;1101476;Primavera de Rondônia;Total;Municipal;9.2;--
2015;Norte;11;RO;1101476;Primavera de Rondônia;Total;Pública;20.1;27.1
2015;Norte;11;RO;1101476;Primavera de Rondônia;Urbana;Total;22.7;25.7
2015;Norte;11;RO;1101476;Primavera de Rondônia;Urbana;Estadual;37;25.7
2015;Norte;11;RO;1101476;Primavera de Rondônia;Urbana;Municipal;11.9;--
2015;Norte;11;RO;1101476;Primavera de Rondônia;Urbana;Pública;22.7;25.7
2015;Norte;11;RO;1101476;Primavera de Rondônia;Rural;Total;15.3;30
2015;Norte;11;RO;1101476;Primavera de Rondônia;Rural;Estadual;31.2;30
2015;Norte;11;RO;1101476;Primavera de Rondônia;Rural;Municipal;4.4;--
2015;Norte;11;RO;1101476;Primavera de Rondônia;Rural;Pública;15.3;30
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Total;Total;18.5;33.8
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Total;Estadual;20.9;33.8
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Total;Municipal;16.7;--
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Total;Pública;18.5;33.8
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Urbana;Total;18.5;33.8
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Urbana;Estadual;20.9;33.8
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Urbana;Municipal;16.7;--
2015;Norte;11;RO;1101484;São Felipe D'Oeste;Urbana;Pública;18.5;33.8
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Total;Total;20.8;32.4
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Total;Estadual;27.2;32.6
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Total;Municipal;18.2;--
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Total;Privada;--;30.9
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Total;Pública;20.8;32.6
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Urbana;Total;21.9;32.6
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Urbana;Estadual;26.9;32.6
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Urbana;Municipal;17.8;--
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Urbana;Pública;21.9;32.6
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Rural;Total;19.1;30.9
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Rural;Estadual;33.3;--
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Rural;Municipal;18.5;--
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Rural;Privada;--;30.9
2015;Norte;11;RO;1101492;São Francisco do Guaporé;Rural;Pública;19.1;--
2015;Norte;11;RO;1101500;Seringueiras;Total;Total;19.8;32.9
2015;Norte;11;RO;1101500;Seringueiras;Total;Estadual;25;32.9
2015;Norte;11;RO;1101500;Seringueiras;Total;Municipal;17.6;--
2015;Norte;11;RO;1101500;Seringueiras;Total;Pública;19.8;32.9
2015;Norte;11;RO;1101500;Seringueiras;Urbana;Total;18.3;32.9
2015;Norte;11;RO;1101500;Seringueiras;Urbana;Estadual;25;32.9
2015;Norte;11;RO;1101500;Seringueiras;Urbana;Municipal;10.1;--
2015;Norte;11;RO;1101500;Seringueiras;Urbana;Pública;18.3;32.9
2015;Norte;11;RO;1101500;Seringueiras;Rural;Total;21.5;--
2015;Norte;11;RO;1101500;Seringueiras;Rural;Estadual;25;--
2015;Norte;11;RO;1101500;Seringueiras;Rural;Municipal;21.5;--
2015;Norte;11;RO;1101500;Seringueiras;Rural;Pública;21.5;--
2015;Norte;11;RO;1101559;Teixeirópolis;Total;Total;21.5;25.9
2015;Norte;11;RO;1101559;Teixeirópolis;Total;Estadual;20.7;25.9
2015;Norte;11;RO;1101559;Teixeirópolis;Total;Municipal;21.7;--
2015;Norte;11;RO;1101559;Teixeirópolis;Total;Pública;21.5;25.9
2015;Norte;11;RO;1101559;Teixeirópolis;Urbana;Total;22.2;25.9
2015;Norte;11;RO;1101559;Teixeirópolis;Urbana;Estadual;20.7;25.9
2015;Norte;11;RO;1101559;Teixeirópolis;Urbana;Municipal;23.4;--
2015;Norte;11;RO;1101559;Teixeirópolis;Urbana;Pública;22.2;25.9
2015;Norte;11;RO;1101559;Teixeirópolis;Rural;Total;20.6;--
2015;Norte;11;RO;1101559;Teixeirópolis;Rural;Municipal;20.6;--
2015;Norte;11;RO;1101559;Teixeirópolis;Rural;Pública;20.6;--
2015;Norte;11;RO;1101609;Theobroma;Total;Total;25.6;37.1
2015;Norte;11;RO;1101609;Theobroma;Total;Estadual;19.3;37.1
2015;Norte;11;RO;1101609;Theobroma;Total;Municipal;27.8;--
2015;Norte;11;RO;1101609;Theobroma;Total;Pública;25.6;37.1
2015;Norte;11;RO;1101609;Theobroma;Urbana;Total;19.3;37.1
2015;Norte;11;RO;1101609;Theobroma;Urbana;Estadual;19.3;37.1
2015;Norte;11;RO;1101609;Theobroma;Urbana;Municipal;--;--
2015;Norte;11;RO;1101609;Theobroma;Urbana;Pública;19.3;37.1
2015;Norte;11;RO;1101609;Theobroma;Rural;Total;27.8;--
2015;Norte;11;RO;1101609;Theobroma;Rural;Municipal;27.8;--
2015;Norte;11;RO;1101609;Theobroma;Rural;Pública;27.8;--
2015;Norte;11;RO;1101708;Urupá;Total;Total;23.5;33.2
2015;Norte;11;RO;1101708;Urupá;Total;Estadual;20;33.2
2015;Norte;11;RO;1101708;Urupá;Total;Municipal;24.6;--
2015;Norte;11;RO;1101708;Urupá;Total;Pública;23.5;33.2
2015;Norte;11;RO;1101708;Urupá;Urbana;Total;21.5;33.2
2015;Norte;11;RO;1101708;Urupá;Urbana;Estadual;20;33.2
2015;Norte;11;RO;1101708;Urupá;Urbana;Municipal;22.8;--
2015;Norte;11;RO;1101708;Urupá;Urbana;Pública;21.5;33.2
2015;Norte;11;RO;1101708;Urupá;Rural;Total;25.7;--
2015;Norte;11;RO;1101708;Urupá;Rural;Municipal;25.7;--
2015;Norte;11;RO;1101708;Urupá;Rural;Pública;25.7;--
2015;Norte;11;RO;1101757;Vale do Anari;Total;Total;29.8;35.2
2015;Norte;11;RO;1101757;Vale do Anari;Total;Estadual;22;35.2
2015;Norte;11;RO;1101757;Vale do Anari;Total;Municipal;31.8;--
2015;Norte;11;RO;1101757;Vale do Anari;Total;Pública;29.8;35.2
2015;Norte;11;RO;1101757;Vale do Anari;Urbana;Total;27.5;35.2
2015;Norte;11;RO;1101757;Vale do Anari;Urbana;Estadual;22;35.2
2015;Norte;11;RO;1101757;Vale do Anari;Urbana;Municipal;30.2;--
2015;Norte;11;RO;1101757;Vale do Anari;Urbana;Pública;27.5;35.2
2015;Norte;11;RO;1101757;Vale do Anari;Rural;Total;33.7;--
2015;Norte;11;RO;1101757;Vale do Anari;Rural;Municipal;33.7;--
2015;Norte;11;RO;1101757;Vale do Anari;Rural;Pública;33.7;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Total;Total;27;34.8
2015;Norte;11;RO;1101807;Vale do Paraíso;Total;Estadual;24.8;34.8
2015;Norte;11;RO;1101807;Vale do Paraíso;Total;Municipal;28.8;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Total;Privada;14.8;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Total;Pública;28.3;34.8
2015;Norte;11;RO;1101807;Vale do Paraíso;Urbana;Total;28.4;34.8
2015;Norte;11;RO;1101807;Vale do Paraíso;Urbana;Estadual;24.8;34.8
2015;Norte;11;RO;1101807;Vale do Paraíso;Urbana;Municipal;29.2;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Urbana;Pública;28.4;34.8
2015;Norte;11;RO;1101807;Vale do Paraíso;Rural;Total;23.6;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Rural;Municipal;27.8;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Rural;Privada;14.8;--
2015;Norte;11;RO;1101807;Vale do Paraíso;Rural;Pública;27.8;--
2015;Norte;12;AC;1200013;Acrelândia;Total;Total;25.2;29.9
2015;Norte;12;AC;1200013;Acrelândia;Total;Estadual;32;29.9
2015;Norte;12;AC;1200013;Acrelândia;Total;Municipal;21.4;--
2015;Norte;12;AC;1200013;Acrelândia;Total;Pública;25.2;29.9
2015;Norte;12;AC;1200013;Acrelândia;Urbana;Total;20.7;31.7
2015;Norte;12;AC;1200013;Acrelândia;Urbana;Estadual;30.2;31.7
2015;Norte;12;AC;1200013;Acrelândia;Urbana;Municipal;14.9;--
2015;Norte;12;AC;1200013;Acrelândia;Urbana;Pública;20.7;31.7
2015;Norte;12;AC;1200013;Acrelândia;Rural;Total;32;20.4
2015;Norte;12;AC;1200013;Acrelândia;Rural;Estadual;35.1;20.4
2015;Norte;12;AC;1200013;Acrelândia;Rural;Municipal;30.4;--
2015;Norte;12;AC;1200013;Acrelândia;Rural;Pública;32;20.4
2015;Norte;12;AC;1200054;Assis Brasil;Total;Total;46.8;46.5
2015;Norte;12;AC;1200054;Assis Brasil;Total;Estadual;59.1;46.5
2015;Norte;12;AC;1200054;Assis Brasil;Total;Municipal;32.4;--
2015;Norte;12;AC;1200054;Assis Brasil;Total;Pública;46.8;46.5
2015;Norte;12;AC;1200054;Assis Brasil;Urbana;Total;30.5;37.4
2015;Norte;12;AC;1200054;Assis Brasil;Urbana;Estadual;35.4;37.4
2015;Norte;12;AC;1200054;Assis Brasil;Urbana;Municipal;26.7;--
2015;Norte;12;AC;1200054;Assis Brasil;Urbana;Pública;30.5;37.4
2015;Norte;12;AC;1200054;Assis Brasil;Rural;Total;62.3;85.2
2015;Norte;12;AC;1200054;Assis Brasil;Rural;Estadual;74.3;85.2
