CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021
3170305;35434;36037;35432;29798;30648;29922;33073;48386;44172
3170404;2236061;2202016;2439202;3138955;2672946;3267962;2936329;3322128;4319563
3170438;95443;108283;103925;129066;131469;111151;105938;116558;130424
3170479;38622;41237;43532;56302;50289;49902;52052;66850;97097
3170503;152209;149616;153423;166111;176483;170882;206153;241628;239997
3170529;80062;99944;112196;126402;129423;131313;134171;154583;193242
3170578;41328;45618;49704;54924;57846;64682;70511;68584;77331
3170602;28960;35035;36808;44872;41966;43567;49458;61297;87637
3170651;32064;33993;50419;40970;44770;46838;50906;59071;68130
3170701;4064743;4559730;4609287;4493128;5442494;5520239;6299357;6255874;8093810
3170750;136702;137726;146969;198670;181466;149759;150044;207830;316199
3170800;686606;628284;507552;592948;678696;717291;812466;877255;1067613
3170909;120498;129701;139935;145858;150629;157715;167373;174079;187206
3171006;516676;576892;537249;581500;644764;718745;799371;889181;1168648
3171030;71376;73452;73925;87696;84673;83288;85949;94911;115451
3171071;66931;63408;50398;60828;86482;99516;98273;121109;133052
3171105;98689;99617;94290;130884;127936;113061;112503;130691;170434
3171154;33468;38467;49036;54401;44921;46204;41445;51198;64216
3171204;2352155;2658099;3095114;2819792;2594552;2431551;2508278;2708274;3020537
3171303;1185972;1304973;1397321;1507901;1557715;1634791;1750583;1784059;1811859
3171402;33005;40332;39077;42467;37684;38200;37491;47737;53459
3171501;28347;32132;30346;32162;32181;32731;37531;42201;43931
3171600;85270;93235;101876;103029;111829;116279;119305;124047;131604
3171709;101883;122577;116889;121360;106276;115671;129993;160111;180446
3171808;115532;123590;128514;136145;139959;148125;160890;162867;183953
3171907;40353;41236;45228;47848;50198;47534;51142;54960;62674
3172004;906204;930992;990146;1053581;1130961;1123525;1284407;1300482;1351679
3172103;80768;56537;58918;79725;63066;84287;67671;126464;140361
3172202;22205;23288;24028;24931;26041;26726;28158;30590;33088
3200102;345571;375826;393452;472430;440152;437986;448609;500669;569771
3200136;136120;149072;162082;166986;191694;172210;169157;192815;246004
3200169;120249;134046;138073;143132;137382;134205;138666;166304;184402
3200201;430332;464737;431763;488471;484465;468543;483634;505304;575138
3200300;286364;313747;296499;349918;340072;325905;357763;377864;457719
3200359;68889;75112;80924;85412;92149;83399;90121;97402;113034
3200409;4087004;4641771;2715010;713392;804793;917760;1010392;1034593;5764148
3200508;69642;72855;80362;93234;95607;105363;97675;104402;118193
3200607;5212951;4991882;5315366;4609679;5202206;5394417;5211274;4517140;5313106
3200706;207846;211422;249505;259968;264370;247599;273364;341651;360866
3200805;498660;621548;602057;656942;616782;704863;659948;865834;928265
3200904;696577;762219;828118;845556;783726;842101;808889;1001277;1165006
3201001;193169;198087;236005;219879;255900;211500;237641;228941;271044
3201100;105093;113868;122523;133927;142977;180680;161196;183196;186832
3201159;182367;196678;197555;259539;209566;232283;185360;261373;294750
3201209;4239610;4944394;4795239;4822906;4757488;4837080;4920036;5309290;6146964
3201308;6902214;8525655;8093571;7400654;8002899;9404337;9962712;10218219;13698973
3201407;631550;664951;785252;887942;863784;877985;912235;1094825;1170595
3201506;2527055;2990560;3189665;3243610;3333083;3476469;3566767;3789365;4378306
3201605;425608;404856;601922;420133;424527;420222;495750;514237;607069
3201704;162367;175877;186179;204839;198231;196052;204069;241926;279078
3201803;47749;49265;53943;66222;67244;67761;60656;69001;82578
3201902;600641;620549;619426;685780;706255;699721;785041;845454;957684
3202009;94730;94375;117020;127335;127312;133149;136768;164815;159782
3202108;336635;358674;325242;344418;303762;302280;302721;362681;411089
3202207;463419;455320;433492;367802;421892;447409;404435;403181;468479
3202256;146946;170313;183127;189250;179070;270220;188584;251387;334329
3202306;376769;445931;503807;567641;525457;539561;518674;562724;612495
3202405;1805131;1901652;2045120;2080766;2161064;2159993;2368730;2318220;2537472
3202454;239629;237556;275288;329772;318253;332513;315458;376018;450090
3202504;194447;274405;234276;232683;242639;242455;287623;270288;289514
3202553;88921;98459;110672;154690;146380;118111;112082;156069;171983
3202603;255245;265044;279446;288700;332003;317441;322834;303161;314849
3202652;148700;147972;166706;233130;193602;211790;171712;258963;236224
3202702;188407;197676;219063;246058;251555;240929;260155;276876;325867
3202801;6346650;7275172;4666049;1985247;3130547;5683683;4832436;3245185;5744186
3202900;166987;184387;195721;204689;211073;221010;203113;217400;266030
3203007;320146;337479;373256;430458;411720;437281;422936;532310;538444
3203056;700924;626715;572573;490816;460373;589978;647212;651596;963635
3203106;113689;114320;124339;134627;141196;136630;141256;149316;172125
3203130;304089;330389;331361;342795;352217;456315;427351;380488;646255
3203163;107321;115313;120050;133893;134529;130640;141148;155926;187688
3203205;5201284;5288970;5241588;5277778;5481441;6384081;6066596;6782343;8036008
3203304;119031;128201;131523;145094;167174;155555;155338;170026;203075
3203320;4512898;4387765;2498852;1119057;1611911;2502763;5286038;3622341;6659696
3203346;291498;308348;349314;375344;416725;380856;438147;494398;516906
3203353;186411;199748;209809;227215;255451;249746;233115;227809;312886
3203403;367146;409553;445900;450517;463953;434973;441085;490604;607415
3203502;278992;290600;319882;340027;343194;340391;340465;368402;410506
3203601;65997;67394;73157;75905;72192;68309;78194;87653;96748
3203700;206822;214211;250331;308640;277266;304353;273855;344374;383338
3203809;138932;147408;156423;169397;195163;187828;197433;203238;234321
3203908;746764;883797;991902;962169;930594;936928;1035233;1208706;1339644
3204005;156793;212579;216672;213179;237776;268628;250151;280182;358499
3204054;274230;270095;291385;291988;287403;284493;317869;348014;401437
3204104;361169;388908;399477;415544;464113;501530;570495;693596;861702
3204203;447283;673608;501375;348796;472552;614876;679354;580058;876050
3204252;74256;75655;79699;82255;81260;79722;85241;94035;107548
3204302;7984035;9152945;5803123;1927271;3437934;6693537;5383038;3514090;6811825
3204351;271454;322117;385828;405559;380375;356264;389854;437064;525682
3204401;156572;169230;192229;191278;178825;183646;200176;206963;229883
3204500;152792;173356;174353;199466;197705;200879;205461;281296;330158
3204559;841532;1023059;1034553;1043357;1368187;1369754;1486665;1519634;1631424
3204609;340628;361001;404856;429982;466457;448310;482396;495963;577185
3204658;135298;179548;196785;226592;229837;244991;465991;258287;331339
3204708;497278;553561;568766;557783;569182;580289;632888;682743;762065
3204807;118489;116906;134707;175709;164217;161496;163295;173468;203596
3204906;1781741;1978439;2125103;2020713;2111893;2288347;2393051;2576181;2947644
3204955;168048;188677;186284;179242;217751;173274;190705;208788;228984
3205002;15462604;17544182;17788224;18331285;18595239;25025755;24321132;24941902;37279406
3205010;414608;516708;494119;485592;560705;511764;489978;544509;667529
3205036;304545;327401;349612;382196;377215;301685;335602;370201;430100
3205069;431860;465801;503307;542210;578502;599117;600441;642358;702153
3205101;1549708;1609226;1810309;2082201;2142039;2630356;2940204;3517814;4227568
3205150;138269;148321;142748;153092;136966;128169;119618;150797;180643
3205176;210062;254762;281385;242159;257152;263865;293862;317387;434064
3205200;10059210;10983451;11120565;11049294;10959511;12235569;12699809;12595436;16305842
3205309;22249693;23438119;23060736;21721213;20252080;25518127;23656637;25517575;31423573
3300100;6378172;7756628;7600989;9294025;10106295;8942168;9828660;10397760;11194244
3300159;134907;142621;156723;167714;171697;181569;208718;223026;249125
3300209;2065779;2063934;2251793;2476384;2515123;2676428;3686098;3529276;4234265
3300225;238990;271557;294171;315905;325726;315392;354392;389827;427444
3300233;3434438;3983707;2282739;1472824;1713499;2361779;2628093;2053833;2970333
3300258;1126464;1130032;801489;664032;724388;1291857;2557039;1828909;2705477
3300308;1711023;1897185;1951268;1984592;2014883;2061848;2115455;2466252;2713911
3300407;5040095;5397423;4962639;4792723;4884834;5565508;5486252;5906391;6449309
3300456;6288604;6592296;7386583;7941397;8189053;7956748;8061960;8763446;8839808
3300506;585220;656729;678454;678485;654387;676541;697899;867982;887304
3300605;578889;606058;668437;710393;728093;761618;729617;869846;908167
3300704;16866050;17208139;10639148;7207340;8600620;10972209;11521218;9328185;12359627
3300803;988948;958313;990738;1042235;966055;1033179;1108135;1214996;1305514
3300902;250201;283111;285792;333998;317613;336837;353667;404958;400563
3300936;855317;911496;536423;302994;368299;521794;453285;439157;726769
3300951;221394;254202;333015;349233;361375;390892;424146;487477;603975
3301009;58372358;58004933;34158330;17274332;21110490;32338283;29136988;23852870;37179860
3301108;855411;855427;1030745;865420;681590;765208;730607;755569;841421
3301157;287249;271857;309846;330961;320020;279271;294027;353586;395482
3301207;349826;355383;393923;466417;416980;456038;470439;581549;561153
3301306;4050273;3598889;1976829;1140072;1371161;2187857;2062389;1582755;2352168
3301405;262468;272138;303081;332183;321641;355204;376627;420666;434144
3301504;290832;316893;342590;345983;463597;508060;398691;414304;456176
3301603;184965;197561;202597;233633;194384;210017;214616;239246;249220
3301702;24855259;28862819;35294440;41539673;40904756;41581757;45373762;47194544;53136666
3301801;180252;222111;248001;259200;248268;264305;251671;272054;406744
3301850;722738;764537;824795;888163;921105;983893;1061591;1174793;1364014
3301876;317326;361777;394993;426113;462238;489370;537136;565912;631409
3301900;5019667;5053066;4312980;4350443;4186706;4486979;4933377;5422086;5640738
3302007;6989537;7930534;7401614;7861566;7568805;8061179;7950438;8839470;10502749
3302056;255849;279816;323089;330552;327528;306436;331482;390584;418766
3302106;394498;1024007;496245;502289;503244;542765;552491;632049;635896
3302205;1907443;2198577;2374806;2519720;2705960;2793922;3103972;3315705;3394972
3302254;2645466;3276893;3571717;3604719;4363453;4981040;4474511;4586151;6893431
3302270;988694;1105726;1323637;1293084;1615656;1445448;1437700;1460760;1530205
3302304;121809;126637;125892;132346;133935;137864;151483;166433;184165
3302403;19032651;21419170;19671569;17571148;15378420;15435162;15102699;15357697;17747016
3302452;112977;126245;133435;153751;160915;153568;169810;198807;214875
3302502;3031457;3289175;3573400;3684860;3856684;3902085;4256201;4442847;4765844
3302601;2712628;3011898;3699337;3852890;3601509;3596423;2473488;2643257;3211900
3302700;7198531;9757408;9576205;5854082;11456251;26982734;37524886;35618819;85814296
3302809;230295;243981;262980;292162;299499;324100;350314;366145;357694
3302858;1881676;2013252;2074804;2287035;2313400;2261961;2319747;2530494;2619229
3302908;583916;644125;650016;681750;654041;589782;614767;595210;632510
3303005;352783;390588;452755;473871;490113;529860;570590;635748;662192
3303104;222117;240135;223271;250928;246256;280723;297785;322586;324266
3303203;2518016;2379969;2515632;2541272;2644231;2803408;2911667;2985431;3059486
3303302;20048694;24642144;25496901;23019309;27489576;40376961;46549869;40975718;66345730
3303401;3738923;4081021;4478153;4802421;5015569;5243798;5359697;5683088;6324935
3303500;13214908;14716568;15888289;16068662;16836919;16869469;17423436;17210824;17794593
3303609;597543;691579;857688;959699;893120;976701;986925;1001272;1162885
3303708;755801;807971;863598;898724;931266;996588;1005739;1302214;1253032
3303807;3157541;3671118;2222637;1252001;1591755;2619607;2760234;1719490;1955303
3303856;391092;415503;484175;497392;534908;545971;557462;639645;684863
3303906;9501646;11070793;11497016;12693830;12817939;12761259;13662993;15388292;15665448
3303955;277742;294415;325219;382103;409247;526633;716240;777071;1452647
3304003;1578737;1563986;1745385;1981325;1858360;1886912;2231565;2612517;2449990
3304102;263140;271679;315757;317558;334102;350147;348627;417428;415950
3304110;4512728;3097650;2804597;2555768;2858922;2894247;2424736;2433344;4245742
3304128;261053;264162;243645;248237;255484;265051;277991;314017;305015
3304144;3669775;3925114;4900734;4668405;3704985;3627917;3877125;3851232;4361718
3304151;4850482;4574472;2412852;995115;1445640;2471196;3822545;3047661;5996913
3304201;9003959;7757843;6383742;6332463;7735583;8471496;8565370;8123187;10754410
3304300;1361919;1491127;1483972;1543308;1600886;1663589;1555794;1730819;1831415
3304409;289025;297151;325951;334235;359021;401562;390420;469707;435971
3304508;170263;177114;182359;256668;243838;205351;218301;275517;294391
3304524;14893638;14336159;8716421;4888905;5602589;8591344;7745325;6342613;8949070
3304557;284299248;300270152;320186615;328440481;337675255;363403233;354932611;331471515;359634753
3304607;149431;159233;156610;168832;173484;181395;189002;212259;234582
3304706;867903;924938;1031526;1077169;1049780;1112973;1158143;1195427;1284644
3304755;1368577;1002625;910098;956780;939797;1023335;1013581;1245619;1184531
3304805;601875;676774;716979;729989;669862;695121;751081;800639;845192
3304904;13943168;15527350;16639685;16903510;17228897;18554621;18368097;19009507;20324883
3305000;7239582;8844406;7310408;3890155;4693340;7204709;7968880;6463427;9886875
3305109;6545532;7253960;9085882;9405814;9196061;9319208;9746519;9112402;8963782
3305133;125853;168769;178968;182164;159812;204869;179374;169063;196862
3305158;338479;343377;397748;452906;452015;532224;544438;700757;738568
3305208;1452297;1779711;1958302;2036820;2159191;2289650;2437962;2592106;2743661
3305307;141059;150513;161638;188592;181138;203376;203161;230672;241289
3305406;609453;707014;726387;827312;710790;746394;753960;836397;1000575
3305505;1748295;1919565;2065630;2188281;2093438;3104960;10711481;15156219;42178208
3305554;1775229;2151936;2294079;2214093;4212583;4486969;4159296;4629949;4777037
3305604;336561;342722;378595;403121;448748;465723;494821;559702;602644
3305703;311321;343089;349439;370863;361782;448029;440265;611065;600127
3305752;455031;567216;556262;561761;515332;550442;579270;621334;694549
3305802;3975990;4450035;5008884;5239125;5090374;5165476;5229226;5757344;5923947
3305901;152837;161488;175822;189257;180214;195808;206651;230684;242020
3306008;2893042;3429418;3582747;3638041;3716629;3988535;4365979;5399663;6348173
3306107;1398065;1625456;1902222;2010736;2200072;2576172;2051662;2245815;3122612
3306156;126694;128295;146666;156569;183085;187063;203016;250289;264154
3306206;722720;790341;911754;961892;918386;983905;1090969;1280257;1321272
3306305;10415764;10501937;10612960;10435923;11311118;13407989;11017493;11636497;19671281
3500105;815579;862889;1059097;979976;1040824;1070910;1191134;1243768;1370866
3500204;73529;76848;73709;91756;100915;92203;112493;136758;115490
3500303;660870;770055;670060;895632;955578;972613;1046725;1143458;1314737
3500402;111413;131446;137018;136636;154592;166764;172428;186999;209004
3500501;351799;372727;470270;440355;475745;490463;530696;492385;585604
3500550;114127;126869;121031;152567;150486;166832;174587;200451;217296
3500600;96809;119776;125313;120017;132809;135911;146025;136433;147855
3500709;1900412;2106853;2645423;1932769;2047051;2202017;2146823;2308691;2638623
3500758;70363;71305;84653;92039;102850;98483;105393;121302;129390
3500808;65727;73664;71689;77926;80860;83078;87021;111138;120355
3500907;96738;97910;85716;203611;212223;106769;90689;111753;112274
3501004;336157;392018;381301;458578;524962;497041;536419;654362;833396
3501103;73091;91570;78879;100770;111220;106184;121525;116734;113585
3501152;1532864;1528816;1804697;1869772;1859450;2104874;2306521;2287257;3982313
3501202;97665;86535;87967;94428;105675;119675;101240;112203;124351
3501301;359821;400221;419928;475541;522754;530826;547949;618885;709876
3501400;36456;39705;47190;48322;50876;49844;50648;53435;58586
3501509;39182;41182;42406;45576;64455;51885;50661;57564;58405
3501608;10085142;10305235;9882075;10435437;10984203;11340521;11861436;11956361;15217280
3501707;651115;697994;759582;827779;981226;832952;952230;1081155;1230444
3501806;69638;85987;84724;100975;104202;117659;102165;109058;126802
3501905;3269151;3427814;3237533;4076977;4205649;4635338;4238764;4591225;5152156
3502002;124137;135334;128799;146610;160416;182300;177620;198923;208314
3502101;2032917;2106691;2634536;2202009;1976248;1887475;2308232;2632786;2845285
3502200;669149;776322;744524;964451;987426;938453;1062935;1319743;1474152
3502309;106486;109800;99280;133368;156176;179814;147839;155830;169558
3502408;70036;62928;58980;69916;85031;72983;76301;82843;105621
3502507;760689;864489;1004346;1022046;1047692;1082492;1143490;974272;1041067
3502606;64320;80347;87331;103537;134357;103616;124678;155265;151540
3502705;654323;766777;700804;634769;651325;593338;615744;715303;897713
3502754;1373829;1513862;1594211;2221023;2842564;3268408;3451347;3333379;4814504
3502804;6094591;6158182;6447732;6609261;6967839;7346861;7880168;8207617;9017958
3502903;468026;519402;617215;600224;655311;861183;853567;1021043;1205884
3503000;115468;110709;111884;109869;150202;139636;148140;155750;150277
3503109;71378;81564;81698;133775;123457;117582;139192;182397;194818
3503158;22581;23664;24321;27602;29846;30663;33932;39782;45568
3503208;7531614;7937077;8337723;9012930;9289707;9413147;10030033;10653869;11953237
3503307;4211377;4371347;4565385;5014671;5381997;5560316;5936326;6418948;6942567
3503356;32972;34627;42964;53055;48215;51858;43141;84018;62096
3503406;139486;136507;137093;174406;212989;206165;216242;244561;227083
3503505;34899;36539;36969;39720;43617;43092;46256;56514;58113
3503604;112670;111756;112789;126453;136809;143061;141894;146373;163060
3503703;472466;571814;584095;653299;770044;566622;877119;1007824;1136911
3503802;799658;966725;930383;1044279;1099912;1178215;1274147;1483276;1721737
3503901;2889794;3778478;4808031;4829482;5415782;6152757;6489059;7774011;8293370
3503950;20430;23169;20693;31947;33421;35190;33286;40104;39546
3504008;2463836;2706965;2710981;3065889;3323419;3360766;3543062;3776892;4082516
3504107;4827702;5316826;5559805;5583470;6466468;7139720;6930067;7374355;8361032
3504206;227908;263261;270577;290768;294993;303052;311982;326165;358544
3504305;223693;273808;263411;281158;266052;271749;293244;394601;376094
3504404;190168;182229;295768;229791;382120;315620;417246;458955;199389
3504503;1955722;2068988;2180929;2546314;2639476;2737028;2746956;2798702;3278922
3504602;257679;283883;316782;323290;340196;352955;389811;464718;551849
3504701;33725;40165;38840;46613;55456;54951;54698;61939;65400
3504800;154988;157510;158399;189006;216961;202489;216529;246920;278642
3504909;147825;170021;197046;193501;201894;180695;186942;203995;216018
3505005;37370;69083;71519;80054;43662;53202;63056;68935;74956
3505104;93134;81469;81493;109194;88827;100071;113911;119482;109125
3505203;824569;914092;1268202;1058620;1130698;1150796;1222200;1362188;1623406
3505302;1072008;1133919;1290668;1317267;1305458;1089225;1287035;1359750;1515653
3505351;46611;78420;70122;83850;82287;81174;116341;143890;133738
3505401;68362;70482;79663;74062;86409;91021;96888;109151;125821
3505500;3421232;3759987;3845681;4251390;4680236;4857180;4837986;5013749;5903516
3505609;358937;404450;436097;485739;467961;512935;502307;553900;624816
3505708;43865631;45571482;47761025;47063173;47741849;50562704;52744931;51600338;58027667
3505807;700846;716612;939203;846213;1065663;959487;1093736;978212;1067217
3505906;1410020;1469616;1595931;1514049;1533590;1581338;1906258;2077090;2416803
3506003;11059040;11660791;12626758;13267503;13869778;14639474;15335140;15129058;16721368
3506102;2128817;2629210;2786591;3254483;3220583;3343965;3311922;3269355;4080485
3506201;99884;109517;115948;148228;186128;118390;157951;207555;210460
3506300;168925;178841;188252;226257;228972;198187;293725;301537;377950
3506359;1513769;1538381;1519702;1486903;1604987;1692656;1830459;1902031;2067677
3506409;136178;149728;155759;190067;182768;192744;210176;268530;292577
3506508;2600973;2700385;3086430;3043544;3186670;3329285;3460023;3671918;3947388
3506607;562711;714023;721333;760804;707867;687563;758410;996878;971016
3506706;212659;251042;223490;502986;368586;306756;331557;361999;380753
3506805;356706;376980;926847;222123;225273;215906;229691;236483;281964
3506904;161805;164785;151654;152270;169057;187091;181507;210809;212434
3507001;2264105;2597452;2697285;2455602;2679117;2378102;2854010;2971680;3393229
3507100;435242;487428;489430;635978;827558;908350;956238;1129289;1463036
3507159;47981;51314;50969;51424;53769;62343;59583;65836;63857
3507209;69237;73588;71526;78970;81500;49205;51776;68107;74195
3507308;188860;152290;257273;340640;372153;365386;397804;441392;519153
3507407;285855;331752;326516;370793;405882;369046;411771;470940;518182
3507456;45159;47955;43791;63957;62227;65044;58450;68863;73943
3507506;3940404;4036055;4639814;4157938;4280452;4622545;5139636;5073778;5979359
3507605;4508779;4662293;4719084;5315536;5636712;6303023;6494155;6831380;7954300
3507704;69833;66151;69776;92060;94102;98117;97760;116873;120687
3507753;179241;200966;673341;192537;171894;82468;56672;60616;75675
3507803;431643;484778;490129;624901;649017;609603;709509;811581;894831
3507902;532288;604584;594229;840972;767815;692054;962269;986668;1123987
3508009;272075;384182;357832;380781;368329;412614;468009;674027;684130
3508108;462022;379385;630828;608006;621093;590078;636588;709786;627565
3508207;156222;283356;294751;166565;186082;173231;174039;229391;244488
3508306;82446;85974;77857;83787;83191;82744;59039;81956;102882
3508405;2665912;3923458;3959519;4242844;4496543;4674182;5346934;5400646;5961333
3508504;3595378;3652238;3324440;3750299;4184497;3990604;4479062;4514762;5214553
3508603;458379;518152;537569;570980;592021;604775;620727;636338;673632
3508702;207007;251339;285908;312656;343814;357167;403466;476090;574395
3508801;335201;328297;345471;419216;479129;503933;538213;606624;682544
3508900;48385;48518;50163;57908;59760;58081;58556;68004;69806
3509007;2646902;3979433;2745118;3056233;3318817;3553464;3912607;4063841;4858858
3509106;65735;76514;73220;78489;77949;75582;78859;88861;96255
3509205;8022352;10530947;11288060;13385278;14807216;16971943;19461581;21270946;22713160
3509254;923583;1094916;917203;1346232;1464731;1447339;1389533;1559837;1755226
3509304;112943;116765;115953;152376;153181;154184;157030;171317;170916
3509403;435622;493496;476637;572785;583397;549433;615946;692359;761749
3509452;99830;86206;90265;111190;109892;106385;118264;136453;151087
3509502;54363858;54639012;57154532;57778152;58469540;61388555;65837258;65158382;72946775
3509601;1505366;1589396;1607441;1764249;1850600;2102640;2145809;2219744;2530950
3509700;920718;1051563;1141882;1158210;1195953;1243821;1317807;1261470;1449808
3509809;106094;118483;103032;131942;126973;137665;158762;190056;194705
3509908;450251;413041;294383;203871;259514;297560;310849;262058;264410
3509957;100020;149868;153001;240866;129948;103585;108917;114442;130060
3510005;689602;804014;905364;940593;1006143;1166514;1274244;1405948;1518347
3510104;63684;72493;78029;96837;115154;97274;107732;111481;107108
3510153;105077;113113;90616;168755;171870;187577;141563;146230;164319
3510203;618083;731830;752596;811127;839492;906665;948371;1129593;1269097
3510302;234804;259209;267306;290173;282829;272232;311625;339916;392354
3510401;1545321;1627471;1479500;1717799;1917534;2022232;2182307;2486361;2990810
3510500;2504935;2790460;2728113;2637451;2930539;3325055;4037433;3870521;4532236
3510609;4401712;4789524;5067266;5223500;5516905;5741687;6160192;6241379;6854706
3510708;151616;178732;190334;211098;259517;255476;257099;299517;321120
3510807;509276;587675;620803;835770;818978;823675;915462;1060935;1179142
3510906;85005;96193;108106;142412;140370;148868;178934;254686;293111
3511003;432234;516457;533040;940448;1101750;628601;926334;1160988;1388287
3511102;3406024;3512874;3651936;3883565;3948932;4194723;4365998;4867594;5218361
3511201;108676;107402;104916;105343;118307;116853;131907;134508;152902
3511300;238944;253650;270685;295689;326781;311161;370510;393438;533104
3511409;478802;504517;556572;685861;748015;604858;807349;827673;956914
3511508;1451934;1577700;1566800;1757065;1780603;1828781;1935492;1973323;2343906
3511607;273220;312418;336382;388589;417082;432189;462470;524250;740569
3511706;243239;255423;255590;335561;358822;314047;376524;431578;515123
3511904;160994;186619;188747;249798;265263;169084;182319;138237;186411
3512001;635039;983856;1021340;928994;953349;1107790;965665;1238366;1541673
3512100;224286;247978;242260;347116;378779;284072;308737;376083;373219
3512209;490733;543273;600407;625985;654583;689810;715468;856783;859274
3512308;281019;291433;305366;318353;331222;352472;380967;384550;432993
3512407;1602431;2271883;2125012;2376176;2627199;2820935;3142455;3419941;4107826
3512506;107195;121998;110887;149376;163751;164960;165601;199836;218777
3512605;56071;61539;64727;80845;80957;75706;86943;127041;141158
3512704;99594;152198;157231;196422;206312;243569;241496;272105;345026
3512803;1156949;1313355;1269857;1582157;1545884;1584927;1737397;1960248;2109640
3512902;228681;240956;217586;205794;268745;333526;345132;401036;506809
3513009;9534416;10531866;10653812;10946114;11654510;12531256;13381293;14096442;16114165
3513108;942271;972835;969740;1024957;1040651;1191028;1242303;1422344;1753137
3513207;134171;134335;140944;187427;199221;186246;206687;280066;346566
3513306;55576;70495;71267;121304;92617;102880;106447;137530;137664
3513405;1964349;2131248;1932307;2045234;2115558;2428457;2420874;2736019;3182373
3513504;6358639;9452773;14703079;13300614;11679715;13178237;15153099;16070333;21946472
3513603;168147;180436;197295;222713;244747;255231;267773;296896;326362
3513702;1041485;1138964;1211966;1533774;1621673;1582566;1629218;1856375;2081162
3513801;13241472;14048339;13679518;13419390;13715208;14672840;15292778;14977055;18484356
3513850;42946;44471;45869;54598;65443;43380;56165;65160;69827
3513900;203962;252481;258010;270671;299208;279564;311555;340494;491457
3514007;82621;77902;88363;111381;120755;110009;116297;131224;138927
3514106;526726;576800;618760;651327;694191;646811;686124;758433;835299
3514205;31820;31728;33745;44536;45075;46267;47628;51745;58947
3514304;291036;614296;642217;471684;622089;522470;471329;648986;802299
3514403;1024226;1024289;1072620;1127243;1174514;1198759;1287836;1359699;1444978
3514502;183878;198604;197161;216331;252931;233114;241847;257237;252626
3514601;158276;170424;184154;284759;241740;228947;256472;283316;342332
3514700;113203;106814;113637;126284;131688;125256;127711;135389;152432
3514809;173509;194641;186858;230886;362126;319754;306937;323539;329349
3514908;474896;528177;551752;611424;679147;703132;742914;882746;1004655
3514924;55209;49765;56029;66175;68566;63639;65008;67640;76051
3514957;42053;46843;44520;48693;55023;51496;53989;60211;57200
3515004;7150071;8709055;9428834;9547647;11771685;13246381;14698367;14019716;14314754
3515103;872787;946997;1024926;1009721;1025718;1097316;1248809;1234334;1456125
3515129;42611;47075;49798;58764;62547;60778;61777;70434;79175
3515152;349907;378841;373458;453854;591938;661705;535309;558099;661053
3515186;1148177;1234212;1261359;1350966;1329045;1431221;1533274;1673589;2065824
3515194;83671;96018;58411;71133;73712;78581;73778;95015;91772
3515202;422435;460731;492257;496674;868330;625971;587736;654237;753257
3515301;50543;52261;50992;76365;64942;50562;50602;69538;62446
3515350;96663;104048;110015;106606;112912;159119;135926;131815;136498
3515400;258501;332672;319802;345995;380991;364397;381605;429785;473712
3515509;1588191;1656839;1842794;1782979;1912674;2001939;2237709;2296687;2468766
3515608;133167;129336;131933;168487;200351;185196;204573;225392;205594
3515657;35230;46256;47575;48229;48348;49956;65061;80517;80954
3515707;2572172;2752940;2782830;2802622;2958651;3105524;3315025;3958785;4740673
3515806;35153;31397;32266;36090;39446;37957;35381;39603;42156
3515905;55025;63872;50574;54287;60467;63907;64722;69305;81886
3516002;182968;185964;179998;185751;196129;197081;212714;246970;264841
3516101;82635;109819;114495;207279;118768;134198;143813;166104;171949
3516200;7400741;8075256;9260257;8903408;9348513;9992413;10171912;9847127;11276086
3516309;1239002;1244748;1339560;1370268;1462582;1517227;1589033;1721266;1872467
3516408;2325813;2542100;2462290;2855398;2925145;2995819;3316372;3637702;4297871
3516507;44562;61038;51433;76982;70522;72209;77631;78548;93705
3516606;98544;104903;103555;126135;138560;142667;151195;186013;172719
3516705;905803;995307;1044305;1092279;1099605;1192206;1175762;1329830;1725228
3516804;50772;48763;53582;60985;69398;76249;73741;86381;85828
3516853;104120;113143;753537;979560;849202;885935;1083671;1596122;1184185
3516903;267115;315984;474627;239879;260507;245057;235366;241390;275099
3517000;167499;170052;158713;164062;195033;185012;183597;216107;215988
3517109;85915;79115;81357;107768;96588;101193;108116;116604;125314
3517208;152925;176944;171554;174065;190524;178310;178803;221290;232241
3517307;60835;65395;69749;71431;74165;75594;159944;232059;442962
3517406;1491874;1654274;3265879;3343448;3272467;3197872;2110459;2442874;2704845
3517505;325295;338830;463022;490240;556083;546731;622885;723072;896415
3517604;332485;589546;640818;537340;316806;327942;341221;511220;439112
3517703;406597;434720;416939;404279;430888;439854;489557;571751;618205
3517802;179489;195201;204105;268560;230118;269270;269280;321905;326572
3517901;224329;243892;249654;340812;387650;294014;353523;395880;375453
3518008;25883;26186;28636;33086;34898;35088;34469;40183;37040
3518107;113729;122801;124834;159520;171201;160517;161421;186939;196319
3518206;704331;779870;1116086;930885;1106811;910045;980095;1095612;1199678
3518305;1488735;1556046;1361613;950994;1402696;1353574;1490963;1533253;1546741
3518404;4161442;4404214;4195834;4791680;5069867;5674703;6478996;6622399;7877882
3518503;198456;196533;222018;224064;239291;209044;235618;268280;313681
3518602;699851;780488;797455;1134657;865122;896313;880607;1012671;1135134
