CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021
3518701;6768627;7630616;8005641;8050354;8408710;8082338;9097210;9188156;10494252
3518800;47846350;52556186;53209582;53095485;55632735;61323416;65153543;65949963;77376467
3518859;210239;177517;167118;211864;218724;212045;232225;253740;245363
3518909;51360;52962;55110;59761;64723;65530;70171;85980;93585
3519006;180695;213466;228631;251623;349060;313562;278497;335303;355955
3519055;561402;732600;789819;909248;938291;899144;1070417;1283692;1463401
3519071;9018437;10308905;11010484;11245733;12411319;13154947;14738378;16386639;18377822
3519105;313772;444302;509825;447155;526417;427418;488226;600783;658010
3519204;123417;138106;154327;161063;206112;181092;174241;256626;316795
3519253;83634;110853;81592;129664;139209;149830;146315;161707;168922
3519303;559072;636668;701849;773593;929032;760687;873987;1045660;1159253
3519402;185239;206802;212054;226917;249562;251082;245287;268198;318126
3519501;156175;175147;306365;164036;183260;169762;181672;216403;244614
3519600;1147203;1150260;1259738;1386536;1498941;1474395;1522377;1734989;1965223
3519709;1245072;1439464;1491949;1609143;1633246;1702009;1845824;2221194;2370586
3519808;151764;164179;400413;427520;181695;172917;168878;184871;209289
3519907;143427;166037;200933;243225;246502;242416;254802;377358;434356
3520004;249460;250511;265586;285213;299164;303407;326760;350423;381185
3520103;727728;1064565;1017074;1077508;1087990;1124126;1257340;1390771;1299637
3520202;145517;163414;162565;190819;213464;180310;210026;225264;240165
3520301;1345168;1653998;1110532;622636;809931;1169950;1260303;1074288;1588620
3520400;3264083;6769250;7266198;2912547;6166979;14400916;14965490;10630881;13956618
3520426;2406320;3818407;1861022;551946;693559;1339944;1045503;762934;1363561
3520442;465134;502395;527009;583838;627307;616571;654951;677762;706075
3520509;10567800;11784749;11634861;12282381;14024836;15595708;16712153;18361067;22817117
3520608;50929;56865;59362;59913;61715;60872;72599;84079;86968
3520707;63246;63023;65326;77866;94264;94297;91983;104805;111103
3520806;112606;117682;120281;102141;140367;138251;133455;123517;136681
3520905;293652;312896;329988;342572;383774;308572;389616;449079;499099
3521002;417024;440899;441638;512368;590074;647639;684198;739832;969694
3521101;555357;588841;588471;671436;821466;427125;687092;910607;947912
3521150;60618;66648;74075;96444;110044;105479;107269;114309;124259
3521200;37240;41960;39373;47286;51779;51220;57933;63240;63459
3521309;276359;290356;296800;351576;399547;335037;385725;447448;442715
3521408;528247;922800;1750343;1418741;1862156;7046681;2008031;2079103;2127925
3521507;97386;106877;102113;149445;147399;156608;162372;174665;186223
3521606;70983;75292;79185;85254;86284;88046;95993;104426;109595
3521705;288576;399109;575688;572757;537572;520127;595047;810240;1016119
3521804;436716;487267;662244;592185;580758;600438;729559;909430;924897
3521903;395822;442733;445811;673051;1302755;1047794;600708;915015;935220
3522000;50937;63154;69531;109144;109774;87301;99450;193591;232257
3522109;1318124;1418134;1518089;1608296;1849471;1884279;2040287;2193770;2369275
3522158;30391;32268;34173;37720;39835;41251;42506;48416;53345
3522208;2772350;3228889;3805032;3143513;3234881;3652424;3881276;4351803;4909299
3522307;3566470;3888144;4350135;4187367;4330170;4751790;4905433;5336898;6359723
3522406;1768100;1965451;2269032;2447764;2381115;2519681;2969803;4126112;3788992
3522505;7852450;9790031;10934781;11272547;11253728;12156244;12051610;11873293;12854995
3522604;2678366;3000433;3035931;3302774;3463541;3905334;3850784;4191309;4756331
3522653;27508;30316;31614;36525;39211;42038;45722;48495;52590
3522703;1168562;1198765;1193303;1198133;1363657;1308426;1336191;1561636;1630820
3522802;154566;188607;213825;284676;303462;326717;297558;395572;305514
3522901;428875;519231;588701;555313;650878;549157;712933;888097;1003729
3523008;70652;66482;80574;97977;105461;91415;95346;107074;104628
3523107;4878906;5891972;6409765;6520878;6993619;7207226;7659308;7735228;9519618
3523206;670051;737086;840899;886623;884729;878650;947263;1111630;1182424
3523305;176973;208613;201618;234429;269212;275876;330154;360599;438980
3523404;4556482;5119386;5070637;5387046;5506722;6050786;6397776;7185023;8245498
3523503;199576;242893;227905;276455;326147;407873;401125;375518;396660
3523602;297670;354193;402728;376687;384292;408476;721534;722977;1273184
3523701;65060;78263;67198;80669;80120;97579;103757;131553;161835
3523800;88289;97910;113052;130290;123813;124359;138763;160794;198366
3523909;7159752;7080255;7310769;7551211;7388792;7828785;8776791;9138713;10540813
3524006;3190414;3653560;4355224;5042657;5913535;6687651;7374829;8259460;8423279
3524105;1017538;1081672;1092701;1489976;1557919;1523782;1587623;1773343;1907193
3524204;119923;114371;116465;137557;145282;136798;138203;153085;153278
3524303;2113079;2340380;2457419;2594417;2743497;2906736;2951774;3184000;3601183
3524402;8390721;9320785;9954837;10535706;11268777;12783342;13402133;14058032;16094435
3524501;306988;324528;355749;292282;382365;390645;448253;566411;676808
3524600;275123;345122;352255;517714;599589;523737;489905;518401;531089
3524709;5784633;7891443;8891753;9676636;11282723;11509488;12010664;11426525;13981302
3524808;1059945;1083296;1240867;1265685;1373537;1546778;1621210;1791517;1982125
3524907;286528;299686;275986;208014;217160;235651;256989;272002;352904
3525003;2637676;3315502;3131193;3560083;4088302;4006575;4159068;4647131;4908360
3525102;773101;900226;919022;968776;1109818;1085397;1218616;1380925;1580760
3525201;996067;1806263;1774878;2140916;2252918;2510783;2524225;2636755;2997400
3525300;3628475;3656519;4033506;4294014;4582888;4729981;4909728;5000016;5582395
3525409;70015;75582;70833;101694;81958;80892;105027;131437;168937
3525508;154252;174871;186473;203196;203316;213015;212996;230699;261558
3525607;129761;124120;132780;157043;183608;120762;126986;131574;148675
3525706;955253;1123796;1104785;1241724;1380626;1320864;1263915;1344335;1381751
3525805;38081;42253;45107;51051;51592;51094;53622;56117;58843
3525854;66765;70523;68106;94815;108251;111324;141238;172440;214000
3525904;34448150;39006820;39080475;40317016;41084447;43630306;46959283;51740230;57670893
3526001;418488;501827;867847;561346;586279;572500;674238;722780;807879
3526100;217924;270093;254698;351570;359394;328747;347021;361364;366459
3526209;411200;425224;441996;450954;485984;514648;547626;543275;573997
3526308;46266;51196;54422;56230;56291;56505;61898;69167;73967
3526407;701820;746421;764656;923461;990804;1107570;1150212;1248779;1411101
3526506;124419;127642;118397;147027;147649;157207;155684;182614;184896
3526605;98871;104668;98157;107535;100542;109514;103337;120110;133317
3526704;2305655;2544669;2773540;3004229;2966166;3204480;3377382;3753059;4101867
3526803;2155406;2154982;2124175;2566511;2589639;2638583;3077313;4297734;4924228
3526902;10749037;11193406;10520692;11781232;12106211;13267664;13798073;13726847;16060739
3527009;112913;133968;145741;160280;173414;169016;196149;219203;246179
3527108;2874972;3249095;4068604;3637863;3333630;3779078;5487012;6001770;6763890
3527207;1673966;1967574;2057021;2407535;2595033;2727418;2923506;3105449;3876663
3527256;31188;29867;32601;38816;39108;39993;35128;46249;43489
3527306;9098688;11915834;11938395;12432122;13229630;10960237;15916439;19111720;19677151
3527405;338349;363335;360646;400136;424803;441205;450828;515477;584271
3527504;32829;37047;38047;53309;50297;56964;53919;75109;70465
3527603;1035995;1427438;939148;1223735;1399477;1451177;1434166;1465126;1556607
3527702;54581;58597;60063;70758;70005;71747;75853;83539;93809
3527801;43935;53149;48174;55201;73000;69762;80046;95093;98337
3527900;73177;73742;77925;89044;94146;83143;75036;94703;101173
3528007;340867;472251;560263;635707;598220;626971;657662;754728;643783
3528106;129548;129319;132269;143616;156858;154752;170480;186835;196952
3528205;53442;60279;62087;67011;76426;78370;75285;87485;90931
3528304;71761;70679;67488;71323;105946;93131;95731;99536;104128
3528403;1501015;1548280;1629288;1478872;1704623;1894955;1956001;2238089;2695116
3528502;1449237;1511623;1549305;1637420;1774927;1745513;1829262;1927423;2288092
3528601;145692;137230;154454;200645;204788;227691;228958;255598;291908
3528700;106306;132528;121003;124015;121307;101552;105085;122231;157011
3528809;390004;395391;452594;411198;426000;380286;421422;504126;517398
3528858;132969;149602;368912;164691;163920;177546;229125;275547;119694
3528908;52708;55008;52949;57102;61207;56747;58844;65593;76482
3529005;6432238;6541200;6925440;7161824;7741070;8077423;8398608;8630686;9755960
3529104;24096;28549;28162;32912;35369;34702;37717;39771;40067
3529203;390770;429447;480792;525195;505031;495722;514053;675080;754950
3529302;3164344;3269449;3393154;3779668;4043395;4153528;3961591;4417658;5356571
3529401;10499354;11195882;11970001;14539610;16515697;15287804;16284223;16993562;20776213
3529500;172050;181185;188413;223284;265179;168970;230753;341383;374785
3529609;209936;227871;646643;259436;259331;237768;317503;370297;393842
3529658;40611;42108;45155;51178;57669;58779;60896;74359;81615
3529708;672953;575759;714336;1078024;1121579;1014994;837174;1030501;1016137
3529807;136615;149086;144431;169082;182924;171971;176647;208841;226257
3529906;437244;372491;381287;420539;428776;392129;414715;422295;456953
3530003;39269;43675;46016;58422;67461;66335;67388;71521;70362
3530102;544821;608442;554620;618432;607679;654029;652205;687252;738742
3530201;298042;356262;748925;401367;388404;340730;438847;528043;606917
3530300;1420623;1604177;1678531;1848213;1738043;1809538;1939816;2275733;2660334
3530409;65124;89431;71670;98645;115884;126701;175045;161620;213295
3530508;1607624;1813988;1773303;2142378;2206331;2116602;2246444;2627850;3043692
3530607;12869867;13324951;14200700;14562664;14711581;15385841;16290277;16728707;19604517
3530706;4790141;4999440;4850322;5350784;5602515;5923534;5769692;6135830;6865386
3530805;3632286;3772128;4071108;4276305;4415823;4597089;4855243;5035136;6313564
3530904;60233;57254;60811;88132;92656;99926;99338;100383;124517
3531001;56932;66462;71988;72553;79089;52396;58764;64682;58262
3531100;698534;790803;862810;921508;1013267;1030295;1119727;1222881;1254605
3531209;151912;176825;179719;159986;165430;177980;193283;221491;252218
3531308;1444219;1515381;1599188;1776016;1785482;1794560;2010940;2139358;2435240
3531407;580018;580534;574072;662990;758349;575254;673475;724592;766600
3531506;352375;442513;441743;496776;584605;537430;565557;590652;639162
3531605;74858;71858;82401;96713;103750;99950;99798;118774;128088
3531704;50561;50356;54239;63948;62956;64799;65366;72482;83030
3531803;2757657;2956455;2382924;2919105;2971932;3515136;3501214;3719867;4317764
3531902;1015886;1019583;1058652;1323971;1417196;953134;1085442;1329143;1225918
3532009;411255;431217;379309;440817;447153;450365;508599;544086;633324
3532058;66616;65298;70633;88986;85742;81619;87972;110659;120696
3532108;52510;51628;53974;59131;59061;65259;72280;85349;88027
3532157;60780;77933;90275;145932;108437;117840;111071;129302;142301
3532207;165729;207331;209307;214417;217325;148377;180721;262042;639076
3532306;54085;66533;63777;66550;70930;72424;73541;85942;93391
3532405;289208;313226;296965;319183;349874;342044;365320;411552;465371
3532504;150213;155830;163815;201373;219123;199172;229650;245989;276248
3532603;244526;243307;260358;289240;326412;324722;328812;366385;367777
3532702;76594;83103;74913;79218;105013;93757;89867;92383;95892
3532801;89026;90476;92788;169738;194162;149725;168676;226856;325933
3532827;339793;350252;259437;335431;235967;134085;126488;138923;221079
3532843;25954;32350;30383;35852;36968;39509;38438;45872;46305
3532868;32421;31155;31065;41416;39875;40600;46033;55115;60665
3532900;255606;273234;279752;308929;328378;199558;276586;345663;377461
3533007;291430;349151;340554;420200;458927;431863;435114;485381;512829
3533106;25949;27041;27173;27200;29735;31179;33216;36252;36775
3533205;76158;84386;104951;122982;146415;135503;143175;182132;213155
3533254;50050;45455;45978;48363;61366;58185;64890;74999;78660
3533304;36687;36741;38410;42587;45517;49801;46234;54465;60214
3533403;2294132;2647078;2604137;2980534;3166266;3522570;3893235;3610772;4020494
3533502;787442;918645;1037124;1259295;1318549;1044975;1199447;1461180;1585955
3533601;360199;379952;401937;517702;576476;369017;535988;719632;868092
3533700;75098;86137;82288;89318;135093;113100;109522;176641;141366
3533809;60506;77226;83199;89879;88493;83139;94003;128780;128272
3533908;1488933;1596742;1736564;1889058;1991159;2034120;2113551;2124220;2551145
3534005;190164;184997;184069;116692;156808;153872;171003;187867;205636
3534104;83250;90894;96571;94959;100006;99456;101176;113283;129763
3534203;338227;347344;345740;425366;494190;275209;429570;511710;640841
3534302;1462454;1480698;1497844;1673808;1783973;1656635;1903712;2178411;2579406
3534401;54335845;60834520;65912985;75683470;77927043;76607992;81908401;76612072;86111260
3534500;59193;59582;67792;85269;86476;85884;94339;104439;112882
3534609;783730;825990;890735;834244;903493;750212;898429;990314;1087490
3534708;2588893;2745904;2741653;2840996;3007051;3065320;3309539;3454873;3961571
3534757;327609;355667;376813;390358;468108;348120;434907;590479;548740
3534807;96758;93697;89520;100227;114284;112292;116225;127049;134986
3534906;152779;162740;173320;197380;199007;304372;284072;206122;217695
3535002;257626;274594;465102;350392;383000;300960;363497;418651;420420
3535101;104137;100446;107687;103878;122788;122174;122779;130802;136419
3535200;130514;154577;157545;188581;169339;187623;185300;206481;215050
3535309;509128;522232;566505;623742;698009;655243;702181;830826;900627
3535408;242185;254363;236961;260217;265186;264033;274792;298637;317826
3535507;926191;966586;983015;1188898;1235308;1536437;1552028;1655592;1801748
3535606;247279;276841;254471;261849;275192;278768;298417;321569;351772
3535705;175542;181995;193297;234316;253743;164573;228459;265122;275313
3535804;359640;469930;518175;647071;594063;622269;762204;912033;945145
3535903;60116;66387;69365;84692;98931;111381;130043;146139;133065
3536000;245039;267062;292059;311552;364321;324507;528073;641638;741786
3536109;196094;222015;237690;283791;294485;265002;302891;317727;368271
3536208;371114;412797;454612;506971;513665;504538;532742;534349;586024
3536257;28075;32445;32280;39375;49526;66795;100097;53322;53620
3536307;628261;722694;734028;903159;977009;668168;991953;1149197;1360809
3536406;195347;207784;501166;141374;151331;150546;160802;197300;200145
3536505;10984788;16272895;25492565;36499593;35540436;32658835;37366101;39807062;52389437
3536570;22071;25167;23392;31343;36801;41075;36076;43160;48637
3536604;174798;176507;185061;226307;262607;268754;219815;307536;269675
3536703;1859205;1984695;1678247;1822519;1933247;2082934;2134600;2334464;3066261
3536802;63926;64489;68701;76160;80217;83333;92689;107041;118076
3536901;41802;44881;45111;56923;64227;64378;62825;73027;79887
3537008;475500;523228;670463;886507;975672;855645;1076393;1323338;1731364
3537107;957929;1029894;1064223;1126309;1199639;1221958;1317533;1379245;1502008
