CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021;PERCENTUAL_FAMILIAS_PBF_2013;PERCENTUAL_FAMILIAS_PBF_2014;PERCENTUAL_FAMILIAS_PBF_2015;PERCENTUAL_FAMILIAS_PBF_2016;PERCENTUAL_FAMILIAS_PBF_2017;PERCENTUAL_FAMILIAS_PBF_2018;PERCENTUAL_FAMILIAS_PBF_2019;PERCENTUAL_FAMILIAS_PBF_2020;PERCENTUAL_FAMILIAS_PBF_2021
4310652;56895;56668;65946;80236;59350;64403;76145;72179;86738;0.0979;0.08573;0.08071;0.06211;0.04491;0.05244;0.04382;0.05048;0.06815
4310702;48901;56723;56177;62238;61874;58569;66157;70949;81706;0.06454;0.05335;0.04481;0.03144;0.02823;0.02719;0.02226;0.02693;0.03309
4310751;43458;44043;47317;49933;48603;52866;52781;37497;71910;0.03878;0.03723;0.03985;0.03966;0.03279;0.03093;0.02461;0.02552;0.0302
4310801;715295;792082;880295;910149;917702;1015503;990690;978588;1180383;0.00634;0.0063;0.00954;0.00961;0.00764;0.00641;0.00486;0.00583;0.0067
4310850;72457;75316;85141;94151;86316;99206;99536;106689;136729;0.13667;0.1337;0.11392;0.08612;0.08697;0.0738;0.05958;0.06891;0.07999
4310876;82206;77426;86270;104151;98413;118894;116645;76501;224026;0.13763;0.13554;0.1225;0.10843;0.10203;0.09444;0.08321;0.08426;0.08241
4310900;124332;114841;125133;119104;114302;134510;146525;157740;232300;0.03491;0.02743;0.02505;0.01752;0.0162;0.01566;0.01573;0.0172;0.01869
4311007;521330;585492;600880;645250;709334;670921;706889;747896;1059392;0.07373;0.06597;0.05927;0.0435;0.03854;0.04321;0.04033;0.04668;0.05173
4311106;196243;189861;222281;230031;244561;254762;265465;255741;378018;0.06433;0.05752;0.05582;0.04337;0.04733;0.05157;0.04508;0.04515;0.0512
4311122;54777;59703;61599;68589;67557;67045;70184;75646;94041;0.09288;0.08519;0.07999;0.0691;0.07201;0.06759;0.06405;0.07865;0.10191
4311130;153754;140494;164777;188574;176731;218318;200329;154903;469005;0.04502;0.04454;0.05034;0.0463;0.04527;0.04918;0.04311;0.05221;0.06164
4311155;363215;342843;370091;415383;406039;527580;503898;431284;975407;0.1043;0.09788;0.09196;0.0751;0.06752;0.05997;0.05222;0.05277;0.05787
4311205;809657;854916;987126;1053406;1041112;1307506;1232510;1142744;1925171;0.06951;0.06561;0.06428;0.05401;0.04597;0.04281;0.0367;0.04042;0.04572
4311239;49195;50203;53631;51916;59971;59822;57261;53812;68915;0.07013;0.07011;0.0669;0.05953;0.0561;0.05305;0.04891;0.05512;0.05784
4311254;84856;83423;89392;94435;105806;111635;113740;101874;154689;0.09293;0.09244;0.08333;0.0738;0.06983;0.07668;0.06556;0.07011;0.07714
4311270;70343;62839;72563;86605;76760;94400;91485;74275;157139;0.01092;0.00606;0.00788;0.00849;0.0103;0.00931;0.00808;0.01058;0.01372
4311304;817913;919762;915008;941128;971882;1165950;1145514;1134349;1513400;0.05523;0.04722;0.03946;0.03635;0.03434;0.03862;0.03442;0.04295;0.04742
4311403;2888836;3240933;3253609;3431939;3844921;4246691;4672704;4694652;5596169;0.01527;0.01125;0.01204;0.01233;0.01325;0.0147;0.01136;0.01479;0.01429
4311429;38663;38455;39609;50312;45204;48952;55519;50756;74874;0.11632;0.09253;0.09428;0.08642;0.08937;0.08356;0.06981;0.08807;0.09498
4311502;177982;187318;221567;249431;228334;252909;250573;269703;497626;0.06016;0.059;0.06064;0.05051;0.0506;0.05096;0.04666;0.05105;0.05682
4311601;90731;100345;116822;122209;127814;140362;142179;122086;172442;0.07242;0.07255;0.06728;0.05911;0.04625;0.04235;0.03641;0.03882;0.03892
4311627;224035;307392;302268;289932;305111;298466;314414;318192;365848;0.00898;0.00801;0.00935;0.00717;0.01318;0.01656;0.019;0.0222;0.02002
4311643;39784;41928;47908;56822;45033;48236;54959;55572;65579;0.0065;0.00825;0.00587;0.00762;0.00701;0.00761;0.00525;0.00582;0.00638
4311700;102818;120188;135214;160421;152303;179050;183074;186693;272823;0.05071;0.05005;0.04514;0.03897;0.03387;0.02965;0.02443;0.02727;0.02809
4311718;184668;178492;207657;240779;255407;245523;284128;331619;582041;0.08008;0.06909;0.07276;0.06834;0.07244;0.07219;0.06715;0.07102;0.07777
4311734;35183;43261;48520;53717;56220;53268;59150;53592;70213;0.09232;0.08363;0.07882;0.05583;0.05294;0.0505;0.05166;0.05483;0.06037
4311759;175578;172070;211389;228250;235516;277695;268322;278723;546970;0.08741;0.07037;0.06767;0.04666;0.03576;0.0336;0.03151;0.0401;0.05154
4311775;85427;99031;108178;122081;112840;121496;139339;153856;190483;0.05136;0.05317;0.05071;0.04397;0.04076;0.04875;0.04438;0.05284;0.05158
4311791;84793;97015;91130;90054;89346;69345;76813;76330;80816;0.01667;0.01284;0.00978;0.009;0.0071;0.0097;0.00706;0.00962;0.01216
4311809;1495973;1660333;1691725;1893704;1886017;2055576;2210068;2225396;3060013;0.01439;0.01131;0.01225;0.01147;0.01076;0.01135;0.0094;0.01173;0.0118
4311908;86467;94060;102150;109495;113446;116597;133439;143402;167824;0.04216;0.03074;0.02725;0.02228;0.01579;0.01359;0.01136;0.01574;0.02453
4311981;47321;53612;57569;84105;66253;66336;82115;82291;104495;0.04531;0.04779;0.04821;0.04559;0.04298;0.03994;0.0381;0.0409;0.04496
4312005;42654;48178;47726;48799;46019;50469;54876;62931;72887;0.02237;0.02159;0.01312;0.01091;0.00731;0.00487;0.00295;0.00747;0.01107
4312054;66499;73455;77333;84143;86176;89891;98020;98747;124134;0.01461;0.01486;0.01248;0.01057;0.01226;0.00944;0.00948;0.01302;0.01457
4312104;83148;89068;93967;109746;107344;114305;116117;113492;169005;0.07676;0.07493;0.0818;0.07469;0.0687;0.06414;0.05702;0.06066;0.06218
4312138;103149;97426;110348;110541;81864;103349;94160;111581;168254;0.04689;0.03707;0.03779;0.03462;0.04157;0.03861;0.03425;0.03777;0.03736
4312153;103486;136358;132590;132330;143012;154680;170643;147077;180535;0.01503;0.00961;0.00809;0.00991;0.02081;0.02469;0.01971;0.02471;0.02485
4312179;47611;44566;44216;54541;50115;58990;55393;46840;88446;0.04783;0.04038;0.04227;0.03466;0.02865;0.03724;0.03519;0.03622;0.04159
4312203;78376;84137;92714;105773;96402;117088;110557;112480;161122;0.06946;0.06325;0.05609;0.04261;0.03913;0.04006;0.03336;0.04057;0.04325
4312252;122882;131306;164677;174946;164686;176814;198928;199416;279176;0.07416;0.07039;0.06716;0.05812;0.07172;0.08925;0.08892;0.08429;0.08204
4312302;119039;125068;126028;140861;117940;133168;133858;143345;190385;0.08778;0.08847;0.08711;0.06308;0.05749;0.06157;0.05604;0.06394;0.07389
4312351;48639;48255;53768;56575;54162;57173;59585;60261;98137;0.00829;0.00448;0.00386;0.00322;0.00388;0.00341;0.00275;0.00416;0.0035
4312377;42969;49246;58006;72357;72180;64849;71769;83125;109729;0.07886;0.07711;0.08282;0.06876;0.05417;0.04907;0.04557;0.05043;0.04819
4312385;100405;119416;120030;114497;88018;79167;74298;74318;94434;0.00257;0.00221;0.00518;0.0026;0.0026;0.00429;0.00275;0.00356;0.00517
4312401;2628385;2786149;2831834;2835057;3235253;3740580;3925347;3902316;5752330;0.01919;0.01709;0.02028;0.02256;0.02665;0.02726;0.0247;0.02888;0.03081
4312427;80158;77079;82748;86020;89523;108257;100605;83861;153333;0.06263;0.05738;0.06445;0.05964;0.05124;0.0481;0.02917;0.03598;0.04205
4312443;46931;53570;51847;60578;58639;55188;57915;59972;81465;0.04062;0.0349;0.03758;0.03083;0.02274;0.02417;0.02204;0.02261;0.02456
4312450;80038;85037;88679;92294;86589;91823;98425;103657;132443;0.06489;0.07267;0.06724;0.06399;0.05666;0.05988;0.05527;0.06116;0.06204
4312476;126408;136191;148083;170088;171607;183261;210124;211177;274166;0.01465;0.01156;0.00836;0.00765;0.00809;0.00567;0.00577;0.00737;0.01218
4312500;260247;319167;283206;337022;358027;358693;407876;433997;643323;0.07359;0.06444;0.0603;0.04828;0.04838;0.05024;0.04483;0.05449;0.06075
4312609;163429;215575;228059;246517;240857;251729;262916;284354;301851;0.01147;0.01325;0.01644;0.012;0.00859;0.01091;0.00727;0.01008;0.01309
4312617;317668;373443;435627;513256;378072;431597;547245;724743;1122084;0.02985;0.02878;0.03411;0.03654;0.03771;0.03237;0.02846;0.03215;0.03423
4312625;41622;39978;44302;50004;44469;52399;51823;55102;91988;0.03501;0.03968;0.04857;0.04739;0.05097;0.05879;0.05705;0.05482;0.05418
4312658;1121023;1081327;983550;1006651;1147124;1277001;1365426;1370955;2207531;0.02335;0.0219;0.01906;0.01673;0.01513;0.01487;0.01277;0.01498;0.01649
4312674;76742;64179;80236;81943;81840;91913;88500;80338;146251;0.04197;0.05;0.04553;0.04618;0.05651;0.04855;0.04221;0.05197;0.05159
4312708;285037;278817;330609;369664;365514;427789;399904;408122;525504;0.08374;0.07873;0.07645;0.06259;0.05846;0.05748;0.05344;0.05897;0.06359
4312757;116029;129813;136290;153721;160414;169053;171645;196225;236574;0.01807;0.01821;0.01516;0.0107;0.00776;0.00613;0.00607;0.00764;0.00703
4312807;145650;219262;292789;267773;189592;211570;243509;263546;327225;0.00933;0.00622;0.00661;0.00429;0.00201;0.00362;0.00336;0.00373;0.00327
4312906;696245;863950;667228;540804;458306;511636;597938;621859;802206;0.00696;0.00712;0.00654;0.00482;0.00865;0.00804;0.00565;0.0055;0.00535
4312955;59101;69889;74739;81294;83886;91818;100735;113947;145342;0.00758;0.01018;0.0087;0.00515;0.00518;0.00389;0.00338;0.00342;0.00404
4313003;72487;80230;89321;96336;100041;104282;120208;115139;141143;0.00574;0.00542;0.00391;0.0024;0.00299;0.00542;0.0033;0.00479;0.00688
4313011;101733;113652;116127;131118;142619;147359;165504;187708;229430;0.0124;0.00852;0.00746;0.00534;0.00428;0.00221;0.00222;0.00335;0.00448
4313037;123148;118357;122605;125876;119481;128918;130313;123156;172365;0.04232;0.02457;0.02516;0.02752;0.02693;0.0257;0.02298;0.02699;0.02635
4313060;647047;725990;652308;601394;611215;635922;686371;701493;805694;0.03145;0.03055;0.02745;0.02443;0.02509;0.02557;0.02054;0.02459;0.02371
4313086;49393;56910;63273;68402;72581;71141;71268;78857;100211;0.00864;0.00862;0.00782;0.00819;0.00584;0.0051;0.00548;0.00625;0.00624
4313102;170534;193621;209124;279479;286129;308343;301319;284285;382687;0.04506;0.04043;0.03689;0.02729;0.02226;0.02674;0.02626;0.02824;0.03068
4313201;563598;611768;669394;698994;735117;793701;854947;826034;972684;0.0074;0.00848;0.00691;0.0055;0.00397;0.00336;0.00267;0.00348;0.00456
4313300;860400;845114;996278;1096582;1162976;1220169;1303643;1322298;1730037;0.01825;0.01666;0.01341;0.013;0.01225;0.01155;0.00958;0.01183;0.01595
4313334;88558;84322;100711;123286;128348;151663;144928;150246;304677;0.03406;0.03628;0.03238;0.02306;0.02027;0.01896;0.01829;0.02119;0.02323
4313359;93657;104364;156704;143849;175248;182967;179783;201121;169304;0.00341;0.00113;0.0014;0.00195;0.00222;0.00164;0.00136;0.00108;0.00134
4313375;916384;1081917;1088456;1144392;1301255;1665264;1814029;1919670;2487515;0.04111;0.024;0.0263;0.0212;0.02473;0.03226;0.02894;0.03434;0.03307
4313391;68268;77556;82837;78405;86655;88511;94462;79825;133170;0.05513;0.045;0.04869;0.04651;0.04509;0.0403;0.03551;0.03979;0.04145
4313409;7053847;7806020;8122465;8257281;8920279;9424240;9766714;9287466;10037889;0.03457;0.03325;0.03046;0.02472;0.02439;0.02589;0.02145;0.026;0.02891
4313425;88335;95606;107614;116292;117418;120610;133571;147311;186353;0.08267;0.07631;0.07315;0.07043;0.07426;0.07572;0.06741;0.07494;0.08085
4313441;43271;42403;44166;54411;45727;48670;52466;47893;74728;0.08026;0.07828;0.07716;0.07081;0.06531;0.06748;0.05292;0.05545;0.0603
4313466;41261;42500;46588;52083;50361;57267;58775;57571;75033;0.03387;0.0267;0.02897;0.02064;0.01788;0.01795;0.01803;0.02103;0.02229
4313490;69751;71491;75458;82760;82921;88496;98635;99165;135199;0.05824;0.05566;0.05889;0.05203;0.04377;0.04141;0.03554;0.03784;0.04301
4313508;1037035;1161130;1253351;1326459;1660333;1566250;1693272;1693470;1819024;0.04175;0.04297;0.03859;0.03207;0.03072;0.03304;0.0289;0.03363;0.03454
4313607;76708;90423;94685;105740;100979;109953;123647;126716;167644;0.05332;0.04873;0.04762;0.03861;0.0453;0.03918;0.03265;0.03282;0.0335
4313656;266145;301955;407236;419084;464591;469286;471636;565777;735603;0.04432;0.0488;0.05205;0.06097;0.08062;0.08712;0.07784;0.08182;0.07988
4313706;1035809;1070411;1138225;1298201;1254871;1461185;1490353;1478442;2215050;0.06763;0.06232;0.05624;0.05094;0.05249;0.05003;0.04594;0.05216;0.06033
4313805;131083;158612;156228;181532;176558;183274;210792;234675;271641;0.08007;0.0726;0.06095;0.06117;0.06375;0.06121;0.05867;0.06307;0.06207
4313904;1605992;1880911;1683165;1684892;1963000;2086009;2234900;2104035;3167743;0.02329;0.01948;0.01791;0.01553;0.01498;0.01427;0.01317;0.01725;0.02133
4313953;238519;258029;271894;316531;330364;346600;393691;360800;533687;0.06282;0.05902;0.06253;0.05907;0.05465;0.05276;0.04513;0.05472;0.06137
4314001;212141;242133;249485;264414;271341;290638;315526;314458;424445;0.00569;0.00717;0.00794;0.00884;0.00878;0.00765;0.00457;0.00595;0.0068
4314027;120386;128062;142330;143656;161484;154907;169062;150472;207384;0.04977;0.05333;0.05243;0.0479;0.04976;0.04974;0.04638;0.05155;0.05016
4314035;67348;73924;78591;83994;89597;95895;100424;110325;136434;0.01872;0.01727;0.01691;0.01737;0.02447;0.02623;0.02033;0.0189;0.01802
4314050;959060;1101374;1089027;1059509;1145069;1230852;1351808;1278652;1390312;0.03454;0.03564;0.03246;0.03008;0.03517;0.0367;0.02739;0.03007;0.02918
4314068;84227;84371;89702;83838;107245;104245;110803;98751;132982;0.06309;0.06139;0.06465;0.05758;0.04825;0.04102;0.03508;0.04089;0.04404
4314076;141940;139988;146818;165323;175606;172131;182472;173782;229640;0.03789;0.03375;0.02982;0.02359;0.02286;0.02541;0.02341;0.02799;0.03282
4314100;7232715;7385322;7817190;8342538;8636758;9150642;9841605;10045734;12552833;0.02358;0.01956;0.01885;0.01755;0.01921;0.02301;0.02147;0.02629;0.02918
4314134;73040;67278;75878;92179;88589;95102;102902;133338;195869;0.02408;0.01833;0.00653;0.00348;0.00477;0.00525;0.00349;0.00478;0.00608
4314159;125955;150934;150849;168092;159230;169474;189812;201835;242456;0.02792;0.02782;0.02904;0.02364;0.02298;0.02293;0.0205;0.0249;0.02412
4314175;61503;65060;101750;96427;107418;110312;168883;144462;386189;0.13118;0.12443;0.13667;0.12013;0.11301;0.11343;0.09889;0.1131;0.11722
4314209;99691;118544;123831;129835;147958;149602;164637;145915;270650;0.08774;0.08682;0.08064;0.07358;0.07601;0.08034;0.07413;0.08863;0.08668
4314308;200509;186094;198272;246789;221104;268287;242308;244763;464211;0.04963;0.04333;0.03625;0.03606;0.02968;0.02209;0.01936;0.02541;0.02969
4314407;5967011;6658158;7391651;8103230;8417418;8852998;9450816;9491040;10778119;0.03474;0.02876;0.0274;0.02086;0.01942;0.02408;0.02171;0.02797;0.03006
4314423;299632;349086;306384;323177;296148;346352;326935;298241;386451;0.00549;0.00473;0.00343;0.0018;0.00161;0.00176;0.00174;0.00261;0.0026
4314456;57475;60490;64487;71854;72583;72902;85416;102491;123341;0.05919;0.06101;0.05366;0.03827;0.02523;0.01397;0.00931;0.01008;0.0093
4314464;250069;224444;384175;386080;331288;255964;220479;214381;304723;0.09949;0.09027;0.07761;0.05485;0.05133;0.0514;0.04894;0.06048;0.06276
4314472;129372;143203;396229;411644;490839;686477;760754;784930;931832;0.06707;0.06305;0.05811;0.05426;0.05326;0.04735;0.03839;0.04274;0.04827
4314498;65455;74212;73899;73561;85946;85016;98816;114765;131547;0.08187;0.08356;0.07729;0.06419;0.05809;0.04874;0.04168;0.04695;0.04649
4314506;209775;248233;251371;299552;283675;287576;306179;304415;397723;0.09144;0.09815;0.09263;0.09348;0.10044;0.10202;0.09779;0.10398;0.10271
4314548;32844;36172;47092;52350;48325;53448;58509;64387;74285;0.00112;0.01071;0.01098;0.00773;0.00628;0.00775;0.00433;0.00329;0.00424
4314555;41632;44389;49937;58530;57479;67655;65488;72000;94670;0.09752;0.07942;0.06908;0.063;0.06362;0.06746;0.06076;0.07054;0.0771
4314605;280871;311242;319404;352161;393869;416044;483318;498981;880273;0.09658;0.08759;0.07889;0.06229;0.05539;0.04883;0.04196;0.04453;0.04512
4314704;137470;153189;167452;186658;187002;195205;212148;208515;252506;0.08474;0.08312;0.0767;0.06244;0.05949;0.06019;0.05305;0.05649;0.06056
4314753;58403;59034;62817;69359;80415;86524;93448;105943;131756;0.00812;0.00762;0.00428;0.00474;0.00142;0.00191;0.00191;0.00381;0.00618
4314779;189458;144815;206348;241104;222571;224985;261563;273743;403316;0.06429;0.06476;0.06322;0.05517;0.04411;0.03378;0.02536;0.02871;0.03155
4314787;44891;44109;43732;53220;50973;62012;59636;61604;96048;0.01651;0.01492;0.01272;0.00815;0.00703;0.01081;0.0084;0.00919;0.01133
4314803;971377;1144795;1141179;1113614;1099223;1211645;1265366;1308715;1662398;0.02821;0.03302;0.03577;0.03642;0.0401;0.03843;0.03182;0.0353;0.0339
4314902;57920358;63989576;68132502;72734881;73314029;77181703;82320598;75976656;81562848;0.0342;0.03536;0.03675;0.03446;0.03165;0.03422;0.02993;0.03534;0.03449
4315008;78950;79135;88547;100967;101493;104713;107924;113895;135661;0.06543;0.05896;0.05195;0.04669;0.04343;0.04491;0.04254;0.04462;0.04807
4315057;41129;44889;50766;58472;55128;61323;65039;68543;89349;0.07677;0.08333;0.07431;0.06049;0.05875;0.04798;0.04339;0.04974;0.0506
4315073;29503;30367;29567;31535;31883;31555;34539;35780;45211;0.0857;0.08107;0.07963;0.05927;0.04714;0.05724;0.05074;0.04893;0.05485
4315107;129139;126416;143121;159234;160842;176057;185680;187841;210925;0.10757;0.09064;0.07901;0.0584;0.05682;0.05262;0.04646;0.05248;0.0554
4315131;39659;39831;37857;43183;43192;41713;47514;50749;61419;0.0442;0.03491;0.04061;0.0393;0.04618;0.04856;0.03234;0.03846;0.04855
4315149;69972;88839;101312;102932;116855;140873;165020;161414;213812;0.01056;0.0056;0.00222;0.00403;0.00581;0.00699;0.00896;0.0126;0.01178
4315156;100450;111797;107930;116456;123349;122290;131167;131944;166516;0.0451;0.03266;0.03562;0.03058;0.0337;0.03169;0.02963;0.03093;0.03881
4315172;45307;47701;50531;52194;51376;51927;60725;68243;93263;0.01367;0.01517;0.01323;0.0108;0.01131;0.01124;0.01027;0.01187;0.01037
4315206;75064;83947;88125;90852;95909;94246;101082;106088;133442;0.02444;0.0231;0.0129;0.01846;0.01851;0.01999;0.01786;0.02134;0.0215
4315305;317498;363170;406222;423781;445879;447792;480597;500201;625749;0.09289;0.08465;0.07757;0.05218;0.03655;0.03702;0.02773;0.03464;0.04194
4315313;81272;87465;100548;115553;109054;131930;114470;103358;185962;0.05592;0.0455;0.03948;0.04104;0.03287;0.02979;0.02542;0.03179;0.03441
4315321;127329;123987;131884;152378;138779;180380;169032;168190;299302;0.10403;0.09033;0.08878;0.0734;0.06728;0.06569;0.05488;0.06057;0.06695
4315354;135456;128531;128549;135245;135239;148049;157612;158920;255120;0.01423;0.01578;0.01443;0.011;0.01176;0.01003;0.00738;0.00973;0.00919
4315404;130731;134986;143071;162894;157571;174146;178090;160253;232903;0.13398;0.13476;0.11946;0.1092;0.11764;0.10645;0.1072;0.11021;0.11059
4315453;42691;45823;47097;48627;46015;47128;53691;60974;82687;0.00726;0.00591;0.00774;0.00822;0.01006;0.01142;0.00622;0.00818;0.00774
4315503;323497;351872;381607;405739;430282;454949;456922;467980;673420;0.07801;0.08033;0.07769;0.06536;0.05627;0.05544;0.05206;0.05647;0.06057
4315552;71520;63642;74263;79773;78355;87166;87195;101838;136484;0.10649;0.11057;0.10737;0.0921;0.08803;0.09126;0.08358;0.09436;0.09568
4315602;8147934;7355045;7272308;9661299;9229286;10886818;10956641;9965069;13282154;0.03303;0.02828;0.02904;0.02515;0.0244;0.02461;0.02352;0.02992;0.03375
4315701;700710;744529;827672;900447;886741;934040;978452;922723;1390518;0.08613;0.08463;0.07675;0.06251;0.06354;0.06616;0.05813;0.06306;0.06838
4315750;104082;114339;111259;108942;111504;124157;130227;128935;155848;0.03575;0.02043;0.01925;0.0146;0.00847;0.00951;0.0086;0.00984;0.01298
4315800;324411;394011;421165;437432;438538;464735;481187;469612;576081;0.01827;0.01375;0.00957;0.00716;0.00946;0.01265;0.01088;0.01499;0.01722
4315909;115911;134332;143061;159951;165587;173886;194814;209989;279278;0.05873;0.05211;0.04652;0.04244;0.04106;0.04176;0.03852;0.03988;0.04073
4315958;76941;74520;75047;97888;82973;99767;106067;95978;161912;0.08515;0.07825;0.08615;0.06646;0.05527;0.04719;0.0452;0.04965;0.05242
4316006;421703;473839;514291;523133;577661;619963;653702;602198;731607;0.02583;0.02393;0.02636;0.02243;0.02098;0.02132;0.01564;0.01939;0.022
4316105;229019;250179;261922;310299;283503;351127;353104;352907;471552;0.05749;0.05878;0.05772;0.04721;0.04843;0.04838;0.04651;0.04832;0.05126
4316204;132542;134368;163747;185458;173178;190190;195927;224404;268873;0.02395;0.0228;0.02291;0.02101;0.02565;0.02489;0.02125;0.02224;0.02563
4316303;110117;116271;572728;612481;772307;807193;789951;333572;437025;0.08926;0.08505;0.06791;0.05023;0.04182;0.03798;0.03739;0.04164;0.04607
4316402;707150;761640;833608;856639;905584;906107;931459;976022;1381969;0.07588;0.08317;0.07878;0.07637;0.08717;0.09756;0.0864;0.08351;0.0823
4316428;47172;52316;54451;59942;54076;57661;62448;55136;82615;0.08785;0.08411;0.08333;0.07025;0.05605;0.05894;0.05558;0.05988;0.06344
4316436;119503;105230;119259;146044;137728;164561;151838;137618;254247;0.02031;0.0218;0.0226;0.01817;0.0186;0.02128;0.01774;0.02365;0.02388
4316451;238069;236673;471099;572270;619014;804761;888013;929683;1213455;0.07864;0.07358;0.07531;0.07223;0.07094;0.07539;0.07462;0.08301;0.0828
4316477;84730;87126;98891;111600;116099;123791;135269;137081;178468;0.01738;0.01808;0.01408;0.0101;0.01153;0.00842;0.00659;0.00988;0.01353
4316501;256098;268183;270128;273132;289990;281918;282405;306128;337661;0.01003;0.01034;0.01066;0.01057;0.0078;0.00519;0.00449;0.00545;0.00577
4316600;430210;445270;461218;511983;526825;598501;641136;666313;843823;0.02508;0.01927;0.01828;0.01427;0.01139;0.00925;0.00781;0.00955;0.00989
4316709;529098;490590;544830;669961;585626;787220;770139;723928;1336027;0.05873;0.0616;0.06005;0.05456;0.0521;0.05556;0.04616;0.05083;0.05414
4316733;59167;64464;64676;73892;69165;75279;83204;81489;143879;0.03176;0.02943;0.02591;0.023;0.01829;0.01521;0.01281;0.01775;0.01902
4316758;161392;218576;218324;221437;247646;268160;296961;273169;339105;0.0061;0.00571;0.0055;0.00609;0.00589;0.00567;0.00303;0.00419;0.00459
4316808;6706272;7984011;7764004;8180550;8364420;9499328;9830488;10489874;9815170;0.03083;0.03077;0.02852;0.0245;0.02298;0.02139;0.01899;0.02287;0.02559
4316907;5755138;6475898;6357859;6703663;7213745;7798632;8766864;8735114;9562027;0.03877;0.03572;0.03724;0.02867;0.02338;0.02379;0.02073;0.0252;0.03109
4316956;170699;177601;209108;207184;190770;192839;206820;214639;279408;0.00477;0.0065;0.00632;0.00567;0.00692;0.00665;0.00553;0.00786;0.00862
4316972;128551;130708;181592;184070;178699;227192;184868;210849;361014;0.07695;0.07853;0.07655;0.071;0.079;0.07859;0.06401;0.07021;0.06633
4317004;115205;130848;166138;191598;168893;188786;209706;143309;364899;0.11626;0.10848;0.10232;0.09354;0.08937;0.09127;0.08385;0.08888;0.09207
4317103;1319803;1459030;1901570;2312633;2586304;2632389;2619979;2306420;2823913;0.07799;0.06678;0.06463;0.054;0.05373;0.05852;0.05499;0.06364;0.07528
4317202;2245086;2331511;2407654;2597035;2824253;3000425;3194725;3145815;3732037;0.04193;0.03762;0.03317;0.02805;0.02172;0.01739;0.01377;0.0163;0.02032
4317251;31315;35661;36651;36612;40299;37510;41554;43117;49850;0.00505;0.00168;0.00225;0.00225;0.00506;0.00346;0.00289;0.00521;0.00639
4317301;639803;787276;834575;899586;944571;1345039;1249287;1144979;1755622;0.05516;0.04892;0.04514;0.0414;0.04013;0.03735;0.03336;0.03772;0.04171
4317400;852813;959555;1087456;1199378;1276635;1443290;1590406;1469636;2021444;0.0542;0.04356;0.03962;0.02972;0.02835;0.0291;0.02501;0.02929;0.03221
4317509;1758880;1872948;2033730;2212878;2340762;2651255;2819939;2724675;3180262;0.04961;0.0498;0.04785;0.04574;0.0459;0.04264;0.03475;0.03871;0.04033
4317558;63137;71173;70628;68143;80811;89125;74974;76338;119796;0.00864;0.00682;0.01319;0.01183;0.01184;0.0089;0.00658;0.00659;0.00897
4317608;965228;1060835;1063289;1130283;1288248;1280480;1440255;1401253;1680497;0.03771;0.03461;0.0389;0.0408;0.04611;0.04795;0.04171;0.04584;0.04452
4317707;227271;228609;278811;307520;321713;380427;416462;407856;673944;0.08566;0.09332;0.08922;0.08865;0.09158;0.09723;0.0912;0.1006;0.0999
4317756;87681;76154;91021;102984;93393;112555;112751;107623;189468;0.04092;0.0365;0.02772;0.01555;0.01554;0.01881;0.01684;0.01634;0.01734
4317806;410087;407133;466559;513984;535121;555238;558214;615946;848436;0.06314;0.06241;0.05269;0.04386;0.04179;0.0413;0.03774;0.04456;0.04959
4317905;390584;407400;429499;486783;524974;570310;598846;641884;784068;0.03417;0.03007;0.02927;0.02563;0.02409;0.02098;0.0188;0.02068;0.02151
4317954;53461;58846;62075;71000;66646;74417;74083;85020;128952;0.08786;0.06295;0.04266;0.03069;0.02026;0.02049;0.01592;0.01866;0.0188
4318002;1481005;1505300;1613083;1683002;1762674;1907048;1934914;2009844;2570755;0.07311;0.06247;0.05402;0.03884;0.03372;0.03002;0.02543;0.02692;0.02776
4318051;48017;55439;59431;61996;63680;65063;81161;85482;123435;0.01083;0.00949;0.01077;0.00911;0.01136;0.00914;0.00878;0.00941;0.00938
4318101;321504;338516;371758;437161;447033;494227;470851;459798;804119;0.09225;0.07767;0.07633;0.0641;0.05897;0.06199;0.05814;0.06097;0.06443
4318200;413272;455103;526674;654796;574174;615108;724732;791904;1026513;0.05736;0.06014;0.06088;0.05246;0.04917;0.04724;0.0404;0.0422;0.04257
4318309;1181748;1274981;1504428;1607638;1742748;1843081;1803795;1928164;2723183;0.0736;0.0735;0.07655;0.06527;0.05931;0.05382;0.04655;0.05139;0.0525
4318408;418310;486950;535063;571731;562845;582884;613404;613871;667010;0.0573;0.05295;0.05823;0.05421;0.05286;0.05549;0.04891;0.05448;0.05816
4318424;100909;116418;113945;121198;120807;132802;134942;145320;184148;0.04308;0.03446;0.02273;0.0184;0.01884;0.01926;0.01804;0.01832;0.02205
4318432;52465;64357;69234;71177;73452;75445;87216;93360;104817;0.04667;0.04559;0.04564;0.04606;0.04422;0.0492;0.04271;0.05033;0.04892
4318440;63497;68869;73653;83238;81906;85370;90287;91744;133331;0.02;0.01685;0.01581;0.0109;0.00985;0.00943;0.00708;0.00923;0.0114
4318457;45645;47799;50914;58074;51100;59780;61598;55047;93350;0.11409;0.09934;0.09064;0.0811;0.08069;0.0929;0.08475;0.0891;0.09554
