NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;ED_INF_MEDIA_TOTAL_ALUNOS_SALA;FUN_MEDIA_TOTAL_ALUNOS_SALA;MED_MEDIA_TOTAL_ALUNOS_SALA
2018;Centro-Oeste;MS;5004601;Itaquiraí;Total;Pública;6;4.4;4.3
2018;Centro-Oeste;MS;5004601;Itaquiraí;Urbana;Pública;6.5;4.4;4.4
2018;Centro-Oeste;MS;5004601;Itaquiraí;Rural;Pública;4.4;4.4;4.3
2018;Centro-Oeste;MS;5004700;Ivinhema;Total;Total;5.8;4.5;4.7
2018;Centro-Oeste;MS;5004700;Ivinhema;Urbana;Total;5.8;4.5;4.8
2018;Centro-Oeste;MS;5004700;Ivinhema;Rural;Total;5.5;4.4;3.3
2018;Centro-Oeste;MS;5004700;Ivinhema;Total;Estadual;;4.4;4.7
2018;Centro-Oeste;MS;5004700;Ivinhema;Urbana;Estadual;;4.5;4.9
2018;Centro-Oeste;MS;5004700;Ivinhema;Rural;Estadual;;4.3;3.3
2018;Centro-Oeste;MS;5004700;Ivinhema;Total;Municipal;6;4.5;
2018;Centro-Oeste;MS;5004700;Ivinhema;Urbana;Municipal;6;4.5;
2018;Centro-Oeste;MS;5004700;Ivinhema;Rural;Municipal;5.5;4.4;
2018;Centro-Oeste;MS;5004700;Ivinhema;Total;Privada;4.2;4.6;4.5
2018;Centro-Oeste;MS;5004700;Ivinhema;Urbana;Privada;4.2;4.6;4.5
2018;Centro-Oeste;MS;5004700;Ivinhema;Total;Pública;6;4.4;4.7
2018;Centro-Oeste;MS;5004700;Ivinhema;Urbana;Pública;6;4.5;4.9
2018;Centro-Oeste;MS;5004700;Ivinhema;Rural;Pública;5.5;4.4;3.3
2018;Centro-Oeste;MS;5004809;Japorã;Total;Total;4.6;4.3;4.3
2018;Centro-Oeste;MS;5004809;Japorã;Urbana;Total;4.9;4.3;4.3
2018;Centro-Oeste;MS;5004809;Japorã;Rural;Total;4.3;4.3;
2018;Centro-Oeste;MS;5004809;Japorã;Total;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5004809;Japorã;Urbana;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5004809;Japorã;Total;Municipal;4.6;4.3;
2018;Centro-Oeste;MS;5004809;Japorã;Urbana;Municipal;4.9;;
2018;Centro-Oeste;MS;5004809;Japorã;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5004809;Japorã;Total;Pública;4.6;4.3;4.3
2018;Centro-Oeste;MS;5004809;Japorã;Urbana;Pública;4.9;4.3;4.3
2018;Centro-Oeste;MS;5004809;Japorã;Rural;Pública;4.3;4.3;
2018;Centro-Oeste;MS;5004908;Jaraguari;Total;Total;4.4;4.9;4.4
2018;Centro-Oeste;MS;5004908;Jaraguari;Urbana;Total;4.4;4.4;4.4
2018;Centro-Oeste;MS;5004908;Jaraguari;Rural;Total;;10.3;4.3
2018;Centro-Oeste;MS;5004908;Jaraguari;Total;Estadual;;5.5;4.4
2018;Centro-Oeste;MS;5004908;Jaraguari;Urbana;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5004908;Jaraguari;Rural;Estadual;;10.3;4.3
2018;Centro-Oeste;MS;5004908;Jaraguari;Total;Municipal;4.4;4.3;
2018;Centro-Oeste;MS;5004908;Jaraguari;Urbana;Municipal;4.4;4.3;
2018;Centro-Oeste;MS;5004908;Jaraguari;Total;Pública;4.4;4.9;4.4
2018;Centro-Oeste;MS;5004908;Jaraguari;Urbana;Pública;4.4;4.4;4.4
2018;Centro-Oeste;MS;5004908;Jaraguari;Rural;Pública;;10.3;4.3
2018;Centro-Oeste;MS;5005004;Jardim;Total;Total;6.7;4.2;4.4
2018;Centro-Oeste;MS;5005004;Jardim;Urbana;Total;6.8;4.2;4.4
2018;Centro-Oeste;MS;5005004;Jardim;Rural;Total;4.3;4.3;
2018;Centro-Oeste;MS;5005004;Jardim;Total;Federal;;;4.8
2018;Centro-Oeste;MS;5005004;Jardim;Urbana;Federal;;;4.8
2018;Centro-Oeste;MS;5005004;Jardim;Total;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5005004;Jardim;Urbana;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5005004;Jardim;Total;Municipal;7.3;4.1;
2018;Centro-Oeste;MS;5005004;Jardim;Urbana;Municipal;7.4;4.1;
2018;Centro-Oeste;MS;5005004;Jardim;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5005004;Jardim;Total;Privada;4;4.3;4.6
2018;Centro-Oeste;MS;5005004;Jardim;Urbana;Privada;4;4.3;4.6
2018;Centro-Oeste;MS;5005004;Jardim;Total;Pública;7.3;4.2;4.4
2018;Centro-Oeste;MS;5005004;Jardim;Urbana;Pública;7.4;4.2;4.4
2018;Centro-Oeste;MS;5005004;Jardim;Rural;Pública;4.3;4.3;
2018;Centro-Oeste;MS;5005103;Jateí;Total;Total;6.8;4.5;4.7
2018;Centro-Oeste;MS;5005103;Jateí;Urbana;Total;7.5;4.6;4.9
2018;Centro-Oeste;MS;5005103;Jateí;Rural;Total;4.3;4.4;4.4
2018;Centro-Oeste;MS;5005103;Jateí;Total;Estadual;;4.5;4.7
2018;Centro-Oeste;MS;5005103;Jateí;Urbana;Estadual;;4.6;4.9
2018;Centro-Oeste;MS;5005103;Jateí;Rural;Estadual;;4.2;4.4
2018;Centro-Oeste;MS;5005103;Jateí;Total;Municipal;6.8;4.5;
2018;Centro-Oeste;MS;5005103;Jateí;Urbana;Municipal;7.5;;
2018;Centro-Oeste;MS;5005103;Jateí;Rural;Municipal;4.3;4.5;
2018;Centro-Oeste;MS;5005103;Jateí;Total;Pública;6.8;4.5;4.7
2018;Centro-Oeste;MS;5005103;Jateí;Urbana;Pública;7.5;4.6;4.9
2018;Centro-Oeste;MS;5005103;Jateí;Rural;Pública;4.3;4.4;4.4
2018;Centro-Oeste;MS;5005152;Juti;Total;Total;6.9;4.4;4.4
2018;Centro-Oeste;MS;5005152;Juti;Urbana;Total;6.9;4.4;4.4
2018;Centro-Oeste;MS;5005152;Juti;Total;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5005152;Juti;Urbana;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5005152;Juti;Total;Municipal;6.9;4.4;
2018;Centro-Oeste;MS;5005152;Juti;Urbana;Municipal;6.9;4.4;
2018;Centro-Oeste;MS;5005152;Juti;Total;Pública;6.9;4.4;4.4
2018;Centro-Oeste;MS;5005152;Juti;Urbana;Pública;6.9;4.4;4.4
2018;Centro-Oeste;MS;5005202;Ladário;Total;Total;6.5;4.2;4.8
2018;Centro-Oeste;MS;5005202;Ladário;Urbana;Total;6.5;4.2;4.8
2018;Centro-Oeste;MS;5005202;Ladário;Rural;Total;4;;
2018;Centro-Oeste;MS;5005202;Ladário;Total;Estadual;;4.3;4.8
2018;Centro-Oeste;MS;5005202;Ladário;Urbana;Estadual;;4.3;4.8
2018;Centro-Oeste;MS;5005202;Ladário;Total;Municipal;6.7;4.2;
2018;Centro-Oeste;MS;5005202;Ladário;Urbana;Municipal;6.7;4.2;
2018;Centro-Oeste;MS;5005202;Ladário;Rural;Municipal;4;;
2018;Centro-Oeste;MS;5005202;Ladário;Total;Privada;4;4.1;
2018;Centro-Oeste;MS;5005202;Ladário;Urbana;Privada;4;4.1;
2018;Centro-Oeste;MS;5005202;Ladário;Total;Pública;6.7;4.2;4.8
2018;Centro-Oeste;MS;5005202;Ladário;Urbana;Pública;6.7;4.2;4.8
2018;Centro-Oeste;MS;5005202;Ladário;Rural;Pública;4;;
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Total;Total;5;4.3;4.4
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Urbana;Total;5.2;4.3;4.4
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Rural;Total;4.3;4.3;
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Total;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Urbana;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Total;Municipal;5;4.3;
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Urbana;Municipal;5.2;4.3;
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Total;Pública;5;4.3;4.4
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Urbana;Pública;5.2;4.3;4.4
2018;Centro-Oeste;MS;5005251;Laguna Carapã;Rural;Pública;4.3;4.3;
2018;Centro-Oeste;MS;5005400;Maracaju;Total;Total;6.7;4.4;5.4
2018;Centro-Oeste;MS;5005400;Maracaju;Urbana;Total;6.7;4.4;5.1
2018;Centro-Oeste;MS;5005400;Maracaju;Rural;Total;4.4;4.4;10
2018;Centro-Oeste;MS;5005400;Maracaju;Total;Estadual;;4.4;5.1
2018;Centro-Oeste;MS;5005400;Maracaju;Urbana;Estadual;;4.4;5.1
2018;Centro-Oeste;MS;5005400;Maracaju;Total;Municipal;7;4.4;
2018;Centro-Oeste;MS;5005400;Maracaju;Urbana;Municipal;7;4.4;
2018;Centro-Oeste;MS;5005400;Maracaju;Rural;Municipal;4.4;4.4;
2018;Centro-Oeste;MS;5005400;Maracaju;Total;Privada;5.7;4.3;6.4
2018;Centro-Oeste;MS;5005400;Maracaju;Urbana;Privada;5.7;4.3;5.2
2018;Centro-Oeste;MS;5005400;Maracaju;Rural;Privada;;;10
2018;Centro-Oeste;MS;5005400;Maracaju;Total;Pública;7;4.4;5.1
2018;Centro-Oeste;MS;5005400;Maracaju;Urbana;Pública;7;4.4;5.1
2018;Centro-Oeste;MS;5005400;Maracaju;Rural;Pública;4.4;4.4;
2018;Centro-Oeste;MS;5005608;Miranda;Total;Total;5.6;5.2;5.7
2018;Centro-Oeste;MS;5005608;Miranda;Urbana;Total;6.1;4.6;4.3
2018;Centro-Oeste;MS;5005608;Miranda;Rural;Total;4.2;6.1;7.2
2018;Centro-Oeste;MS;5005608;Miranda;Total;Estadual;;5.1;4.5
2018;Centro-Oeste;MS;5005608;Miranda;Urbana;Estadual;;5.1;4.3
2018;Centro-Oeste;MS;5005608;Miranda;Rural;Estadual;;;4.7
2018;Centro-Oeste;MS;5005608;Miranda;Total;Municipal;5.7;4.3;
2018;Centro-Oeste;MS;5005608;Miranda;Urbana;Municipal;6.4;4.3;
2018;Centro-Oeste;MS;5005608;Miranda;Rural;Municipal;4.2;4.3;
2018;Centro-Oeste;MS;5005608;Miranda;Total;Privada;4.2;8.2;10.8
2018;Centro-Oeste;MS;5005608;Miranda;Urbana;Privada;4.2;4.4;4.3
2018;Centro-Oeste;MS;5005608;Miranda;Rural;Privada;;10.1;11.3
2018;Centro-Oeste;MS;5005608;Miranda;Total;Pública;5.7;4.5;4.5
2018;Centro-Oeste;MS;5005608;Miranda;Urbana;Pública;6.4;4.6;4.3
2018;Centro-Oeste;MS;5005608;Miranda;Rural;Pública;4.2;4.3;4.7
2018;Centro-Oeste;MS;5005681;Mundo Novo;Total;Total;6.6;4.4;4.9
2018;Centro-Oeste;MS;5005681;Mundo Novo;Urbana;Total;6.6;4.4;4.9
2018;Centro-Oeste;MS;5005681;Mundo Novo;Total;Estadual;;4.4;4.9
2018;Centro-Oeste;MS;5005681;Mundo Novo;Urbana;Estadual;;4.4;4.9
2018;Centro-Oeste;MS;5005681;Mundo Novo;Total;Municipal;6.4;4.4;
2018;Centro-Oeste;MS;5005681;Mundo Novo;Urbana;Municipal;6.4;4.4;
2018;Centro-Oeste;MS;5005681;Mundo Novo;Total;Privada;7.2;4.4;4.4
2018;Centro-Oeste;MS;5005681;Mundo Novo;Urbana;Privada;7.2;4.4;4.4
2018;Centro-Oeste;MS;5005681;Mundo Novo;Total;Pública;6.4;4.4;4.9
2018;Centro-Oeste;MS;5005681;Mundo Novo;Urbana;Pública;6.4;4.4;4.9
2018;Centro-Oeste;MS;5005707;Naviraí;Total;Total;6.2;4.3;5
2018;Centro-Oeste;MS;5005707;Naviraí;Urbana;Total;6.2;4.3;5
2018;Centro-Oeste;MS;5005707;Naviraí;Total;Federal;;;4.7
2018;Centro-Oeste;MS;5005707;Naviraí;Urbana;Federal;;;4.7
2018;Centro-Oeste;MS;5005707;Naviraí;Total;Estadual;;4.4;5.1
2018;Centro-Oeste;MS;5005707;Naviraí;Urbana;Estadual;;4.4;5.1
2018;Centro-Oeste;MS;5005707;Naviraí;Total;Municipal;6.1;4.3;
2018;Centro-Oeste;MS;5005707;Naviraí;Urbana;Municipal;6.1;4.3;
2018;Centro-Oeste;MS;5005707;Naviraí;Total;Privada;8.5;4.4;5.2
2018;Centro-Oeste;MS;5005707;Naviraí;Urbana;Privada;8.5;4.4;5.2
2018;Centro-Oeste;MS;5005707;Naviraí;Total;Pública;6.1;4.3;5
2018;Centro-Oeste;MS;5005707;Naviraí;Urbana;Pública;6.1;4.3;5
2018;Centro-Oeste;MS;5005806;Nioaque;Total;Total;6.1;4.4;4.5
2018;Centro-Oeste;MS;5005806;Nioaque;Urbana;Total;6.4;4.4;4.5
2018;Centro-Oeste;MS;5005806;Nioaque;Rural;Total;4.3;4.3;4.6
2018;Centro-Oeste;MS;5005806;Nioaque;Total;Estadual;;4.4;4.5
2018;Centro-Oeste;MS;5005806;Nioaque;Urbana;Estadual;;4.4;4.5
2018;Centro-Oeste;MS;5005806;Nioaque;Rural;Estadual;;4.3;4.6
2018;Centro-Oeste;MS;5005806;Nioaque;Total;Municipal;6.1;4.3;
2018;Centro-Oeste;MS;5005806;Nioaque;Urbana;Municipal;6.4;4.3;
2018;Centro-Oeste;MS;5005806;Nioaque;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5005806;Nioaque;Total;Pública;6.1;4.4;4.5
2018;Centro-Oeste;MS;5005806;Nioaque;Urbana;Pública;6.4;4.4;4.5
2018;Centro-Oeste;MS;5005806;Nioaque;Rural;Pública;4.3;4.3;4.6
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Total;Total;5.9;4.6;4.7
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Urbana;Total;5.9;4.6;4.7
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Rural;Total;5.6;4.4;
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Total;Estadual;;4.5;4.7
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Urbana;Estadual;;4.5;4.7
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Total;Municipal;5.9;4.6;
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Urbana;Municipal;5.9;4.7;
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Rural;Municipal;5.6;4.4;
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Total;Privada;4;4.5;
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Urbana;Privada;4;4.5;
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Total;Pública;5.9;4.6;4.7
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Urbana;Pública;5.9;4.6;4.7
2018;Centro-Oeste;MS;5006002;Nova Alvorada do Sul;Rural;Pública;5.6;4.4;
2018;Centro-Oeste;MS;5006200;Nova Andradina;Total;Total;7.2;4.4;5.2
2018;Centro-Oeste;MS;5006200;Nova Andradina;Urbana;Total;7.3;4.4;4.9
2018;Centro-Oeste;MS;5006200;Nova Andradina;Rural;Total;4.1;4.2;6.1
2018;Centro-Oeste;MS;5006200;Nova Andradina;Total;Federal;;;7.7
2018;Centro-Oeste;MS;5006200;Nova Andradina;Rural;Federal;;;7.7
2018;Centro-Oeste;MS;5006200;Nova Andradina;Total;Estadual;;4.6;4.8
2018;Centro-Oeste;MS;5006200;Nova Andradina;Urbana;Estadual;;4.6;4.8
2018;Centro-Oeste;MS;5006200;Nova Andradina;Rural;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006200;Nova Andradina;Total;Municipal;7.3;4.2;
2018;Centro-Oeste;MS;5006200;Nova Andradina;Urbana;Municipal;7.4;4.2;
2018;Centro-Oeste;MS;5006200;Nova Andradina;Rural;Municipal;4.1;4.2;
2018;Centro-Oeste;MS;5006200;Nova Andradina;Total;Privada;6.7;4.5;5.3
2018;Centro-Oeste;MS;5006200;Nova Andradina;Urbana;Privada;6.7;4.5;5.3
2018;Centro-Oeste;MS;5006200;Nova Andradina;Total;Pública;7.3;4.3;5.2
2018;Centro-Oeste;MS;5006200;Nova Andradina;Urbana;Pública;7.4;4.4;4.8
2018;Centro-Oeste;MS;5006200;Nova Andradina;Rural;Pública;4.1;4.2;6.1
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Total;Total;6.2;4.4;4.4
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Urbana;Total;6.2;4.4;4.4
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Total;Estadual;;;4.4
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Urbana;Estadual;;;4.4
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Total;Municipal;6.2;4.4;
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Urbana;Municipal;6.2;4.4;
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Total;Pública;6.2;4.4;4.4
2018;Centro-Oeste;MS;5006259;Novo Horizonte do Sul;Urbana;Pública;6.2;4.4;4.4
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Total;Total;6.7;4.8;4.4
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Urbana;Total;6.7;4.8;4.4
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Total;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Urbana;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Total;Municipal;6.7;4.8;
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Urbana;Municipal;6.7;4.8;
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Total;Pública;6.7;4.8;4.4
2018;Centro-Oeste;MS;5006275;Paraíso das Águas;Urbana;Pública;6.7;4.8;4.4
2018;Centro-Oeste;MS;5006309;Paranaíba;Total;Total;8.3;4.6;4.8
2018;Centro-Oeste;MS;5006309;Paranaíba;Urbana;Total;8.4;4.6;4.8
2018;Centro-Oeste;MS;5006309;Paranaíba;Rural;Total;4.4;4.4;
2018;Centro-Oeste;MS;5006309;Paranaíba;Total;Estadual;;4.9;4.7
2018;Centro-Oeste;MS;5006309;Paranaíba;Urbana;Estadual;;4.9;4.7
2018;Centro-Oeste;MS;5006309;Paranaíba;Total;Municipal;8.9;4.4;
2018;Centro-Oeste;MS;5006309;Paranaíba;Urbana;Municipal;9;4.4;
2018;Centro-Oeste;MS;5006309;Paranaíba;Rural;Municipal;4.4;4.4;
2018;Centro-Oeste;MS;5006309;Paranaíba;Total;Privada;5.8;4.6;5.4
2018;Centro-Oeste;MS;5006309;Paranaíba;Urbana;Privada;5.8;4.6;5.4
2018;Centro-Oeste;MS;5006309;Paranaíba;Total;Pública;8.9;4.6;4.7
2018;Centro-Oeste;MS;5006309;Paranaíba;Urbana;Pública;9;4.7;4.7
2018;Centro-Oeste;MS;5006309;Paranaíba;Rural;Pública;4.4;4.4;
2018;Centro-Oeste;MS;5006358;Paranhos;Total;Total;5.6;4.3;4.3
2018;Centro-Oeste;MS;5006358;Paranhos;Urbana;Total;6.3;4.3;4.3
2018;Centro-Oeste;MS;5006358;Paranhos;Rural;Total;4.3;4.3;
2018;Centro-Oeste;MS;5006358;Paranhos;Total;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006358;Paranhos;Urbana;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006358;Paranhos;Total;Municipal;5.6;4.3;
2018;Centro-Oeste;MS;5006358;Paranhos;Urbana;Municipal;6.3;4.3;
2018;Centro-Oeste;MS;5006358;Paranhos;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5006358;Paranhos;Total;Pública;5.6;4.3;4.3
2018;Centro-Oeste;MS;5006358;Paranhos;Urbana;Pública;6.3;4.3;4.3
2018;Centro-Oeste;MS;5006358;Paranhos;Rural;Pública;4.3;4.3;
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Total;Total;6.7;4.3;4.3
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Urbana;Total;6.7;4.3;4.3
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Total;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Urbana;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Total;Municipal;6.7;4.4;
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Urbana;Municipal;6.7;4.4;
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Total;Pública;6.7;4.3;4.3
2018;Centro-Oeste;MS;5006408;Pedro Gomes;Urbana;Pública;6.7;4.3;4.3
2018;Centro-Oeste;MS;5006606;Ponta Porã;Total;Total;4.2;4.3;4.8
2018;Centro-Oeste;MS;5006606;Ponta Porã;Urbana;Total;4.2;4.3;4.9
2018;Centro-Oeste;MS;5006606;Ponta Porã;Rural;Total;4.3;4.3;4.5
2018;Centro-Oeste;MS;5006606;Ponta Porã;Total;Federal;;;4.8
2018;Centro-Oeste;MS;5006606;Ponta Porã;Rural;Federal;;;4.8
2018;Centro-Oeste;MS;5006606;Ponta Porã;Total;Estadual;;4.4;4.8
2018;Centro-Oeste;MS;5006606;Ponta Porã;Urbana;Estadual;;4.4;4.9
2018;Centro-Oeste;MS;5006606;Ponta Porã;Rural;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006606;Ponta Porã;Total;Municipal;4.2;4.3;
2018;Centro-Oeste;MS;5006606;Ponta Porã;Urbana;Municipal;4.2;4.3;
2018;Centro-Oeste;MS;5006606;Ponta Porã;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5006606;Ponta Porã;Total;Privada;4.2;4.4;4.4
2018;Centro-Oeste;MS;5006606;Ponta Porã;Urbana;Privada;4.2;4.4;4.4
2018;Centro-Oeste;MS;5006606;Ponta Porã;Total;Pública;4.2;4.3;4.8
2018;Centro-Oeste;MS;5006606;Ponta Porã;Urbana;Pública;4.2;4.3;4.9
2018;Centro-Oeste;MS;5006606;Ponta Porã;Rural;Pública;4.3;4.3;4.5
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Total;Total;6.5;4.3;4.3
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Urbana;Total;6.8;4.3;4.3
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Rural;Total;4.3;4.3;
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Total;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Urbana;Estadual;;4.3;4.3
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Total;Municipal;6.5;4.3;
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Urbana;Municipal;6.8;4.3;
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Rural;Municipal;4.3;4.3;
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Total;Privada;4;4.3;
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Urbana;Privada;4;4.3;
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Total;Pública;6.5;4.3;4.3
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Urbana;Pública;6.8;4.3;4.3
2018;Centro-Oeste;MS;5006903;Porto Murtinho;Rural;Pública;4.3;4.3;
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Total;Total;7.4;4.4;4.8
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Urbana;Total;7.4;4.3;4.8
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Rural;Total;7;7;
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Total;Estadual;;4.3;4.8
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Urbana;Estadual;;4.3;4.8
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Total;Municipal;7.4;4.4;
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Urbana;Municipal;7.4;4.3;
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Rural;Municipal;7;7;
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Total;Privada;4.3;4.5;4.5
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Urbana;Privada;4.3;4.5;4.5
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Total;Pública;7.4;4.4;4.8
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Urbana;Pública;7.4;4.3;4.8
2018;Centro-Oeste;MS;5007109;Ribas do Rio Pardo;Rural;Pública;7;7;
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Total;Total;7;4.4;5.2
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Urbana;Total;7.1;4.4;5.2
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Rural;Total;4.4;4.4;
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Total;Estadual;;4.4;5
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Urbana;Estadual;;4.4;5
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Total;Municipal;7.2;4.4;
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Urbana;Municipal;7.2;4.4;
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Rural;Municipal;4.4;4.4;
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Total;Privada;4;4.4;8
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Urbana;Privada;4;4.4;8
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Total;Pública;7.2;4.4;5
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Urbana;Pública;7.2;4.4;5
2018;Centro-Oeste;MS;5007208;Rio Brilhante;Rural;Pública;4.4;4.4;
2018;Centro-Oeste;MS;5007307;Rio Negro;Total;Total;6.8;4.4;4.4
2018;Centro-Oeste;MS;5007307;Rio Negro;Urbana;Total;6.8;4.4;4.4
2018;Centro-Oeste;MS;5007307;Rio Negro;Total;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5007307;Rio Negro;Urbana;Estadual;;4.4;4.4
2018;Centro-Oeste;MS;5007307;Rio Negro;Total;Municipal;6.8;4.4;
2018;Centro-Oeste;MS;5007307;Rio Negro;Urbana;Municipal;6.8;4.4;
2018;Centro-Oeste;MS;5007307;Rio Negro;Total;Pública;6.8;4.4;4.4
2018;Centro-Oeste;MS;5007307;Rio Negro;Urbana;Pública;6.8;4.4;4.4
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Total;Total;6.9;4.4;4.4
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Urbana;Total;6.9;4.4;4.4
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Total;Estadual;;4.5;4.4
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Urbana;Estadual;;4.5;4.4
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Total;Municipal;6.7;4.3;
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Urbana;Municipal;6.7;4.3;
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Total;Privada;8;4.6;
2018;Centro-Oeste;MS;5007406;Rio Verde de Mato Grosso;Urbana;Privada;8;4.6;
