NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_CAT_1;FUN_CAT_2;FUN_CAT_3;FUN_CAT_4;FUN_CAT_5;FUN_CAT_6;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6
2021;Sudeste;SP;3521150;Ipiguá;Urbana;Total;30,0;10,0;30,0;25,0;2,5;2,5;66,6;16,7;11,1;5,6;0,0;0,0;0,0;4,4;43,5;43,5;4,3;4,3;0,0;0,0;29,4;58,8;5,9;5,9
2021;Sudeste;SP;3521150;Ipiguá;Total;Estadual;0,0;4,4;43,5;43,5;4,3;4,3;--;--;--;--;--;--;0,0;4,4;43,5;43,5;4,3;4,3;0,0;0,0;29,4;58,8;5,9;5,9
2021;Sudeste;SP;3521150;Ipiguá;Urbana;Estadual;0,0;4,4;43,5;43,5;4,3;4,3;--;--;--;--;--;--;0,0;4,4;43,5;43,5;4,3;4,3;0,0;0,0;29,4;58,8;5,9;5,9
2021;Sudeste;SP;3521150;Ipiguá;Total;Municipal;66,6;16,7;11,1;5,6;0,0;0,0;66,6;16,7;11,1;5,6;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521150;Ipiguá;Urbana;Municipal;66,6;16,7;11,1;5,6;0,0;0,0;66,6;16,7;11,1;5,6;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521150;Ipiguá;Total;Pública;30,0;10,0;30,0;25,0;2,5;2,5;66,6;16,7;11,1;5,6;0,0;0,0;0,0;4,4;43,5;43,5;4,3;4,3;0,0;0,0;29,4;58,8;5,9;5,9
2021;Sudeste;SP;3521150;Ipiguá;Urbana;Pública;30,0;10,0;30,0;25,0;2,5;2,5;66,6;16,7;11,1;5,6;0,0;0,0;0,0;4,4;43,5;43,5;4,3;4,3;0,0;0,0;29,4;58,8;5,9;5,9
2021;Sudeste;SP;3521200;Iporanga;Total;Total;22,2;8,9;6,7;44,4;11,1;6,7;38,4;0,0;0,0;38,5;23,1;0,0;13,1;10,5;7,9;47,4;13,2;7,9;0,0;0,0;15,8;57,9;10,5;15,8
2021;Sudeste;SP;3521200;Iporanga;Urbana;Total;16,6;0,0;0,0;60,0;16,7;6,7;38,4;0,0;0,0;38,5;23,1;0,0;0,0;0,0;0,0;77,8;11,1;11,1;0,0;0,0;15,8;57,9;10,5;15,8
2021;Sudeste;SP;3521200;Iporanga;Rural;Total;17,8;14,3;10,7;28,6;17,9;10,7;--;--;--;--;--;--;17,8;14,3;10,7;28,6;17,9;10,7;--;--;--;--;--;--
2021;Sudeste;SP;3521200;Iporanga;Total;Estadual;0,0;0,0;0,0;73,7;10,5;15,8;--;--;--;--;--;--;0,0;0,0;0,0;73,7;10,5;15,8;0,0;0,0;15,8;57,9;10,5;15,8
2021;Sudeste;SP;3521200;Iporanga;Urbana;Estadual;0,0;0,0;0,0;77,8;11,1;11,1;--;--;--;--;--;--;0,0;0,0;0,0;77,8;11,1;11,1;0,0;0,0;15,8;57,9;10,5;15,8
2021;Sudeste;SP;3521200;Iporanga;Rural;Estadual;0,0;0,0;0,0;33,3;16,7;50,0;--;--;--;--;--;--;0,0;0,0;0,0;33,3;16,7;50,0;--;--;--;--;--;--
2021;Sudeste;SP;3521200;Iporanga;Total;Municipal;33,4;13,3;10,0;30,0;13,3;0,0;38,4;0,0;0,0;38,5;23,1;0,0;22,7;18,2;13,6;27,3;18,2;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3521200;Iporanga;Urbana;Municipal;38,4;0,0;0,0;38,5;23,1;0,0;38,4;0,0;0,0;38,5;23,1;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521200;Iporanga;Rural;Municipal;22,7;18,2;13,6;27,3;18,2;0,0;--;--;--;--;--;--;22,7;18,2;13,6;27,3;18,2;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3521200;Iporanga;Total;Pública;22,2;8,9;6,7;44,4;11,1;6,7;38,4;0,0;0,0;38,5;23,1;0,0;13,1;10,5;7,9;47,4;13,2;7,9;0,0;0,0;15,8;57,9;10,5;15,8
2021;Sudeste;SP;3521200;Iporanga;Urbana;Pública;16,6;0,0;0,0;60,0;16,7;6,7;38,4;0,0;0,0;38,5;23,1;0,0;0,0;0,0;0,0;77,8;11,1;11,1;0,0;0,0;15,8;57,9;10,5;15,8
2021;Sudeste;SP;3521200;Iporanga;Rural;Pública;17,8;14,3;10,7;28,6;17,9;10,7;--;--;--;--;--;--;17,8;14,3;10,7;28,6;17,9;10,7;--;--;--;--;--;--
2021;Sudeste;SP;3521309;Ipuã;Total;Total;23,4;5,8;25,0;34,2;5,8;5,8;29,7;1,5;28,4;28,4;7,5;4,5;11,8;8,8;20,6;41,2;8,8;8,8;0,0;3,7;21,8;41,8;18,2;14,5
2021;Sudeste;SP;3521309;Ipuã;Urbana;Total;23,4;5,8;25,0;34,2;5,8;5,8;29,7;1,5;28,4;28,4;7,5;4,5;11,8;8,8;20,6;41,2;8,8;8,8;0,0;3,7;21,8;41,8;18,2;14,5
2021;Sudeste;SP;3521309;Ipuã;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;20,8;37,5;25,0;16,7
2021;Sudeste;SP;3521309;Ipuã;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;20,8;37,5;25,0;16,7
2021;Sudeste;SP;3521309;Ipuã;Total;Municipal;25,1;6,5;21,7;32,6;6,5;7,6;27,6;1,9;27,8;27,8;9,3;5,6;16,7;10,4;10,4;39,6;10,4;12,5;--;--;--;--;--;--
2021;Sudeste;SP;3521309;Ipuã;Urbana;Municipal;25,1;6,5;21,7;32,6;6,5;7,6;27,6;1,9;27,8;27,8;9,3;5,6;16,7;10,4;10,4;39,6;10,4;12,5;--;--;--;--;--;--
2021;Sudeste;SP;3521309;Ipuã;Total;Privada;13,6;2,7;35,1;35,1;8,1;5,4;29,4;0,0;41,2;23,5;5,9;0,0;0,0;4,0;36,0;44,0;8,0;8,0;0,0;6,0;21,2;42,4;15,2;15,2
2021;Sudeste;SP;3521309;Ipuã;Urbana;Privada;13,6;2,7;35,1;35,1;8,1;5,4;29,4;0,0;41,2;23,5;5,9;0,0;0,0;4,0;36,0;44,0;8,0;8,0;0,0;6,0;21,2;42,4;15,2;15,2
2021;Sudeste;SP;3521309;Ipuã;Total;Pública;25,1;6,5;21,7;32,6;6,5;7,6;27,6;1,9;27,8;27,8;9,3;5,6;16,7;10,4;10,4;39,6;10,4;12,5;0,0;0,0;20,8;37,5;25,0;16,7
2021;Sudeste;SP;3521309;Ipuã;Urbana;Pública;25,1;6,5;21,7;32,6;6,5;7,6;27,6;1,9;27,8;27,8;9,3;5,6;16,7;10,4;10,4;39,6;10,4;12,5;0,0;0,0;20,8;37,5;25,0;16,7
2021;Sudeste;SP;3521408;Iracemápolis;Total;Total;25,5;14,8;12,8;40,9;4,0;2,0;47,4;18,8;7,5;25,0;1,3;0,0;0,0;10,3;18,8;59,4;7,2;4,3;0,0;1,9;5,7;69,8;11,3;11,3
2021;Sudeste;SP;3521408;Iracemápolis;Urbana;Total;25,5;14,8;12,8;40,9;4,0;2,0;47,4;18,8;7,5;25,0;1,3;0,0;0,0;10,3;18,8;59,4;7,2;4,3;0,0;1,9;5,7;69,8;11,3;11,3
2021;Sudeste;SP;3521408;Iracemápolis;Total;Estadual;0,0;10,3;18,8;59,4;7,2;4,3;--;--;--;--;--;--;0,0;10,3;18,8;59,4;7,2;4,3;0,0;1,9;5,7;69,8;11,3;11,3
2021;Sudeste;SP;3521408;Iracemápolis;Urbana;Estadual;0,0;10,3;18,8;59,4;7,2;4,3;--;--;--;--;--;--;0,0;10,3;18,8;59,4;7,2;4,3;0,0;1,9;5,7;69,8;11,3;11,3
2021;Sudeste;SP;3521408;Iracemápolis;Total;Municipal;46,4;19,7;8,5;25,4;0,0;0,0;46,4;19,7;8,5;25,4;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521408;Iracemápolis;Urbana;Municipal;46,4;19,7;8,5;25,4;0,0;0,0;46,4;19,7;8,5;25,4;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521408;Iracemápolis;Total;Privada;55,6;11,1;0,0;22,2;11,1;0,0;55,6;11,1;0,0;22,2;11,1;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521408;Iracemápolis;Urbana;Privada;55,6;11,1;0,0;22,2;11,1;0,0;55,6;11,1;0,0;22,2;11,1;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521408;Iracemápolis;Total;Pública;23,6;15,0;13,6;42,1;3,6;2,1;46,4;19,7;8,5;25,4;0,0;0,0;0,0;10,3;18,8;59,4;7,2;4,3;0,0;1,9;5,7;69,8;11,3;11,3
2021;Sudeste;SP;3521408;Iracemápolis;Urbana;Pública;23,6;15,0;13,6;42,1;3,6;2,1;46,4;19,7;8,5;25,4;0,0;0,0;0,0;10,3;18,8;59,4;7,2;4,3;0,0;1,9;5,7;69,8;11,3;11,3
2021;Sudeste;SP;3521507;Irapuã;Total;Total;14,8;4,3;17,0;36,2;14,9;12,8;31,9;4,5;27,3;22,7;4,5;9,1;0,0;3,6;7,1;42,9;25,0;21,4;0,0;0,0;4,4;47,8;30,4;17,4
2021;Sudeste;SP;3521507;Irapuã;Urbana;Total;14,8;4,3;17,0;36,2;14,9;12,8;31,9;4,5;27,3;22,7;4,5;9,1;0,0;3,6;7,1;42,9;25,0;21,4;0,0;0,0;4,4;47,8;30,4;17,4
2021;Sudeste;SP;3521507;Irapuã;Total;Estadual;0,0;3,6;7,1;42,9;25,0;21,4;--;--;--;--;--;--;0,0;3,6;7,1;42,9;25,0;21,4;0,0;0,0;4,4;47,8;30,4;17,4
2021;Sudeste;SP;3521507;Irapuã;Urbana;Estadual;0,0;3,6;7,1;42,9;25,0;21,4;--;--;--;--;--;--;0,0;3,6;7,1;42,9;25,0;21,4;0,0;0,0;4,4;47,8;30,4;17,4
2021;Sudeste;SP;3521507;Irapuã;Total;Municipal;31,9;4,5;27,3;22,7;4,5;9,1;31,9;4,5;27,3;22,7;4,5;9,1;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521507;Irapuã;Urbana;Municipal;31,9;4,5;27,3;22,7;4,5;9,1;31,9;4,5;27,3;22,7;4,5;9,1;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521507;Irapuã;Total;Pública;14,8;4,3;17,0;36,2;14,9;12,8;31,9;4,5;27,3;22,7;4,5;9,1;0,0;3,6;7,1;42,9;25,0;21,4;0,0;0,0;4,4;47,8;30,4;17,4
2021;Sudeste;SP;3521507;Irapuã;Urbana;Pública;14,8;4,3;17,0;36,2;14,9;12,8;31,9;4,5;27,3;22,7;4,5;9,1;0,0;3,6;7,1;42,9;25,0;21,4;0,0;0,0;4,4;47,8;30,4;17,4
2021;Sudeste;SP;3521606;Irapuru;Total;Total;25,6;7,0;20,9;34,9;9,3;2,3;64,6;11,8;11,8;11,8;0,0;0,0;0,0;3,9;26,9;50,0;15,4;3,8;0,0;4,0;16,0;60,0;16,0;4,0
2021;Sudeste;SP;3521606;Irapuru;Urbana;Total;31,5;5,7;17,1;34,3;11,4;0,0;64,6;11,8;11,8;11,8;0,0;0,0;0,0;0,0;22,2;55,6;22,2;0,0;0,0;0,0;5,9;70,6;23,5;0,0
2021;Sudeste;SP;3521606;Irapuru;Rural;Total;0,0;9,0;27,3;45,5;9,1;9,1;--;--;--;--;--;--;0,0;9,0;27,3;45,5;9,1;9,1;0,0;8,4;25,0;50,0;8,3;8,3
2021;Sudeste;SP;3521606;Irapuru;Total;Estadual;0,0;3,9;26,9;50,0;15,4;3,8;--;--;--;--;--;--;0,0;3,9;26,9;50,0;15,4;3,8;0,0;4,0;16,0;60,0;16,0;4,0
2021;Sudeste;SP;3521606;Irapuru;Urbana;Estadual;0,0;0,0;22,2;55,6;22,2;0,0;--;--;--;--;--;--;0,0;0,0;22,2;55,6;22,2;0,0;0,0;0,0;5,9;70,6;23,5;0,0
2021;Sudeste;SP;3521606;Irapuru;Rural;Estadual;0,0;9,0;27,3;45,5;9,1;9,1;--;--;--;--;--;--;0,0;9,0;27,3;45,5;9,1;9,1;0,0;8,4;25,0;50,0;8,3;8,3
2021;Sudeste;SP;3521606;Irapuru;Total;Municipal;64,6;11,8;11,8;11,8;0,0;0,0;64,6;11,8;11,8;11,8;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521606;Irapuru;Urbana;Municipal;64,6;11,8;11,8;11,8;0,0;0,0;64,6;11,8;11,8;11,8;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521606;Irapuru;Total;Pública;25,6;7,0;20,9;34,9;9,3;2,3;64,6;11,8;11,8;11,8;0,0;0,0;0,0;3,9;26,9;50,0;15,4;3,8;0,0;4,0;16,0;60,0;16,0;4,0
2021;Sudeste;SP;3521606;Irapuru;Urbana;Pública;31,5;5,7;17,1;34,3;11,4;0,0;64,6;11,8;11,8;11,8;0,0;0,0;0,0;0,0;22,2;55,6;22,2;0,0;0,0;0,0;5,9;70,6;23,5;0,0
2021;Sudeste;SP;3521606;Irapuru;Rural;Pública;0,0;9,0;27,3;45,5;9,1;9,1;--;--;--;--;--;--;0,0;9,0;27,3;45,5;9,1;9,1;0,0;8,4;25,0;50,0;8,3;8,3
2021;Sudeste;SP;3521705;Itaberá;Total;Total;19,2;17,3;27,7;27,7;5,8;2,3;37,0;27,2;6,2;25,9;3,7;0,0;2,9;7,8;41,7;34,0;9,7;3,9;0,0;2,4;40,0;40,0;12,9;4,7
2021;Sudeste;SP;3521705;Itaberá;Urbana;Total;15,9;18,5;26,1;30,3;6,7;2,5;31,3;31,4;5,9;27,5;3,9;0,0;4,1;8,2;38,4;34,2;11,0;4,1;0,0;3,3;33,9;42,4;15,3;5,1
2021;Sudeste;SP;3521705;Itaberá;Rural;Total;23,7;13,6;30,5;23,7;3,4;5,1;45,1;19,4;6,5;25,8;3,2;0,0;0,0;6,0;48,5;30,3;6,1;9,1;0,0;0,0;53,6;35,7;7,1;3,6
2021;Sudeste;SP;3521705;Itaberá;Total;Estadual;18,9;19,6;26,1;27,5;5,9;2,0;39,2;29,7;5,4;23,0;2,7;0,0;0,0;9,4;42,4;34,1;10,6;3,5;0,0;2,6;38,7;40,0;14,7;4,0
2021;Sudeste;SP;3521705;Itaberá;Urbana;Estadual;15,4;22,4;23,5;29,6;7,1;2,0;34,1;36,4;4,5;22,7;2,3;0,0;0,0;11,0;38,2;34,5;12,7;3,6;0,0;4,0;30,6;42,9;18,4;4,1
2021;Sudeste;SP;3521705;Itaberá;Rural;Estadual;23,7;13,6;30,5;23,7;3,4;5,1;45,1;19,4;6,5;25,8;3,2;0,0;0,0;6,0;48,5;30,3;6,1;9,1;0,0;0,0;53,6;35,7;7,1;3,6
2021;Sudeste;SP;3521705;Itaberá;Total;Privada;17,5;0,0;39,1;30,4;8,7;4,3;12,5;0,0;25,0;50,0;12,5;0,0;16,6;0,0;38,9;33,3;5,6;5,6;0,0;0,0;41,7;41,7;8,3;8,3
2021;Sudeste;SP;3521705;Itaberá;Urbana;Privada;17,5;0,0;39,1;30,4;8,7;4,3;12,5;0,0;25,0;50,0;12,5;0,0;16,6;0,0;38,9;33,3;5,6;5,6;0,0;0,0;41,7;41,7;8,3;8,3
2021;Sudeste;SP;3521705;Itaberá;Total;Pública;18,9;19,6;26,1;27,5;5,9;2,0;39,2;29,7;5,4;23,0;2,7;0,0;0,0;9,4;42,4;34,1;10,6;3,5;0,0;2,6;38,7;40,0;14,7;4,0
2021;Sudeste;SP;3521705;Itaberá;Urbana;Pública;15,4;22,4;23,5;29,6;7,1;2,0;34,1;36,4;4,5;22,7;2,3;0,0;0,0;11,0;38,2;34,5;12,7;3,6;0,0;4,0;30,6;42,9;18,4;4,1
2021;Sudeste;SP;3521705;Itaberá;Rural;Pública;23,7;13,6;30,5;23,7;3,4;5,1;45,1;19,4;6,5;25,8;3,2;0,0;0,0;6,0;48,5;30,3;6,1;9,1;0,0;0,0;53,6;35,7;7,1;3,6
2021;Sudeste;SP;3521804;Itaí;Total;Total;29,0;8,0;18,5;36,0;5,0;3,5;51,0;6,1;11,4;25,4;2,6;3,5;0,0;8,9;23,8;52,5;8,9;5,9;4,3;2,2;20,7;56,5;10,9;5,4
2021;Sudeste;SP;3521804;Itaí;Urbana;Total;29,0;8,0;18,5;36,0;5,0;3,5;51,0;6,1;11,4;25,4;2,6;3,5;0,0;8,9;23,8;52,5;8,9;5,9;4,3;2,2;20,7;56,5;10,9;5,4
2021;Sudeste;SP;3521804;Itaí;Total;Estadual;0,0;9,7;23,2;50,0;11,0;6,1;--;--;--;--;--;--;0,0;9,7;23,2;50,0;11,0;6,1;0,0;2,9;15,7;61,4;14,3;5,7
2021;Sudeste;SP;3521804;Itaí;Urbana;Estadual;0,0;9,7;23,2;50,0;11,0;6,1;--;--;--;--;--;--;0,0;9,7;23,2;50,0;11,0;6,1;0,0;2,9;15,7;61,4;14,3;5,7
2021;Sudeste;SP;3521804;Itaí;Total;Municipal;54,7;4,0;13,1;22,2;3,0;3,0;54,7;4,0;13,1;22,2;3,0;3,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521804;Itaí;Urbana;Municipal;54,7;4,0;13,1;22,2;3,0;3,0;54,7;4,0;13,1;22,2;3,0;3,0;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3521804;Itaí;Total;Privada;12,4;12,5;18,8;46,9;0,0;9,4;22,2;16,7;5,6;44,4;0,0;11,1;0,0;4,6;22,7;59,1;0,0;13,6;16,0;0,0;32,0;44,0;0,0;8,0
2021;Sudeste;SP;3521804;Itaí;Urbana;Privada;12,4;12,5;18,8;46,9;0,0;9,4;22,2;16,7;5,6;44,4;0,0;11,1;0,0;4,6;22,7;59,1;0,0;13,6;16,0;0,0;32,0;44,0;0,0;8,0
2021;Sudeste;SP;3521804;Itaí;Total;Pública;31,1;6,9;18,4;34,5;5,7;3,4;54,7;4,0;13,1;22,2;3,0;3,0;0,0;9,7;23,2;50,0;11,0;6,1;0,0;2,9;15,7;61,4;14,3;5,7
2021;Sudeste;SP;3521804;Itaí;Urbana;Pública;31,1;6,9;18,4;34,5;5,7;3,4;54,7;4,0;13,1;22,2;3,0;3,0;0,0;9,7;23,2;50,0;11,0;6,1;0,0;2,9;15,7;61,4;14,3;5,7
2021;Sudeste;SP;3521903;Itajobi;Total;Total;29,2;8,7;22,0;28,3;3,9;7,9;49,4;5,3;18,7;20,0;1,3;5,3;0,0;11,5;24,6;42,6;8,2;13,1;0,0;5,0;27,5;35,0;15,0;17,5
2021;Sudeste;SP;3521903;Itajobi;Urbana;Total;29,2;8,7;22,0;28,3;3,9;7,9;49,4;5,3;18,7;20,0;1,3;5,3;0,0;11,5;24,6;42,6;8,2;13,1;0,0;5,0;27,5;35,0;15,0;17,5
2021;Sudeste;SP;3521903;Itajobi;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;25,0;30,0;20,0;25,0
2021;Sudeste;SP;3521903;Itajobi;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;25,0;30,0;20,0;25,0
2021;Sudeste;SP;3521903;Itajobi;Total;Municipal;34,2;4,8;25,7;22,9;4,8;7,6;57,1;1,6;22,2;14,3;1,6;3,2;0,0;8,7;30,4;37,0;10,9;13,0;--;--;--;--;--;--
2021;Sudeste;SP;3521903;Itajobi;Urbana;Municipal;34,2;4,8;25,7;22,9;4,8;7,6;57,1;1,6;22,2;14,3;1,6;3,2;0,0;8,7;30,4;37,0;10,9;13,0;--;--;--;--;--;--
2021;Sudeste;SP;3521903;Itajobi;Total;Privada;3,7;22,2;7,4;51,9;3,7;11,1;7,2;21,4;7,1;42,9;7,1;14,3;0,0;16,6;5,6;61,1;0,0;16,7;0,0;10,0;30,0;40,0;10,0;10,0
2021;Sudeste;SP;3521903;Itajobi;Urbana;Privada;3,7;22,2;7,4;51,9;3,7;11,1;7,2;21,4;7,1;42,9;7,1;14,3;0,0;16,6;5,6;61,1;0,0;16,7;0,0;10,0;30,0;40,0;10,0;10,0
2021;Sudeste;SP;3521903;Itajobi;Total;Pública;34,2;4,8;25,7;22,9;4,8;7,6;57,1;1,6;22,2;14,3;1,6;3,2;0,0;8,7;30,4;37,0;10,9;13,0;0,0;0,0;25,0;30,0;20,0;25,0
2021;Sudeste;SP;3521903;Itajobi;Urbana;Pública;34,2;4,8;25,7;22,9;4,8;7,6;57,1;1,6;22,2;14,3;1,6;3,2;0,0;8,7;30,4;37,0;10,9;13,0;0,0;0,0;25,0;30,0;20,0;25,0
2021;Sudeste;SP;3522000;Itaju;Total;Total;35,2;5,4;5,4;40,5;8,1;5,4;68,3;0,0;5,3;15,8;5,3;5,3;0,0;11,0;5,6;66,7;11,1;5,6;0,0;0,0;12,4;62,5;18,8;6,3
2021;Sudeste;SP;3522000;Itaju;Urbana;Total;35,2;5,4;5,4;40,5;8,1;5,4;68,3;0,0;5,3;15,8;5,3;5,3;0,0;11,0;5,6;66,7;11,1;5,6;0,0;0,0;12,4;62,5;18,8;6,3
2021;Sudeste;SP;3522000;Itaju;Total;Estadual;0,0;11,0;5,6;66,7;11,1;5,6;--;--;--;--;--;--;0,0;11,0;5,6;66,7;11,1;5,6;0,0;0,0;12,4;62,5;18,8;6,3
2021;Sudeste;SP;3522000;Itaju;Urbana;Estadual;0,0;11,0;5,6;66,7;11,1;5,6;--;--;--;--;--;--;0,0;11,0;5,6;66,7;11,1;5,6;0,0;0,0;12,4;62,5;18,8;6,3
2021;Sudeste;SP;3522000;Itaju;Total;Municipal;68,3;0,0;5,3;15,8;5,3;5,3;68,3;0,0;5,3;15,8;5,3;5,3;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3522000;Itaju;Urbana;Municipal;68,3;0,0;5,3;15,8;5,3;5,3;68,3;0,0;5,3;15,8;5,3;5,3;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3522000;Itaju;Total;Pública;35,2;5,4;5,4;40,5;8,1;5,4;68,3;0,0;5,3;15,8;5,3;5,3;0,0;11,0;5,6;66,7;11,1;5,6;0,0;0,0;12,4;62,5;18,8;6,3
2021;Sudeste;SP;3522000;Itaju;Urbana;Pública;35,2;5,4;5,4;40,5;8,1;5,4;68,3;0,0;5,3;15,8;5,3;5,3;0,0;11,0;5,6;66,7;11,1;5,6;0,0;0,0;12,4;62,5;18,8;6,3
2021;Sudeste;SP;3522109;Itanhaém;Total;Total;20,1;21,5;17,9;31,1;5,9;3,5;34,1;22,4;17,9;22,9;2,0;0,7;2,8;17,9;17,9;43,7;11,0;6,7;2,1;5,1;22,2;44,9;16,5;9,2
2021;Sudeste;SP;3522109;Itanhaém;Urbana;Total;19,7;21,4;17,8;31,6;6,0;3,5;34,0;22,5;17,6;23,1;2,1;0,7;2,1;17,9;17,4;44,4;11,3;6,9;2,1;5,1;22,2;44,9;16,5;9,2
2021;Sudeste;SP;3522109;Itanhaém;Rural;Total;33,4;22,2;22,2;22,2;0,0;0,0;30,0;20,0;30,0;20,0;0,0;0,0;25,0;16,7;33,3;25,0;0,0;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3522109;Itanhaém;Total;Estadual;2,6;3,6;4,5;67,0;14,3;8,0;--;--;--;--;--;--;2,6;3,6;4,5;67,0;14,3;8,0;0,0;4,7;19,9;47,5;17,8;10,1
2021;Sudeste;SP;3522109;Itanhaém;Urbana;Estadual;0,0;3,7;3,7;69,2;15,0;8,4;--;--;--;--;--;--;0,0;3,7;3,7;69,2;15,0;8,4;0,0;4,7;19,9;47,5;17,8;10,1
2021;Sudeste;SP;3522109;Itanhaém;Rural;Estadual;60,0;0,0;20,0;20,0;0,0;0,0;--;--;--;--;--;--;60,0;0,0;20,0;20,0;0,0;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3522109;Itanhaém;Total;Municipal;20,5;25,2;18,2;28,2;5,0;2,9;33,0;25,2;16,3;23,5;1,4;0,6;0,0;22,6;20,4;38,7;11,5;6,8;--;--;--;--;--;--
2021;Sudeste;SP;3522109;Itanhaém;Urbana;Municipal;20,4;24,9;18,0;28,7;5,1;2,9;32,9;25,3;15,9;23,8;1,5;0,6;0,0;22,2;19,7;39,3;11,8;7,0;--;--;--;--;--;--
2021;Sudeste;SP;3522109;Itanhaém;Rural;Municipal;23,0;30,8;23,1;23,1;0,0;0,0;30,0;20,0;30,0;20,0;0,0;0,0;0,0;28,5;42,9;28,6;0,0;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3522109;Itanhaém;Total;Privada;27,8;18,4;24,7;19,6;5,7;3,8;37,1;11,7;24,5;21,3;4,3;1,1;10,2;20,2;24,7;29,2;9,0;6,7;15,6;6,7;33,3;31,1;8,9;4,4
2021;Sudeste;SP;3522109;Itanhaém;Urbana;Privada;27,8;18,4;24,7;19,6;5,7;3,8;37,1;11,7;24,5;21,3;4,3;1,1;10,2;20,2;24,7;29,2;9,0;6,7;15,6;6,7;33,3;31,1;8,9;4,4
2021;Sudeste;SP;3522109;Itanhaém;Total;Pública;17,8;21,9;16,2;34,1;6,2;3,8;33,0;25,2;16,3;23,5;1,4;0,6;0,9;16,8;15,6;47,5;11,8;7,4;0,0;4,7;19,9;47,5;17,8;10,1
2021;Sudeste;SP;3522109;Itanhaém;Urbana;Pública;17,3;21,8;15,9;34,8;6,3;3,9;32,9;25,3;15,9;23,8;1,5;0,6;0,0;16,8;14,9;48,5;12,2;7,6;0,0;4,7;19,9;47,5;17,8;10,1
2021;Sudeste;SP;3522109;Itanhaém;Rural;Pública;33,4;22,2;22,2;22,2;0,0;0,0;30,0;20,0;30,0;20,0;0,0;0,0;25,0;16,7;33,3;25,0;0,0;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3522158;Itaoca;Total;Total;27,6;4,3;8,5;27,7;19,1;12,8;55,5;11,1;0,0;16,7;11,1;5,6;9,3;0,0;12,5;31,3;28,1;18,8;3,2;3,2;9,7;32,3;29,0;22,6
2021;Sudeste;SP;3522158;Itaoca;Urbana;Total;28,7;7,1;7,1;21,4;25,0;10,7;53,4;13,3;0,0;20,0;13,3;0,0;0,0;0,0;13,3;20,0;46,7;20,0;0,0;8,4;8,3;16,7;58,3;8,3
2021;Sudeste;SP;3522158;Itaoca;Rural;Total;18,6;0,0;7,4;29,6;22,2;22,2;50,0;0,0;0,0;0,0;25,0;25,0;12,0;0,0;8,0;32,0;24,0;24,0;3,9;0,0;7,7;34,6;26,9;26,9
2021;Sudeste;SP;3522158;Itaoca;Total;Estadual;21,7;0,0;10,8;27,0;24,3;16,2;62,5;0,0;0,0;0,0;25,0;12,5;9,3;0,0;12,5;31,3;28,1;18,8;3,2;3,2;9,7;32,3;29,0;22,6
