NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;EDU_BAS_CAT_1;EDU_BAS_CAT_2;EDU_BAS_CAT_3;EDU_BAS_CAT_4
2021;Sudeste;SP;3541208;Presidente Bernardes;Urbana;Total;0,0;45,5;45,5;9,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Rural;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Total;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Total;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Urbana;Municipal;0,0;40,0;60,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Total;Privada;0,0;40,0;40,0;20,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Urbana;Privada;0,0;40,0;40,0;20,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541208;Presidente Bernardes;Rural;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Total;Total;6,1;27,3;45,5;21,1
2021;Sudeste;SP;3541307;Presidente Epitácio;Urbana;Total;3,1;28,1;46,9;21,9
2021;Sudeste;SP;3541307;Presidente Epitácio;Rural;Total;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Total;Federal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Urbana;Federal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Total;Estadual;0,0;80,0;20,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Urbana;Estadual;0,0;80,0;20,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Total;Municipal;13,3;6,7;53,3;26,7
2021;Sudeste;SP;3541307;Presidente Epitácio;Urbana;Municipal;7,1;7,1;57,1;28,7
2021;Sudeste;SP;3541307;Presidente Epitácio;Rural;Municipal;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Total;Privada;0,0;0,0;57,1;42,9
2021;Sudeste;SP;3541307;Presidente Epitácio;Urbana;Privada;0,0;0,0;57,1;42,9
2021;Sudeste;SP;3541307;Presidente Epitácio;Total;Pública;7,7;34,6;42,3;15,4
2021;Sudeste;SP;3541307;Presidente Epitácio;Urbana;Pública;4,0;36,0;44,0;16,0
2021;Sudeste;SP;3541307;Presidente Epitácio;Rural;Pública;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3541406;Presidente Prudente;Total;Total;7,4;40,7;39,3;12,6
2021;Sudeste;SP;3541406;Presidente Prudente;Urbana;Total;7,6;40,9;39,4;12,1
2021;Sudeste;SP;3541406;Presidente Prudente;Rural;Total;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3541406;Presidente Prudente;Total;Estadual;12,5;53,1;21,9;12,5
2021;Sudeste;SP;3541406;Presidente Prudente;Urbana;Estadual;13,8;55,2;20,7;10,3
2021;Sudeste;SP;3541406;Presidente Prudente;Rural;Estadual;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3541406;Presidente Prudente;Total;Municipal;4,9;60,7;34,4;0,0
2021;Sudeste;SP;3541406;Presidente Prudente;Urbana;Municipal;4,9;60,7;34,4;0,0
2021;Sudeste;SP;3541406;Presidente Prudente;Total;Privada;7,1;2,4;59,5;31,0
2021;Sudeste;SP;3541406;Presidente Prudente;Urbana;Privada;7,1;2,4;59,5;31,0
2021;Sudeste;SP;3541406;Presidente Prudente;Total;Pública;7,5;58,1;30,1;4,3
2021;Sudeste;SP;3541406;Presidente Prudente;Urbana;Pública;7,8;58,9;30,0;3,3
2021;Sudeste;SP;3541406;Presidente Prudente;Rural;Pública;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3541505;Presidente Venceslau;Total;Total;10,7;53,6;28,6;7,1
2021;Sudeste;SP;3541505;Presidente Venceslau;Urbana;Total;7,7;57,7;30,8;3,8
2021;Sudeste;SP;3541505;Presidente Venceslau;Rural;Total;50,0;0,0;0,0;50,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Total;Estadual;0,0;50,0;33,3;16,7
2021;Sudeste;SP;3541505;Presidente Venceslau;Urbana;Estadual;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Rural;Estadual;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Total;Municipal;11,8;64,7;23,5;0,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Urbana;Municipal;6,3;68,8;24,9;0,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Rural;Municipal;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Total;Privada;20,0;20,0;40,0;20,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Urbana;Privada;20,0;20,0;40,0;20,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Total;Pública;8,7;60,9;26,1;4,3
2021;Sudeste;SP;3541505;Presidente Venceslau;Urbana;Pública;4,8;66,7;28,5;0,0
2021;Sudeste;SP;3541505;Presidente Venceslau;Rural;Pública;50,0;0,0;0,0;50,0
2021;Sudeste;SP;3541604;Promissão;Total;Total;10,0;43,3;33,3;13,4
2021;Sudeste;SP;3541604;Promissão;Urbana;Total;7,7;42,3;38,5;11,5
2021;Sudeste;SP;3541604;Promissão;Rural;Total;25,0;50,0;0,0;25,0
2021;Sudeste;SP;3541604;Promissão;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541604;Promissão;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541604;Promissão;Rural;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541604;Promissão;Total;Municipal;17,6;29,4;35,3;17,7
2021;Sudeste;SP;3541604;Promissão;Urbana;Municipal;14,3;28,6;42,9;14,2
2021;Sudeste;SP;3541604;Promissão;Rural;Municipal;33,3;33,3;0,0;33,4
2021;Sudeste;SP;3541604;Promissão;Total;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3541604;Promissão;Urbana;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3541604;Promissão;Total;Pública;12,0;52,0;24,0;12,0
2021;Sudeste;SP;3541604;Promissão;Urbana;Pública;9,5;52,4;28,6;9,5
2021;Sudeste;SP;3541604;Promissão;Rural;Pública;25,0;50,0;0,0;25,0
2021;Sudeste;SP;3541653;Quadra;Total;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3541653;Quadra;Urbana;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3541653;Quadra;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541653;Quadra;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541653;Quadra;Total;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541653;Quadra;Urbana;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541653;Quadra;Total;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3541653;Quadra;Urbana;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3541703;Quatá;Total;Total;0,0;40,0;50,0;10,0
2021;Sudeste;SP;3541703;Quatá;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541703;Quatá;Rural;Total;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3541703;Quatá;Total;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541703;Quatá;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541703;Quatá;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541703;Quatá;Total;Municipal;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3541703;Quatá;Urbana;Municipal;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3541703;Quatá;Total;Privada;0,0;0,0;66,7;33,3
2021;Sudeste;SP;3541703;Quatá;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541703;Quatá;Rural;Privada;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3541703;Quatá;Total;Pública;0,0;57,1;42,9;0,0
2021;Sudeste;SP;3541703;Quatá;Urbana;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3541703;Quatá;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541802;Queiroz;Total;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541802;Queiroz;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541802;Queiroz;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541802;Queiroz;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3541802;Queiroz;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3541802;Queiroz;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3541802;Queiroz;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541802;Queiroz;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3541901;Queluz;Total;Total;0,0;28,6;71,4;0,0
2021;Sudeste;SP;3541901;Queluz;Urbana;Total;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3541901;Queluz;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541901;Queluz;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541901;Queluz;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541901;Queluz;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3541901;Queluz;Urbana;Municipal;0,0;40,0;60,0;0,0
2021;Sudeste;SP;3541901;Queluz;Rural;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3541901;Queluz;Total;Pública;0,0;28,6;71,4;0,0
2021;Sudeste;SP;3541901;Queluz;Urbana;Pública;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3541901;Queluz;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542008;Quintana;Total;Total;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Urbana;Total;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Total;Municipal;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Urbana;Municipal;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Total;Privada;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Urbana;Privada;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Total;Pública;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3542008;Quintana;Urbana;Pública;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3542107;Rafard;Total;Total;16,7;50,0;33,3;0,0
2021;Sudeste;SP;3542107;Rafard;Urbana;Total;16,7;50,0;33,3;0,0
2021;Sudeste;SP;3542107;Rafard;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542107;Rafard;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542107;Rafard;Total;Municipal;20,0;40,0;40,0;0,0
2021;Sudeste;SP;3542107;Rafard;Urbana;Municipal;20,0;40,0;40,0;0,0
2021;Sudeste;SP;3542107;Rafard;Total;Pública;16,7;50,0;33,3;0,0
2021;Sudeste;SP;3542107;Rafard;Urbana;Pública;16,7;50,0;33,3;0,0
2021;Sudeste;SP;3542206;Rancharia;Total;Total;21,9;56,3;21,8;0,0
2021;Sudeste;SP;3542206;Rancharia;Urbana;Total;21,9;56,3;21,8;0,0
2021;Sudeste;SP;3542206;Rancharia;Total;Estadual;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3542206;Rancharia;Urbana;Estadual;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3542206;Rancharia;Total;Municipal;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3542206;Rancharia;Urbana;Municipal;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3542206;Rancharia;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542206;Rancharia;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542206;Rancharia;Total;Pública;25,9;66,7;7,4;0,0
2021;Sudeste;SP;3542206;Rancharia;Urbana;Pública;25,9;66,7;7,4;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Total;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542305;Redenção da Serra;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542404;Regente Feijó;Total;Total;0,0;33,3;52,4;14,3
2021;Sudeste;SP;3542404;Regente Feijó;Urbana;Total;0,0;33,3;52,4;14,3
2021;Sudeste;SP;3542404;Regente Feijó;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542404;Regente Feijó;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542404;Regente Feijó;Total;Municipal;0,0;28,6;50,0;21,4
2021;Sudeste;SP;3542404;Regente Feijó;Urbana;Municipal;0,0;28,6;50,0;21,4
2021;Sudeste;SP;3542404;Regente Feijó;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542404;Regente Feijó;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542404;Regente Feijó;Total;Pública;0,0;41,2;41,2;17,6
2021;Sudeste;SP;3542404;Regente Feijó;Urbana;Pública;0,0;41,2;41,2;17,6
2021;Sudeste;SP;3542503;Reginópolis;Total;Total;0,0;14,3;57,1;28,6
2021;Sudeste;SP;3542503;Reginópolis;Urbana;Total;0,0;20,0;40,0;40,0
2021;Sudeste;SP;3542503;Reginópolis;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542503;Reginópolis;Total;Estadual;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3542503;Reginópolis;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542503;Reginópolis;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542503;Reginópolis;Total;Municipal;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3542503;Reginópolis;Urbana;Municipal;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3542503;Reginópolis;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542503;Reginópolis;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542503;Reginópolis;Total;Pública;0,0;16,7;50,0;33,3
2021;Sudeste;SP;3542503;Reginópolis;Urbana;Pública;0,0;25,0;25,0;50,0
2021;Sudeste;SP;3542503;Reginópolis;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542602;Registro;Total;Total;10,8;46,2;32,3;10,7
2021;Sudeste;SP;3542602;Registro;Urbana;Total;9,4;43,4;34,0;13,2
2021;Sudeste;SP;3542602;Registro;Rural;Total;16,7;58,3;25,0;0,0
2021;Sudeste;SP;3542602;Registro;Total;Federal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542602;Registro;Urbana;Federal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3542602;Registro;Total;Estadual;6,3;62,5;18,8;12,4
2021;Sudeste;SP;3542602;Registro;Urbana;Estadual;0,0;72,7;9,1;18,2
2021;Sudeste;SP;3542602;Registro;Rural;Estadual;20,0;40,0;40,0;0,0
2021;Sudeste;SP;3542602;Registro;Total;Municipal;10,5;47,4;39,5;2,6
2021;Sudeste;SP;3542602;Registro;Urbana;Municipal;9,7;41,9;45,2;3,2
2021;Sudeste;SP;3542602;Registro;Rural;Municipal;14,3;71,4;14,3;0,0
2021;Sudeste;SP;3542602;Registro;Total;Privada;20,0;20,0;20,0;40,0
2021;Sudeste;SP;3542602;Registro;Urbana;Privada;20,0;20,0;20,0;40,0
2021;Sudeste;SP;3542602;Registro;Total;Pública;9,1;50,9;34,5;5,5
2021;Sudeste;SP;3542602;Registro;Urbana;Pública;7,0;48,8;37,2;7,0
2021;Sudeste;SP;3542602;Registro;Rural;Pública;16,7;58,3;25,0;0,0
2021;Sudeste;SP;3542701;Restinga;Total;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542701;Restinga;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542701;Restinga;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542701;Restinga;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542701;Restinga;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3542701;Restinga;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3542701;Restinga;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542701;Restinga;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Total;Total;33,3;50,0;16,7;0,0
2021;Sudeste;SP;3542800;Ribeira;Urbana;Total;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Rural;Total;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3542800;Ribeira;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Rural;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Total;Municipal;50,0;25,0;25,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Urbana;Municipal;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Rural;Municipal;50,0;0,0;50,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Total;Pública;33,3;50,0;16,7;0,0
2021;Sudeste;SP;3542800;Ribeira;Urbana;Pública;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3542800;Ribeira;Rural;Pública;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3542909;Ribeirão Bonito;Total;Total;0,0;23,1;30,8;46,1
2021;Sudeste;SP;3542909;Ribeirão Bonito;Urbana;Total;0,0;23,1;30,8;46,1
2021;Sudeste;SP;3542909;Ribeirão Bonito;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542909;Ribeirão Bonito;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3542909;Ribeirão Bonito;Total;Municipal;0,0;11,1;44,4;44,5
2021;Sudeste;SP;3542909;Ribeirão Bonito;Urbana;Municipal;0,0;11,1;44,4;44,5
2021;Sudeste;SP;3542909;Ribeirão Bonito;Total;Privada;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3542909;Ribeirão Bonito;Urbana;Privada;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3542909;Ribeirão Bonito;Total;Pública;0,0;20,0;40,0;40,0
2021;Sudeste;SP;3542909;Ribeirão Bonito;Urbana;Pública;0,0;20,0;40,0;40,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Total;Total;5,3;52,6;42,1;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Rural;Total;14,3;57,1;28,6;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Total;Estadual;16,7;83,3;0,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Rural;Estadual;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Total;Municipal;0,0;38,5;61,5;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Urbana;Municipal;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Rural;Municipal;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Total;Pública;5,3;52,6;42,1;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3543006;Ribeirão Branco;Rural;Pública;14,3;57,1;28,6;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Total;Total;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Urbana;Total;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Total;Pública;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543105;Ribeirão Corrente;Urbana;Pública;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543204;Ribeirão do Sul;Total;Total;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3543204;Ribeirão do Sul;Urbana;Total;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3543204;Ribeirão do Sul;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3543204;Ribeirão do Sul;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3543204;Ribeirão do Sul;Total;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3543204;Ribeirão do Sul;Urbana;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3543204;Ribeirão do Sul;Total;Pública;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3543204;Ribeirão do Sul;Urbana;Pública;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Total;Total;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Urbana;Total;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Total;Pública;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543238;Ribeirão dos Índios;Urbana;Pública;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Total;Total;21,4;57,1;14,3;7,2
2021;Sudeste;SP;3543253;Ribeirão Grande;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Rural;Total;30,0;60,0;0,0;10,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Rural;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Total;Municipal;27,3;45,5;18,2;9,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Rural;Municipal;37,5;50,0;0,0;12,5
2021;Sudeste;SP;3543253;Ribeirão Grande;Total;Pública;21,4;57,1;14,3;7,2
2021;Sudeste;SP;3543253;Ribeirão Grande;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3543253;Ribeirão Grande;Rural;Pública;30,0;60,0;0,0;10,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Total;Total;6,0;45,2;40,5;8,3
2021;Sudeste;SP;3543303;Ribeirão Pires;Urbana;Total;6,0;45,2;40,5;8,3
2021;Sudeste;SP;3543303;Ribeirão Pires;Total;Estadual;3,2;74,2;22,6;0,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Urbana;Estadual;3,2;74,2;22,6;0,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Total;Municipal;9,1;36,4;45,5;9,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Urbana;Municipal;9,1;36,4;45,5;9,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Total;Privada;5,0;15,0;60,0;20,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Urbana;Privada;5,0;15,0;60,0;20,0
2021;Sudeste;SP;3543303;Ribeirão Pires;Total;Pública;6,3;54,7;34,4;4,6
2021;Sudeste;SP;3543303;Ribeirão Pires;Urbana;Pública;6,3;54,7;34,4;4,6
2021;Sudeste;SP;3543402;Ribeirão Preto;Total;Total;3,9;40,5;40,2;15,4
2021;Sudeste;SP;3543402;Ribeirão Preto;Urbana;Total;3,6;40,6;40,3;15,5
2021;Sudeste;SP;3543402;Ribeirão Preto;Rural;Total;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3543402;Ribeirão Preto;Total;Estadual;6,5;80,5;13,0;0,0
2021;Sudeste;SP;3543402;Ribeirão Preto;Urbana;Estadual;5,4;82,4;12,2;0,0
2021;Sudeste;SP;3543402;Ribeirão Preto;Rural;Estadual;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3543402;Ribeirão Preto;Total;Municipal;3,8;47,2;32,1;16,9
2021;Sudeste;SP;3543402;Ribeirão Preto;Urbana;Municipal;3,8;47,2;32,1;16,9
2021;Sudeste;SP;3543402;Ribeirão Preto;Total;Privada;2,8;19,4;56,7;21,1
2021;Sudeste;SP;3543402;Ribeirão Preto;Urbana;Privada;2,8;19,4;56,7;21,1
2021;Sudeste;SP;3543402;Ribeirão Preto;Total;Pública;4,9;61,2;24,0;9,9
2021;Sudeste;SP;3543402;Ribeirão Preto;Urbana;Pública;4,4;61,7;23,9;10,0
2021;Sudeste;SP;3543402;Ribeirão Preto;Rural;Pública;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3543501;Riversul;Total;Total;0,0;28,6;57,1;14,3
2021;Sudeste;SP;3543501;Riversul;Urbana;Total;0,0;16,7;66,7;16,6
