CO_MUNICIPIO;TXT_1_CAT1_CATMED;TXT_1_CAT2_CATMED;EVASAO_MED;TDI_MED_CAT_0;TDI_MED_01_CAT_0;TDI_MED_02_CAT_0;TDI_MED_03_CAT_0;IED_MED_CAT_1;IED_MED_CAT_2;IED_MED_CAT_3;IED_MED_CAT_4;IED_MED_CAT_5;IED_MED_CAT_6;TX_1_CAT_MED;TX_2_CAT_MED;TX_3_CAT_MED;TNR_4_CAT_MED;ATU_MED_CAT_0;IRD_EDU_BAS_CAT_1;IRD_EDU_BAS_CAT_2;IRD_EDU_BAS_CAT_3;IRD_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_1;ICG_EDU_BAS_CAT_2;ICG_EDU_BAS_CAT_3;ICG_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_5;ICG_EDU_BAS_CAT_6;AFD_MED_CAT_1;AFD_MED_CAT_2;AFD_MED_CAT_3;AFD_MED_CAT_4;AFD_MED_CAT_5;pib_2021
3506508;97.0;1.1;1.5;6.3;6.5;7.4;5.1;0.6;8.4;20.5;54.3;10.3;5.9;98.7;0.8;0.5;0.6;32.4;5.0;41.7;43.3;10.0;36.5;17.5;19.0;19.0;4.8;3.2;72.1;1.8;26.1;0.0;0.0;3947388
3506607;97.6;0.0;1.7;9.6;11.9;7.7;8.8;0.0;5.5;16.4;63.0;9.6;5.5;91.3;2.6;6.1;0.9;32.0;5.3;15.8;52.6;26.3;25.0;40.0;20.0;5.0;10.0;0.0;76.0;0.3;23.7;0.0;0.0;971016
3506706;97.7;0.0;1.3;15.8;17.2;15.2;15.1;0.0;7.5;25.9;29.6;25.9;11.1;100.0;0.0;0.0;0.2;29.9;0.0;0.0;90.0;10.0;10.0;40.0;30.0;0.0;20.0;0.0;74.0;0.0;26.0;0.0;0.0;380753
3506805;85.4;1.5;12.8;12.1;14.9;9.7;11.3;0.0;2.0;32.7;36.7;20.4;8.2;86.8;0.0;13.2;1.0;24.8;11.1;22.2;22.2;44.5;40.0;40.0;0.0;0.0;20.0;0.0;64.1;0.0;35.9;0.0;0.0;281964
3506904;88.6;0.6;7.3;21.6;17.5;28.6;17.2;0.0;7.5;33.3;25.9;22.2;11.1;98.6;0.0;1.4;10.1;24.2;11.1;22.2;66.7;0.0;40.0;20.0;20.0;0.0;10.0;10.0;47.6;0.0;52.4;0.0;0.0;212434
3507001;97.8;1.2;0.7;10.1;6.3;13.1;11.2;0.0;9.7;28.2;46.3;12.4;3.4;88.3;11.1;0.6;1.1;30.9;2.0;18.4;65.3;14.3;30.2;37.7;17.0;9.4;5.7;0.0;69.1;3.1;27.8;0.0;0.0;3393229
3507100;95.5;1.6;2.9;13.3;13.4;12.3;14.4;0.0;3.0;24.6;53.6;14.5;4.3;99.4;0.0;0.6;4.2;35.2;0.0;6.3;81.3;12.4;12.5;56.3;6.3;12.5;12.4;0.0;71.5;1.5;27.0;0.0;0.0;1463036
3507159;93.8;0.0;6.2;8.8;10.6;9.3;3.1;0.0;0.0;9.6;71.4;19.0;0.0;98.7;0.0;1.3;2.5;22.9;0.0;100.0;0.0;0.0;0.0;75.0;0.0;25.0;0.0;0.0;68.8;0.0;31.2;0.0;0.0;63857
3507209;100.0;0.0;0.0;3.4;0.0;8.3;0.0;7.6;7.7;46.2;15.4;23.1;0.0;100.0;0.0;0.0;0.0;9.7;33.3;33.3;33.4;0.0;66.7;33.3;0.0;0.0;0.0;0.0;80.0;0.0;20.0;0.0;0.0;74195
3507308;97.5;0.6;1.9;10.8;12.3;10.5;9.3;0.0;4.0;76.0;8.0;12.0;0.0;97.6;0.0;2.4;4.0;25.1;0.0;25.0;50.0;25.0;25.0;50.0;0.0;25.0;0.0;0.0;58.3;0.0;41.7;0.0;0.0;519153
3507407;98.6;0.5;0.9;3.1;3.1;5.1;1.8;0.0;3.3;20.0;63.3;6.7;6.7;99.7;0.0;0.3;1.8;29.3;0.0;40.0;50.0;10.0;54.5;18.2;9.1;9.1;9.1;0.0;71.9;0.0;28.1;0.0;0.0;518182
3507456;96.2;3.8;0.0;17.0;17.9;19.4;13.5;0.0;9.1;63.6;27.3;0.0;0.0;100.0;0.0;0.0;0.9;18.7;0.0;75.0;0.0;25.0;0.0;50.0;50.0;0.0;0.0;0.0;69.1;0.0;30.9;0.0;0.0;73943
3507506;93.1;3.5;2.9;14.2;15.2;14.0;13.2;0.0;4.6;32.5;51.3;9.5;2.1;95.8;1.5;2.7;1.6;30.1;6.6;31.1;45.3;17.0;36.7;35.8;12.5;15.0;0.0;0.0;77.2;0.4;21.8;0.3;0.3;5979359
3507605;96.9;0.3;2.5;11.6;10.9;15.6;9.0;0.5;10.1;34.0;44.7;7.4;3.3;97.6;0.3;2.1;1.5;33.6;3.3;30.8;60.0;5.9;12.4;58.1;10.1;16.3;3.1;0.0;72.2;3.1;24.5;0.2;0.0;7954300
3507704;94.0;3.3;2.7;10.0;11.1;10.4;7.7;0.0;0.0;21.7;60.9;17.4;0.0;98.0;0.0;2.0;1.9;25.0;0.0;40.0;40.0;20.0;40.0;40.0;0.0;20.0;0.0;0.0;68.6;1.4;30.0;0.0;0.0;120687
3507753;92.2;2.2;5.6;12.2;21.9;10.8;0.0;0.0;0.0;0.0;83.4;8.3;8.3;100.0;0.0;0.0;5.6;30.0;0.0;33.3;33.3;33.4;33.3;33.3;0.0;33.4;0.0;0.0;52.9;0.0;47.1;0.0;0.0;75675
3507803;93.8;2.5;3.7;16.9;18.2;18.7;13.9;5.3;3.4;20.7;53.4;8.6;8.6;85.6;0.1;14.3;0.4;28.8;20.0;33.3;46.7;0.0;42.1;21.1;26.3;10.5;0.0;0.0;64.9;0.0;34.1;0.0;1.0;894831
3507902;96.0;1.2;2.8;9.9;15.3;9.3;4.8;0.0;4.4;14.7;57.4;13.2;10.3;98.3;0.2;1.5;1.0;31.4;5.3;26.3;42.1;26.3;42.1;21.1;15.8;15.8;5.2;0.0;71.9;0.0;28.1;0.0;0.0;1123987
