CO_MUNICIPIO;TXT_1_CAT1_CATMED;TXT_1_CAT2_CATMED;EVASAO_MED;TDI_MED_CAT_0;TDI_MED_01_CAT_0;TDI_MED_02_CAT_0;TDI_MED_03_CAT_0;IED_MED_CAT_1;IED_MED_CAT_2;IED_MED_CAT_3;IED_MED_CAT_4;IED_MED_CAT_5;IED_MED_CAT_6;TX_1_CAT_MED;TX_2_CAT_MED;TX_3_CAT_MED;TNR_4_CAT_MED;ATU_MED_CAT_0;IRD_EDU_BAS_CAT_1;IRD_EDU_BAS_CAT_2;IRD_EDU_BAS_CAT_3;IRD_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_1;ICG_EDU_BAS_CAT_2;ICG_EDU_BAS_CAT_3;ICG_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_5;ICG_EDU_BAS_CAT_6;AFD_MED_CAT_1;AFD_MED_CAT_2;AFD_MED_CAT_3;AFD_MED_CAT_4;AFD_MED_CAT_5;pib_2021
3517901;98.2;0.6;0.6;7.9;7.7;6.6;9.4;0.0;0.0;25.0;25.0;15.0;35.0;100.0;0.0;0.0;4.5;31.5;0.0;0.0;100.0;0.0;42.9;14.3;0.0;0.0;42.8;0.0;65.3;0.0;34.7;0.0;0.0;375453
3518008;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;14.3;0.0;25.0;50.0;25.0;75.0;25.0;0.0;0.0;0.0;0.0;83.3;0.0;16.7;0.0;0.0;37040
3518107;94.7;0.8;4.5;16.4;21.0;21.9;7.7;0.0;0.0;14.2;76.2;4.8;4.8;92.5;0.0;7.5;0.7;20.9;33.3;50.0;16.7;0.0;57.1;14.3;0.0;14.3;14.3;0.0;79.7;0.0;20.3;0.0;0.0;196319
3518206;94.8;0.1;4.5;4.3;4.4;6.0;2.6;0.0;3.8;44.9;36.4;14.0;0.9;99.9;0.0;0.1;1.2;32.6;0.0;15.4;38.5;46.1;7.7;61.5;11.5;11.5;7.8;0.0;70.4;0.0;28.8;0.0;0.8;1199678
3518305;97.7;0.2;1.5;9.2;11.0;10.2;6.0;2.2;2.1;23.2;57.7;12.7;2.1;96.6;0.3;3.1;2.1;26.0;3.2;67.7;25.8;3.3;12.1;48.5;18.2;15.2;6.0;0.0;66.7;0.8;32.5;0.0;0.0;1546741
3518404;92.0;3.5;2.2;14.4;17.6;14.4;10.4;0.2;8.5;26.1;42.6;14.4;8.2;93.9;3.6;2.5;0.7;28.8;5.0;46.3;32.5;16.2;29.4;27.1;20.0;17.6;5.9;0.0;71.8;0.9;26.7;0.0;0.6;7877882
3518503;89.8;8.1;1.8;12.3;11.5;15.0;9.3;0.0;2.8;5.7;68.6;14.3;8.6;86.2;0.0;13.8;0.3;25.6;8.3;25.0;16.7;50.0;33.3;33.3;25.0;0.0;8.4;0.0;80.1;0.0;19.9;0.0;0.0;313681
3518602;97.1;0.8;1.4;12.4;13.4;12.0;11.5;0.0;9.3;23.4;35.2;21.9;10.2;99.2;0.1;0.7;0.8;30.7;4.0;60.0;20.0;16.0;6.9;62.1;17.2;6.9;6.9;0.0;72.9;1.7;24.9;0.5;0.0;1135134
3518701;96.0;1.3;2.0;16.6;16.3;17.1;16.2;0.2;3.3;17.3;53.7;16.0;9.5;91.3;0.9;7.8;1.8;34.4;10.5;42.8;42.8;3.9;28.5;38.4;13.4;12.2;5.2;2.3;64.4;1.4;33.3;0.6;0.3;10494252
3518800;95.4;1.5;2.5;10.9;10.7;12.2;9.5;0.3;6.3;26.4;50.6;11.6;4.8;94.6;2.3;3.1;0.8;33.3;4.3;45.2;43.8;6.7;13.5;36.7;19.1;21.9;5.0;3.8;77.1;0.7;21.8;0.2;0.2;77376467
3518859;92.3;1.1;5.7;14.4;25.0;9.0;10.9;0.0;5.9;11.8;41.2;17.6;23.5;89.5;10.1;0.4;0.4;28.6;0.0;14.3;85.7;0.0;37.5;37.5;0.0;12.5;12.5;0.0;71.7;0.0;28.3;0.0;0.0;245363
3518909;96.6;0.0;2.7;4.2;3.8;5.0;4.1;11.8;17.6;0.0;64.7;5.9;0.0;99.3;0.0;0.7;1.4;28.4;0.0;66.7;33.3;0.0;0.0;75.0;0.0;25.0;0.0;0.0;52.5;0.0;47.5;0.0;0.0;93585
3519006;93.1;0.0;5.8;3.9;4.1;6.8;1.2;0.0;15.0;55.0;20.0;5.0;5.0;100.0;0.0;0.0;0.4;31.8;0.0;25.0;50.0;25.0;40.0;20.0;0.0;0.0;40.0;0.0;81.1;0.0;18.9;0.0;0.0;355955
3519055;96.3;0.5;1.4;7.0;8.8;8.2;3.1;0.0;5.4;30.4;37.5;19.6;7.1;98.6;0.0;1.4;2.4;27.9;12.5;43.8;31.3;12.4;47.1;29.4;11.8;0.0;11.7;0.0;69.2;0.0;30.1;0.7;0.0;1463401
3519071;96.6;1.5;1.4;8.7;9.6;10.9;5.8;0.0;10.5;22.9;50.2;10.6;5.8;95.5;1.7;2.8;1.9;33.5;3.8;49.5;44.8;1.9;10.9;45.4;15.1;21.0;5.0;2.6;72.1;1.6;25.6;0.7;0.0;18377822
3519105;95.4;2.0;2.6;9.6;10.9;14.2;3.0;0.0;6.2;25.0;37.5;6.3;25.0;92.0;1.5;6.5;0.9;34.4;0.0;42.9;42.9;14.2;12.5;62.5;25.0;0.0;0.0;0.0;61.7;0.0;38.3;0.0;0.0;658010
3519204;93.0;2.8;2.8;9.7;6.4;13.1;8.7;0.0;0.0;10.7;50.0;21.4;17.9;94.5;5.5;0.0;2.7;25.7;25.0;50.0;0.0;25.0;25.0;50.0;0.0;0.0;25.0;0.0;80.7;0.0;19.3;0.0;0.0;316795
3519253;98.9;0.6;0.5;23.3;29.9;20.8;13.2;2.2;8.9;46.7;22.2;13.3;6.7;95.7;0.0;4.3;14.1;14.5;0.0;60.0;40.0;0.0;10.0;50.0;20.0;10.0;10.0;0.0;70.2;1.2;28.6;0.0;0.0;168922
3519303;95.5;1.6;2.0;7.9;11.1;8.4;4.2;0.0;0.7;29.7;48.6;15.2;5.8;97.4;1.0;1.6;1.0;29.8;13.6;68.2;13.6;4.6;12.5;45.8;12.5;12.5;16.7;0.0;78.3;0.0;21.7;0.0;0.0;1159253
3519402;96.0;0.0;1.0;10.5;10.8;10.8;10.0;0.0;6.7;20.0;26.7;13.3;33.3;100.0;0.0;0.0;0.9;31.3;0.0;66.7;33.3;0.0;25.0;37.5;12.5;12.5;0.0;12.5;56.4;0.0;43.6;0.0;0.0;318126
3519501;97.8;0.0;0.0;15.1;12.9;21.8;9.5;0.0;3.7;3.7;55.6;29.6;7.4;92.6;2.7;4.7;5.1;26.5;40.0;0.0;60.0;0.0;50.0;33.3;0.0;0.0;16.7;0.0;85.9;0.0;14.1;0.0;0.0;244614
3519600;93.5;1.7;4.5;8.5;7.6;10.1;7.5;0.0;9.7;28.0;50.0;9.1;3.2;93.8;0.5;5.7;2.9;29.8;0.0;25.6;51.3;23.1;38.5;28.2;15.4;12.8;5.1;0.0;71.7;0.0;27.9;0.4;0.0;1965223
3519709;94.1;1.7;3.7;10.7;11.4;10.5;9.7;0.4;5.4;30.9;51.0;6.9;5.4;96.5;0.0;3.5;1.1;30.9;17.5;50.0;30.0;2.5;21.4;52.4;10.7;14.3;0.0;1.2;70.3;0.3;29.4;0.0;0.0;2370586
3519808;88.9;1.0;6.5;17.5;21.0;13.3;17.1;0.0;10.0;15.0;25.0;25.0;25.0;98.5;0.5;1.0;9.1;23.4;0.0;57.1;42.9;0.0;25.0;50.0;12.5;12.5;0.0;0.0;82.1;0.0;17.9;0.0;0.0;209289
3519907;99.6;0.0;0.4;2.0;3.4;0.0;1.3;0.0;4.6;9.1;68.2;13.6;4.5;99.6;0.0;0.4;0.8;28.3;0.0;0.0;100.0;0.0;0.0;66.7;0.0;0.0;33.3;0.0;63.0;0.0;37.0;0.0;0.0;434356
3520004;94.9;1.9;3.0;8.1;7.9;10.3;6.7;0.0;0.0;15.6;51.7;24.1;8.6;96.3;0.0;3.7;0.4;28.7;0.0;21.4;78.6;0.0;20.0;53.3;13.3;13.4;0.0;0.0;70.1;0.0;29.9;0.0;0.0;381185
3520103;92.5;6.2;0.9;18.4;21.8;17.4;15.2;0.0;9.3;26.7;38.4;12.8;12.8;97.7;1.5;0.8;1.9;32.3;9.1;22.7;54.5;13.7;43.5;30.4;4.3;17.4;4.4;0.0;61.2;0.0;36.9;1.9;0.0;1299637
3520202;84.2;2.2;11.0;5.7;8.4;5.0;4.5;0.0;0.0;14.3;42.9;25.7;17.1;97.8;0.0;2.2;1.4;24.4;40.0;20.0;30.0;10.0;60.0;10.0;20.0;0.0;10.0;0.0;84.0;0.6;15.4;0.0;0.0;240165
3520301;94.1;3.8;1.0;7.1;7.2;8.6;5.3;0.0;9.2;29.0;42.0;14.5;5.3;96.8;2.9;0.3;0.7;29.5;26.5;47.1;23.5;2.9;32.4;32.4;14.7;8.8;11.7;0.0;75.1;1.9;23.0;0.0;0.0;1588620
3520400;95.4;1.2;3.0;10.5;12.1;13.1;6.9;2.1;15.5;45.4;21.6;11.3;4.1;99.0;0.2;0.8;3.9;28.5;57.5;32.5;10.0;0.0;43.5;15.2;28.3;8.7;4.3;0.0;67.2;2.4;30.4;0.0;0.0;13956618
3520426;96.7;0.8;1.3;12.4;11.0;22.8;4.2;0.0;7.7;26.9;38.5;23.1;3.8;98.9;0.5;0.6;3.1;30.5;25.0;33.3;41.7;0.0;66.7;8.3;8.3;0.0;16.7;0.0;73.1;0.0;26.9;0.0;0.0;1363561
3520442;93.6;3.6;1.1;8.2;9.2;9.6;5.4;0.8;10.7;43.4;36.1;4.1;4.9;97.0;2.6;0.4;2.6;28.0;4.8;28.6;47.6;19.0;42.9;33.3;4.8;14.3;0.0;4.7;76.9;4.0;18.4;0.0;0.7;706075
3520509;97.7;0.8;1.2;11.7;11.2;13.5;10.5;0.3;4.3;34.7;46.8;9.4;4.5;92.6;1.0;6.4;1.0;34.5;5.8;36.7;48.2;9.3;36.9;32.9;10.1;14.8;4.0;1.3;75.1;1.2;23.6;0.0;0.1;22817117
3520608;96.9;0.0;3.1;10.4;14.6;7.9;9.1;0.0;0.0;6.2;87.5;0.0;6.3;95.6;4.4;0.0;0.0;33.5;0.0;66.7;33.3;0.0;33.3;0.0;33.3;33.4;0.0;0.0;62.5;0.0;37.5;0.0;0.0;86968
3520707;98.7;1.3;0.0;6.7;12.8;3.2;0.0;0.0;20.0;80.0;0.0;0.0;0.0;100.0;0.0;0.0;4.5;22.3;0.0;50.0;50.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;70.8;0.0;29.2;0.0;0.0;111103
3520806;95.8;0.0;4.2;6.5;9.4;3.0;8.3;0.0;0.0;14.3;61.9;19.0;4.8;98.6;1.4;0.0;1.3;12.8;25.0;25.0;0.0;50.0;25.0;25.0;0.0;25.0;25.0;0.0;71.4;0.0;28.6;0.0;0.0;136681
3520905;93.8;2.8;0.6;14.3;22.4;13.0;4.9;3.2;6.3;30.2;39.7;14.3;6.3;97.8;2.2;0.0;0.8;26.6;0.0;16.7;66.7;16.6;16.7;8.3;41.7;16.7;16.6;0.0;82.7;0.0;17.3;0.0;0.0;499099
3521002;95.7;0.4;2.7;16.6;20.0;17.2;11.9;0.0;6.8;16.9;37.3;25.4;13.6;94.0;0.0;6.0;1.2;34.5;0.0;15.0;75.0;10.0;20.0;10.0;50.0;0.0;20.0;0.0;73.1;0.8;26.1;0.0;0.0;969694
3521101;95.4;0.4;4.2;10.3;10.1;8.3;13.6;0.0;47.0;5.9;29.4;11.8;5.9;99.1;0.0;0.9;1.7;29.0;0.0;60.0;40.0;0.0;16.7;66.7;0.0;16.6;0.0;0.0;53.2;0.0;46.8;0.0;0.0;947912
3521150;96.0;0.6;3.4;13.7;11.7;16.9;13.0;0.0;0.0;29.4;58.8;5.9;5.9;87.1;5.9;7.0;3.1;31.7;0.0;33.3;66.7;0.0;0.0;66.7;0.0;33.3;0.0;0.0;86.1;5.6;8.3;0.0;0.0;124259
3521200;99.0;0.0;1.0;11.9;19.0;9.3;10.4;0.0;0.0;15.8;57.9;10.5;15.8;98.4;0.0;1.6;0.5;32.3;38.5;46.2;7.7;7.6;56.3;18.8;18.8;6.1;0.0;0.0;80.6;0.0;19.4;0.0;0.0;63459
3521309;95.5;1.0;0.7;18.2;24.5;14.4;13.0;0.0;3.7;21.8;41.8;18.2;14.5;99.1;0.9;0.0;1.7;26.6;17.6;29.4;41.2;11.8;44.4;22.2;11.1;11.1;11.2;0.0;66.8;1.2;32.0;0.0;0.0;442715
3521408;96.1;1.0;0.7;7.2;5.7;11.8;4.5;0.0;1.9;5.7;69.8;11.3;11.3;90.7;0.0;9.3;0.7;37.9;0.0;35.7;57.1;7.2;42.9;14.3;21.4;7.1;14.3;0.0;74.7;4.4;20.0;0.0;0.9;2127925
3521507;92.3;0.6;5.9;6.1;7.6;8.0;2.0;0.0;0.0;4.4;47.8;30.4;17.4;96.7;0.0;3.3;5.7;27.5;0.0;25.0;75.0;0.0;25.0;25.0;0.0;0.0;50.0;0.0;58.6;0.0;41.4;0.0;0.0;186223
3521606;93.8;0.8;0.8;15.0;23.9;9.4;2.1;0.0;4.0;16.0;60.0;16.0;4.0;94.6;4.8;0.6;8.3;23.3;0.0;42.9;42.9;14.2;14.3;57.1;14.3;0.0;14.3;0.0;72.9;4.2;22.9;0.0;0.0;109595
3521705;96.7;1.2;1.9;5.1;5.1;5.9;4.3;0.0;2.4;40.0;40.0;12.9;4.7;98.9;0.0;1.1;1.7;22.5;0.0;61.1;33.3;5.6;22.2;44.4;5.6;16.7;5.6;5.5;66.2;0.0;33.8;0.0;0.0;1016119
3521804;91.5;0.5;7.1;3.9;4.6;4.7;2.1;4.3;2.2;20.7;56.5;10.9;5.4;98.2;0.1;1.7;0.6;27.6;0.0;33.3;40.0;26.7;12.5;50.0;6.3;25.0;6.2;0.0;71.8;0.0;28.2;0.0;0.0;924897
3521903;98.6;0.0;1.0;15.0;9.8;17.7;17.9;0.0;5.0;27.5;35.0;15.0;17.5;99.3;0.0;0.7;3.6;29.3;9.1;18.2;63.6;9.1;36.4;27.3;27.3;9.0;0.0;0.0;84.3;0.0;15.7;0.0;0.0;935220
3522000;95.0;0.8;3.3;9.5;10.2;6.1;14.3;0.0;0.0;12.4;62.5;18.8;6.3;93.8;0.0;6.2;0.8;21.0;0.0;25.0;50.0;25.0;25.0;25.0;0.0;50.0;0.0;0.0;76.5;0.0;23.5;0.0;0.0;232257
3522109;97.2;1.5;0.9;17.2;16.6;18.3;16.4;2.1;5.1;22.2;44.9;16.5;9.2;98.4;0.9;0.7;1.5;32.9;3.1;39.1;46.9;10.9;12.9;21.4;44.3;15.7;5.7;0.0;68.6;0.4;30.7;0.1;0.2;2369275
3522158;99.3;0.0;0.7;7.4;2.0;10.0;10.5;3.2;3.2;9.7;32.3;29.0;22.6;99.3;0.0;0.7;0.7;16.6;42.9;57.1;0.0;0.0;62.5;0.0;0.0;25.0;12.5;0.0;60.4;0.0;39.6;0.0;0.0;53345
3522208;97.0;0.6;1.9;10.3;11.2;11.7;8.2;0.3;7.3;29.7;48.8;11.1;2.8;96.5;0.9;2.6;1.0;29.9;9.0;45.1;39.3;6.6;19.8;51.1;6.1;16.0;6.1;0.9;73.4;1.2;25.2;0.0;0.2;4909299
3522307;94.0;2.8;1.7;10.5;11.9;11.0;8.7;0.1;11.4;26.1;50.3;7.8;4.3;93.9;1.3;4.8;0.8;31.6;10.3;29.4;54.0;6.3;23.9;42.5;5.2;22.4;4.5;1.5;72.9;1.6;25.2;0.3;0.0;6359723
3522406;94.6;2.5;2.7;5.3;6.0;5.1;4.5;0.7;13.5;28.1;35.8;16.1;5.8;99.1;0.3;0.6;3.0;28.4;4.0;33.3;58.7;4.0;5.3;52.6;28.9;9.2;4.0;0.0;66.9;1.3;30.9;0.4;0.5;3788992
3522505;97.5;0.9;1.4;12.7;13.0;12.3;12.7;0.2;3.5;19.5;49.7;17.5;9.6;96.2;1.0;2.8;0.8;36.0;2.1;38.9;50.5;8.5;5.3;50.5;15.8;25.3;1.1;2.0;72.5;0.5;27.0;0.0;0.0;12854995
3522604;95.0;1.8;2.6;17.2;18.5;19.3;14.1;0.5;9.5;23.2;48.1;13.3;5.4;96.2;1.1;2.7;2.2;26.4;13.8;36.2;37.9;12.1;17.9;56.7;3.0;17.9;4.5;0.0;75.3;0.0;24.7;0.0;0.0;4756331
3522653;94.9;0.5;3.6;5.0;6.0;1.1;11.4;0.0;8.3;8.3;54.2;25.0;4.2;97.5;0.0;2.5;1.0;24.9;0.0;42.9;57.1;0.0;50.0;25.0;12.5;0.0;12.5;0.0;62.1;0.0;37.9;0.0;0.0;52590
3522703;98.9;0.3;0.8;7.2;8.6;5.5;7.4;0.0;2.2;41.5;37.8;13.3;5.2;99.8;0.0;0.2;0.8;31.2;6.7;30.0;30.0;33.3;20.0;40.0;20.0;13.3;0.0;6.7;67.3;2.0;30.0;0.7;0.0;1630820
3522802;94.0;1.4;3.9;8.9;8.5;9.4;9.0;0.0;10.3;22.1;42.6;22.1;2.9;90.8;1.1;8.1;1.5;21.5;20.0;20.0;53.3;6.7;31.3;25.0;18.8;18.8;6.1;0.0;66.7;0.0;31.7;0.0;1.6;305514
3522901;90.5;0.9;8.3;12.5;18.4;13.7;4.8;0.0;0.0;22.6;64.5;12.9;0.0;93.4;0.0;6.6;0.3;31.3;0.0;25.0;50.0;25.0;55.6;11.1;11.1;0.0;22.2;0.0;61.7;0.0;38.3;0.0;0.0;1003729
3523008;95.0;1.0;4.0;9.9;13.2;10.0;4.5;0.0;0.0;20.0;53.3;26.7;0.0;97.8;1.5;0.7;3.5;28.4;0.0;25.0;75.0;0.0;0.0;50.0;0.0;25.0;0.0;25.0;57.9;0.0;42.1;0.0;0.0;104628
3523107;96.1;2.2;1.1;14.5;20.4;12.1;12.0;0.2;4.4;17.3;54.5;16.8;6.8;95.4;2.8;1.8;0.7;34.4;12.6;29.6;45.3;12.5;10.2;42.8;14.4;19.3;6.4;6.9;77.9;0.9;20.9;0.0;0.3;9519618
3523206;94.5;1.5;3.3;13.0;13.0;13.6;12.5;0.0;4.4;35.2;43.4;10.4;6.6;92.5;2.4;5.1;1.3;30.6;2.8;47.2;38.9;11.1;30.8;12.8;38.5;15.4;2.5;0.0;78.7;0.5;20.8;0.0;0.0;1182424
3523305;93.3;0.8;4.8;14.4;15.9;15.4;10.6;0.0;10.4;22.4;37.9;20.7;8.6;98.8;1.2;0.0;3.3;27.7;12.5;43.8;37.5;6.2;43.8;25.0;0.0;12.5;12.5;6.2;67.8;0.4;31.8;0.0;0.0;438980
3523404;94.8;1.3;3.2;10.8;11.1;12.5;8.6;0.9;9.4;33.8;39.5;9.0;7.4;97.3;0.5;2.2;1.3;30.6;3.7;13.4;65.9;17.0;12.1;44.0;26.4;11.0;6.5;0.0;70.2;3.2;26.2;0.4;0.0;8245498
3523503;88.7;1.1;6.7;14.3;19.5;14.3;5.9;0.0;2.4;7.1;66.7;16.7;7.1;89.3;4.8;5.9;1.8;32.1;12.5;18.8;56.3;12.4;38.9;33.3;11.1;5.6;11.1;0.0;78.9;0.0;21.1;0.0;0.0;396660
3523602;94.9;0.5;1.9;7.4;6.0;8.8;7.9;0.0;0.0;8.6;51.4;25.7;14.3;100.0;0.0;0.0;0.7;32.2;0.0;40.0;60.0;0.0;36.4;18.2;0.0;18.2;27.2;0.0;68.2;8.4;23.4;0.0;0.0;1273184
3523701;94.9;1.6;3.5;20.9;21.2;14.8;27.5;3.9;0.0;11.5;50.0;26.9;7.7;97.4;0.0;2.6;0.4;29.3;0.0;75.0;25.0;0.0;25.0;50.0;0.0;25.0;0.0;0.0;81.7;0.0;18.3;0.0;0.0;161835
3523800;91.3;0.0;7.5;19.2;14.8;18.3;26.1;0.0;4.1;4.2;50.0;16.7;25.0;99.4;0.0;0.6;1.2;27.8;0.0;40.0;60.0;0.0;42.9;28.6;14.3;0.0;14.2;0.0;87.1;0.0;12.9;0.0;0.0;198366
3523909;96.5;1.2;1.8;12.5;13.4;12.1;11.9;0.0;8.1;19.8;56.8;9.9;5.4;92.9;4.0;3.1;1.3;31.6;10.5;54.4;33.3;1.8;31.5;43.5;6.5;16.9;0.0;1.6;67.3;2.5;29.2;1.0;0.0;10540813
3524006;94.1;0.8;4.5;14.6;11.3;18.4;13.9;0.5;3.8;13.7;63.4;15.3;3.3;94.9;0.0;5.1;0.6;30.9;0.0;55.8;41.9;2.3;35.4;31.3;10.4;16.7;4.2;2.0;67.9;0.7;29.3;1.0;1.1;8423279
3524105;90.1;2.5;5.3;13.9;18.9;13.5;8.2;0.9;2.5;27.0;50.8;13.1;5.7;96.9;1.2;1.9;2.6;32.4;0.0;22.2;66.7;11.1;37.9;27.6;13.8;10.3;10.4;0.0;65.1;1.2;30.5;3.2;0.0;1907193
3524204;90.4;0.0;7.0;23.8;33.9;16.7;19.1;0.0;0.0;60.0;40.0;0.0;0.0;99.4;0.0;0.6;1.9;26.7;0.0;40.0;60.0;0.0;40.0;40.0;20.0;0.0;0.0;0.0;65.3;0.0;34.7;0.0;0.0;153278
3524303;96.4;1.0;2.1;10.2;9.6;11.0;10.0;0.4;4.6;37.2;42.2;9.6;6.0;98.2;1.1;0.7;0.3;28.1;0.0;49.1;40.0;10.9;40.0;28.3;13.3;13.3;5.1;0.0;72.1;1.7;21.9;4.3;0.0;3601183
3524402;96.2;1.5;1.7;7.8;9.5;9.1;4.3;0.2;10.0;29.5;45.3;9.9;5.1;96.2;1.7;2.1;0.8;30.4;24.8;47.7;26.8;0.7;24.4;37.5;11.9;17.3;8.3;0.6;72.9;2.0;24.7;0.4;0.0;16094435
3524501;95.3;0.5;4.2;15.3;12.0;17.6;17.6;0.0;11.1;0.0;55.6;33.3;0.0;100.0;0.0;0.0;2.9;33.7;0.0;20.0;20.0;60.0;40.0;40.0;0.0;20.0;0.0;0.0;78.1;0.0;21.9;0.0;0.0;676808
3524600;96.4;0.4;2.8;10.8;12.3;14.2;6.7;0.0;3.0;9.4;56.3;12.5;18.8;100.0;0.0;0.0;3.0;34.8;52.2;39.1;4.3;4.4;47.8;39.1;8.7;0.0;4.4;0.0;63.7;0.0;36.3;0.0;0.0;531089
3524709;93.7;1.7;4.5;10.6;10.5;10.3;10.9;0.7;8.7;38.9;35.6;12.1;4.0;91.2;2.9;5.9;4.7;32.5;21.7;52.2;26.1;0.0;37.3;31.4;23.5;5.9;1.9;0.0;74.2;0.1;23.9;0.4;1.4;13981302
3524808;97.6;0.5;1.7;5.1;7.1;4.4;4.0;0.0;6.2;38.6;43.2;9.5;2.5;99.0;0.6;0.4;1.1;29.5;0.0;36.4;45.5;18.1;4.5;18.2;45.5;22.7;4.5;4.6;69.0;0.4;30.2;0.4;0.0;1982125
3524907;97.3;0.5;1.6;19.9;28.0;20.3;4.8;0.0;0.0;7.2;57.1;14.3;21.4;95.5;0.0;4.5;0.0;25.9;0.0;50.0;50.0;0.0;0.0;50.0;0.0;25.0;25.0;0.0;82.3;0.0;17.7;0.0;0.0;352904
3525003;98.4;0.7;0.7;12.5;11.0;14.4;12.3;0.0;6.2;34.1;37.7;14.2;7.8;96.4;1.3;2.3;0.5;34.4;11.0;61.6;23.3;4.1;38.0;24.1;15.2;19.0;1.3;2.4;72.1;0.6;27.3;0.0;0.0;4908360
3525102;92.3;2.0;4.1;13.4;15.4;13.7;10.5;0.0;5.9;35.9;36.9;12.6;8.7;92.0;0.1;7.9;1.7;32.2;2.9;37.1;51.4;8.6;27.8;30.6;22.2;13.9;2.8;2.7;72.6;2.7;24.7;0.0;0.0;1580760
3525201;96.8;0.1;2.7;11.9;12.7;13.3;8.3;2.6;4.2;23.7;49.2;12.7;7.6;96.2;0.2;3.6;2.0;32.4;0.0;42.3;57.7;0.0;22.2;44.4;7.4;18.5;3.7;3.8;66.1;1.4;32.5;0.0;0.0;2997400
3525300;96.8;0.3;2.5;10.6;13.0;11.1;7.6;0.2;6.1;44.7;33.2;8.6;7.2;95.3;0.4;4.3;0.6;33.6;4.7;37.4;49.5;8.4;35.1;43.0;5.3;12.3;3.5;0.8;76.9;0.7;21.3;0.4;0.7;5582395
3525409;96.0;0.8;3.2;23.3;24.2;25.0;20.6;0.0;0.0;7.2;50.0;21.4;21.4;100.0;0.0;0.0;0.9;17.2;0.0;20.0;40.0;40.0;20.0;40.0;40.0;0.0;0.0;0.0;53.6;0.0;46.4;0.0;0.0;168937
3525508;93.1;0.2;6.7;7.4;11.5;4.3;6.1;0.0;0.0;26.3;63.2;10.5;0.0;87.2;0.0;12.8;0.5;32.6;9.1;9.1;27.3;54.5;45.5;27.3;9.1;9.1;9.0;0.0;91.6;0.0;8.4;0.0;0.0;261558
3525607;94.6;0.0;4.5;6.3;2.2;10.7;7.7;0.0;23.1;0.0;76.9;0.0;0.0;94.4;0.0;5.6;0.9;22.4;0.0;100.0;0.0;0.0;0.0;66.7;0.0;33.3;0.0;0.0;73.3;0.0;26.7;0.0;0.0;148675
3525706;95.9;1.9;1.4;8.2;6.7;11.0;7.4;1.7;6.9;21.6;38.8;15.5;15.5;98.5;0.0;1.5;1.0;29.9;8.0;56.0;20.0;16.0;18.5;48.1;3.7;22.2;7.5;0.0;69.7;0.0;30.3;0.0;0.0;1381751
3525805;95.5;0.0;2.8;1.4;5.1;0.0;0.0;0.0;0.0;10.5;57.9;15.8;15.8;99.3;0.7;0.0;0.7;29.4;0.0;25.0;50.0;25.0;0.0;75.0;0.0;0.0;25.0;0.0;52.8;0.0;47.2;0.0;0.0;58843
3525854;88.2;0.0;3.2;13.9;16.3;21.6;0.0;0.0;4.9;19.0;57.1;9.5;9.5;97.2;0.9;1.9;4.5;18.0;0.0;50.0;50.0;0.0;50.0;0.0;25.0;25.0;0.0;0.0;62.9;0.0;37.1;0.0;0.0;214000
3525904;97.9;0.8;1.2;7.0;7.3;7.2;6.3;0.0;7.6;29.0;49.4;10.2;3.8;97.4;1.3;1.3;1.0;31.8;9.4;44.1;42.3;4.2;38.0;31.9;8.9;19.8;0.3;1.1;71.9;1.7;26.2;0.1;0.1;57670893
3526001;97.0;0.7;0.7;9.0;9.1;10.5;7.1;0.0;3.2;24.2;50.0;11.3;11.3;99.5;0.5;0.0;3.0;33.4;0.0;9.1;81.8;9.1;41.7;8.3;33.3;8.3;0.0;8.4;74.0;0.0;26.0;0.0;0.0;807879
3526100;95.1;2.4;1.9;5.5;8.9;6.3;1.4;1.0;7.0;37.0;40.0;9.0;6.0;98.7;0.7;0.6;4.1;25.7;25.0;30.0;40.0;5.0;27.3;45.5;9.1;9.1;4.5;4.5;76.0;0.0;19.1;3.3;1.6;366459
3526209;97.5;0.0;2.3;8.9;8.3;9.5;9.2;0.0;10.1;24.5;54.5;7.3;3.6;99.4;0.0;0.6;0.6;27.8;3.6;53.6;32.1;10.7;20.0;43.3;16.7;13.3;6.7;0.0;76.2;0.0;23.8;0.0;0.0;573997
3526308;94.3;1.7;2.9;8.0;7.5;5.1;11.8;0.0;4.2;16.7;58.3;12.5;8.3;98.8;0.6;0.6;0.0;27.2;0.0;0.0;100.0;0.0;0.0;66.7;0.0;0.0;33.3;0.0;76.4;0.0;23.6;0.0;0.0;73967
3526407;92.0;4.2;2.0;17.3;19.3;21.6;10.0;0.0;4.4;21.7;44.9;17.4;11.6;99.4;0.6;0.0;3.8;32.0;0.0;23.8;57.1;19.1;26.1;39.1;17.4;8.7;8.7;0.0;71.0;2.3;26.7;0.0;0.0;1411101
