Unnamed: 4;NU_ANO_CENSO;CO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;ED_INF_CAT_1;ED_INF_CAT_2;ED_INF_CAT_3;ED_INF_CAT_4;ED_INF_CAT_5;ED_INF_CAT_0;FUN_CAT_0;MED_CAT_0;EDU_BAS_CAT_5;EDU_BAS_CAT_6;FUN_CAT_1;FUN_CAT_2;FUN_CAT_3;FUN_CAT_4;FUN_CAT_5;FUN_CAT_6;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;EDU_BAS_CAT_1;EDU_BAS_CAT_2;EDU_BAS_CAT_3;EDU_BAS_CAT_4;NO_REGIAO;SG_UF;NO_MUNICIPIO;ED_BAS_CAT1;ED_BAS_CAT2;ED_BAS_CAT3;ED_BAS_CAT4;ED_BAS_CAT5;ED_BAS_CAT6;ED_BAS_CAT7;ED_BAS_CAT8;ED_BAS_CAT9
;2021;3532157;Total;Municipal;50,0;0,0;14,3;0,0;35,7;16,7;19,4;--;0,0;0,0;50,1;8,3;25,0;8,3;8,3;0,0;50,1;8,3;25,0;8,3;8,3;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;0,0;50,0;Sudeste;SP;Nantes;23.0;82,6;3.056,71;3.708,06;3.633,63;4.090,33;658,51;30,0;4.844,84
;2021;3532157;Urbana;Municipal;50,0;0,0;14,3;0,0;35,7;16,7;19,4;--;0,0;0,0;50,1;8,3;25,0;8,3;8,3;0,0;50,1;8,3;25,0;8,3;8,3;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;0,0;50,0;;;;;;;;;;;;
;2021;3532157;Total;Pública;50,0;0,0;14,3;0,0;35,7;16,7;22,0;23,3;0,0;0,0;24,0;8,0;44,0;12,0;8,0;4,0;50,1;8,3;25,0;8,3;8,3;0,0;0,0;7,2;57,1;14,3;14,3;7,1;0,0;0,0;57,2;14,3;21,4;7,1;0,0;66,7;0,0;33,3;;;;;;;;;;;;
;2021;3532157;Urbana;Pública;50,0;0,0;14,3;0,0;35,7;16,7;22,0;23,3;0,0;0,0;24,0;8,0;44,0;12,0;8,0;4,0;50,1;8,3;25,0;8,3;8,3;0,0;0,0;7,2;57,1;14,3;14,3;7,1;0,0;0,0;57,2;14,3;21,4;7,1;0,0;66,7;0,0;33,3;;;;;;;;;;;;
;2021;3532207;Total;Total;86,7;0,0;11,7;0,0;1,6;15,9;23,8;17,0;0,0;0,0;22,3;15,6;24,4;33,3;0,0;4,4;35,7;7,1;25,0;28,6;0,0;3,6;0,0;25,0;20,0;45,0;0,0;10,0;0,0;0,0;5,6;44,4;44,4;5,6;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532207;Urbana;Total;86,7;0,0;11,7;0,0;1,6;15,9;23,8;17,0;0,0;0,0;22,3;15,6;24,4;33,3;0,0;4,4;35,7;7,1;25,0;28,6;0,0;3,6;0,0;25,0;20,0;45,0;0,0;10,0;0,0;0,0;5,6;44,4;44,4;5,6;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532207;Total;Estadual;--;--;--;--;--;--;--;17,0;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;5,6;44,4;44,4;5,6;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532207;Urbana;Estadual;--;--;--;--;--;--;--;17,0;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;5,6;44,4;44,4;5,6;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532207;Total;Municipal;86,7;0,0;11,7;0,0;1,6;15,9;23,8;--;0,0;0,0;22,3;15,6;24,4;33,3;0,0;4,4;35,7;7,1;25,0;28,6;0,0;3,6;0,0;25,0;20,0;45,0;0,0;10,0;--;--;--;--;--;--;0,0;100,0;0,0;0,0;Sudeste;SP;Narandiba;65.0;95,4;2.281,92;2.683,88;2.620,29;2.992,96;706,95;31,7;3.302,30
;2021;3532207;Urbana;Municipal;86,7;0,0;11,7;0,0;1,6;15,9;23,8;--;0,0;0,0;22,3;15,6;24,4;33,3;0,0;4,4;35,7;7,1;25,0;28,6;0,0;3,6;0,0;25,0;20,0;45,0;0,0;10,0;--;--;--;--;--;--;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532207;Total;Pública;86,7;0,0;11,7;0,0;1,6;15,9;23,8;17,0;0,0;0,0;22,3;15,6;24,4;33,3;0,0;4,4;35,7;7,1;25,0;28,6;0,0;3,6;0,0;25,0;20,0;45,0;0,0;10,0;0,0;0,0;5,6;44,4;44,4;5,6;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532207;Urbana;Pública;86,7;0,0;11,7;0,0;1,6;15,9;23,8;17,0;0,0;0,0;22,3;15,6;24,4;33,3;0,0;4,4;35,7;7,1;25,0;28,6;0,0;3,6;0,0;25,0;20,0;45,0;0,0;10,0;0,0;0,0;5,6;44,4;44,4;5,6;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532306;Total;Total;51,3;0,0;48,7;0,0;0,0;11,6;16,9;15,7;14,2;0,0;29,8;5,4;16,2;35,1;10,8;2,7;56,6;10,0;0,0;16,7;10,0;6,7;9,8;2,0;23,5;47,1;13,7;3,9;0,0;2,7;13,5;67,6;13,5;2,7;14,3;28,6;57,1;0,0;;;;;;;;;;;;
;2021;3532306;Urbana;Total;50,0;0,0;50,0;0,0;0,0;12,2;20,0;18,2;33,3;0,0;27,5;7,5;7,5;40,0;12,5;5,0;61,1;11,1;0,0;11,1;5,6;11,1;0,0;4,1;12,5;62,5;16,7;4,2;0,0;4,0;4,0;68,0;20,0;4,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3532306;Rural;Total;53,3;0,0;46,7;0,0;0,0;11,0;14,1;8,0;0,0;0,0;29,8;2,7;24,3;27,0;10,8;5,4;42,9;7,1;0,0;21,4;14,3;14,3;17,3;0,0;31,0;31,0;13,8;6,9;0,0;0,0;33,3;66,7;0,0;0,0;25,0;50,0;25,0;0,0;;;;;;;;;;;;
;2021;3532306;Total;Estadual;--;--;--;--;--;--;17,2;15,7;50,0;0,0;0,0;2,9;20,6;61,8;11,8;2,9;--;--;--;--;--;--;0,0;2,9;20,6;61,8;11,8;2,9;0,0;2,7;13,5;67,6;13,5;2,7;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3532306;Urbana;Estadual;--;--;--;--;--;--;20,1;18,2;100,0;0,0;0,0;4,1;12,5;62,5;16,7;4,2;--;--;--;--;--;--;0,0;4,1;12,5;62,5;16,7;4,2;0,0;4,0;4,0;68,0;20,0;4,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3532306;Rural;Estadual;--;--;--;--;--;--;10,0;8,0;0,0;0,0;0,0;0,0;40,0;60,0;0,0;0,0;--;--;--;--;--;--;0,0;0,0;40,0;60,0;0,0;0,0;0,0;0,0;33,3;66,7;0,0;0,0;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532306;Total;Municipal;51,3;0,0;48,7;0,0;0,0;11,6;16,8;--;0,0;0,0;51,1;7,0;11,6;14,0;11,6;4,7;56,6;10,0;0,0;16,7;10,0;6,7;26,3;0,0;26,3;15,8;21,1;10,5;--;--;--;--;--;--;20,0;20,0;60,0;0,0;Sudeste;SP;Natividade da Serra;53.0;100,0;2.184,35;2.662,06;2.766,62;3.079,78;750,98;31,9;3.468,31
;2021;3532306;Urbana;Municipal;50,0;0,0;50,0;0,0;0,0;12,2;19,9;--;0,0;0,0;61,1;11,1;0,0;11,1;5,6;11,1;61,1;11,1;0,0;11,1;5,6;11,1;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3532306;Rural;Municipal;53,3;0,0;46,7;0,0;0,0;11,0;14,9;--;0,0;0,0;40,8;3,7;18,5;14,8;14,8;7,4;42,9;7,1;0,0;21,4;14,3;14,3;26,3;0,0;26,3;15,8;21,1;10,5;--;--;--;--;--;--;33,3;33,3;33,4;0,0;;;;;;;;;;;;
;2021;3532306;Total;Pública;51,3;0,0;48,7;0,0;0,0;11,6;16,9;15,7;14,2;0,0;29,8;5,4;16,2;35,1;10,8;2,7;56,6;10,0;0,0;16,7;10,0;6,7;9,8;2,0;23,5;47,1;13,7;3,9;0,0;2,7;13,5;67,6;13,5;2,7;14,3;28,6;57,1;0,0;;;;;;;;;;;;
;2021;3532306;Urbana;Pública;50,0;0,0;50,0;0,0;0,0;12,2;20,0;18,2;33,3;0,0;27,5;7,5;7,5;40,0;12,5;5,0;61,1;11,1;0,0;11,1;5,6;11,1;0,0;4,1;12,5;62,5;16,7;4,2;0,0;4,0;4,0;68,0;20,0;4,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3532306;Rural;Pública;53,3;0,0;46,7;0,0;0,0;11,0;14,1;8,0;0,0;0,0;29,8;2,7;24,3;27,0;10,8;5,4;42,9;7,1;0,0;21,4;14,3;14,3;17,3;0,0;31,0;31,0;13,8;6,9;0,0;0,0;33,3;66,7;0,0;0,0;25,0;50,0;25,0;0,0;;;;;;;;;;;;
;2021;3532405;Total;Total;79,8;0,0;19,2;0,0;1,0;13,4;25,4;25,9;5,0;0,0;13,9;15,4;24,5;39,9;4,2;2,1;33,4;25,0;10,0;28,3;0,0;3,3;0,0;7,9;33,0;50,0;6,8;2,3;0,0;5,3;30,3;53,9;7,9;2,6;10,0;65,0;25,0;0,0;;;;;;;;;;;;
;2021;3532405;Urbana;Total;88,8;0,0;10,0;0,0;1,2;13,4;25,3;29,6;8,3;0,0;19,7;15,1;27,9;29,1;4,7;3,5;37,0;19,6;13,0;26,1;0,0;4,3;0,0;10,0;45,0;32,5;10,0;2,5;0,0;8,2;29,7;45,9;13,5;2,7;0,0;58,3;41,7;0,0;;;;;;;;;;;;
;2021;3532405;Rural;Total;50,0;0,0;50,0;0,0;0,0;13,3;25,7;22,5;0,0;0,0;4,6;13,6;18,2;56,1;4,5;3,0;18,7;37,5;0,0;37,5;0,0;6,3;0,0;5,6;22,6;64,2;5,7;1,9;0,0;2,2;26,7;60,0;6,7;4,4;25,0;75,0;0,0;0,0;;;;;;;;;;;;
;2021;3532405;Total;Estadual;--;--;--;--;--;--;27,3;25,9;16,6;0,0;2,1;13,3;29,6;46,9;6,1;2,0;13,3;40,0;0,0;40,0;0,0;6,7;0,0;7,9;33,0;50,0;6,8;2,3;0,0;5,3;30,3;53,9;7,9;2,6;0,0;83,3;16,7;0,0;;;;;;;;;;;;
;2021;3532405;Urbana;Estadual;--;--;--;--;--;--;29,4;29,6;33,3;0,0;2,0;16,7;37,5;31,3;8,3;4,2;12,5;50,0;0,0;25,0;0,0;12,5;0,0;10,0;45,0;32,5;10,0;2,5;0,0;8,2;29,7;45,9;13,5;2,7;0,0;66,7;33,3;0,0;;;;;;;;;;;;
;2021;3532405;Rural;Estadual;--;--;--;--;--;--;25,4;22,5;0,0;0,0;1,6;8,8;21,1;61,4;5,3;1,8;14,3;28,6;0,0;57,1;0,0;0,0;0,0;5,6;22,6;64,2;5,7;1,9;0,0;2,2;26,7;60,0;6,7;4,4;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532405;Total;Municipal;80,4;0,0;18,6;0,0;1,0;13,6;25,3;--;0,0;0,0;40,5;21,4;9,5;26,2;0,0;2,4;40,5;21,4;9,5;26,2;0,0;2,4;--;--;--;--;--;--;--;--;--;--;--;--;15,4;61,5;23,1;0,0;Sudeste;SP;Nazaré Paulista;118.0;100,0;2.711,49;3.753,51;3.655,69;4.366,67;755,52;30,0;4.874,25
;2021;3532405;Urbana;Municipal;89,7;0,0;9,0;0,0;1,3;13,7;24,9;--;0,0;0,0;44,1;14,7;11,8;29,4;0,0;0,0;44,1;14,7;11,8;29,4;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;62,5;37,5;0,0;;;;;;;;;;;;
;2021;3532405;Rural;Municipal;50,0;0,0;50,0;0,0;0,0;13,3;26,8;--;0,0;0,0;22,3;44,4;0,0;22,2;0,0;11,1;22,3;44,4;0,0;22,2;0,0;11,1;--;--;--;--;--;--;--;--;--;--;--;--;40,0;60,0;0,0;0,0;;;;;;;;;;;;
;2021;3532405;Total;Privada;50,0;0,0;50,0;0,0;0,0;3,0;5,0;--;0,0;0,0;25,0;0,0;50,0;0,0;0,0;25,0;25,0;0,0;50,0;0,0;0,0;25,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3532405;Urbana;Privada;50,0;0,0;50,0;0,0;0,0;3,0;5,0;--;0,0;0,0;25,0;0,0;50,0;0,0;0,0;25,0;25,0;0,0;50,0;0,0;0,0;25,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3532405;Total;Pública;80,4;0,0;18,6;0,0;1,0;13,6;26,4;25,9;5,2;0,0;13,6;15,7;23,6;40,7;4,3;2,1;33,4;26,3;7,0;29,8;0,0;3,5;0,0;7,9;33,0;50,0;6,8;2,3;0,0;5,3;30,3;53,9;7,9;2,6;10,5;68,4;21,1;0,0;;;;;;;;;;;;
;2021;3532405;Urbana;Pública;89,7;0,0;9,0;0,0;1,3;13,7;26,8;29,6;9,0;0,0;19,5;15,9;26,8;30,5;4,9;2,4;38,1;21,4;9,5;28,6;0,0;2,4;0,0;10,0;45,0;32,5;10,0;2,5;0,0;8,2;29,7;45,9;13,5;2,7;0,0;63,6;36,4;0,0;;;;;;;;;;;;
;2021;3532405;Rural;Pública;50,0;0,0;50,0;0,0;0,0;13,3;25,7;22,5;0,0;0,0;4,6;13,6;18,2;56,1;4,5;3,0;18,7;37,5;0,0;37,5;0,0;6,3;0,0;5,6;22,6;64,2;5,7;1,9;0,0;2,2;26,7;60,0;6,7;4,4;25,0;75,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Total;Total;93,3;0,0;4,4;2,3;0,0;18,2;23,0;30,8;0,0;0,0;19,3;7,0;22,8;38,6;10,5;1,8;35,5;3,2;32,3;22,6;3,2;3,2;0,0;11,6;11,5;57,7;19,2;0,0;0,0;3,9;7,7;61,5;23,1;3,8;40,0;60,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Urbana;Total;93,3;0,0;4,4;2,3;0,0;18,2;23,0;30,8;0,0;0,0;19,3;7,0;22,8;38,6;10,5;1,8;35,5;3,2;32,3;22,6;3,2;3,2;0,0;11,6;11,5;57,7;19,2;0,0;0,0;3,9;7,7;61,5;23,1;3,8;40,0;60,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Total;Estadual;--;--;--;--;--;--;30,8;30,8;0,0;0,0;0,0;11,6;11,5;57,7;19,2;0,0;--;--;--;--;--;--;0,0;11,6;11,5;57,7;19,2;0,0;0,0;3,9;7,7;61,5;23,1;3,8;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Urbana;Estadual;--;--;--;--;--;--;30,8;30,8;0,0;0,0;0,0;11,6;11,5;57,7;19,2;0,0;--;--;--;--;--;--;0,0;11,6;11,5;57,7;19,2;0,0;0,0;3,9;7,7;61,5;23,1;3,8;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Total;Municipal;93,3;0,0;4,4;2,3;0,0;18,2;19,1;--;0,0;0,0;35,5;3,2;32,3;22,6;3,2;3,2;35,5;3,2;32,3;22,6;3,2;3,2;--;--;--;--;--;--;--;--;--;--;--;--;50,0;50,0;0,0;0,0;Sudeste;SP;Neves Paulista;41.0;100,0;1.916,87;2.541,22;2.747,84;3.173,97;1.038,08;31,7;3.469,50
;2021;3532504;Urbana;Municipal;93,3;0,0;4,4;2,3;0,0;18,2;19,1;--;0,0;0,0;35,5;3,2;32,3;22,6;3,2;3,2;35,5;3,2;32,3;22,6;3,2;3,2;--;--;--;--;--;--;--;--;--;--;--;--;50,0;50,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Total;Pública;93,3;0,0;4,4;2,3;0,0;18,2;23,0;30,8;0,0;0,0;19,3;7,0;22,8;38,6;10,5;1,8;35,5;3,2;32,3;22,6;3,2;3,2;0,0;11,6;11,5;57,7;19,2;0,0;0,0;3,9;7,7;61,5;23,1;3,8;40,0;60,0;0,0;0,0;;;;;;;;;;;;
;2021;3532504;Urbana;Pública;93,3;0,0;4,4;2,3;0,0;18,2;23,0;30,8;0,0;0,0;19,3;7,0;22,8;38,6;10,5;1,8;35,5;3,2;32,3;22,6;3,2;3,2;0,0;11,6;11,5;57,7;19,2;0,0;0,0;3,9;7,7;61,5;23,1;3,8;40,0;60,0;0,0;0,0;;;;;;;;;;;;
;2021;3532603;Total;Total;86,0;0,0;12,8;0,0;1,2;9,8;21,9;29,6;0,0;0,0;18,9;13,7;43,2;18,9;2,1;3,2;31,9;4,5;20,5;31,8;4,5;6,8;6,0;17,9;53,7;19,4;1,5;1,5;0,0;2,0;75,0;18,8;2,1;2,1;16,7;41,7;25,0;16,6;;;;;;;;;;;;
;2021;3532603;Urbana;Total;86,0;0,0;12,8;0,0;1,2;9,8;21,9;29,6;0,0;0,0;18,9;13,7;43,2;18,9;2,1;3,2;31,9;4,5;20,5;31,8;4,5;6,8;6,0;17,9;53,7;19,4;1,5;1,5;0,0;2,0;75,0;18,8;2,1;2,1;16,7;41,7;25,0;16,6;;;;;;;;;;;;
;2021;3532603;Total;Estadual;--;--;--;--;--;--;23,6;30,9;0,0;0,0;2,1;22,9;72,9;2,1;0,0;0,0;0,0;20,0;80,0;0,0;0,0;0,0;2,1;22,9;72,9;2,1;0,0;0,0;0,0;0,0;96,6;3,4;0,0;0,0;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532603;Urbana;Estadual;--;--;--;--;--;--;23,6;30,9;0,0;0,0;2,1;22,9;72,9;2,1;0,0;0,0;0,0;20,0;80,0;0,0;0,0;0,0;2,1;22,9;72,9;2,1;0,0;0,0;0,0;0,0;96,6;3,4;0,0;0,0;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532603;Total;Municipal;85,7;0,0;14,3;0,0;0,0;10,9;20,2;--;0,0;0,0;48,2;3,7;14,8;25,9;3,7;3,7;48,2;3,7;14,8;25,9;3,7;3,7;--;--;--;--;--;--;--;--;--;--;--;--;16,7;50,0;16,7;16,6;Sudeste;SP;Nhandeara;52.0;73,1;2.776,48;3.255,06;3.420,56;4.011,10;843,52;43,3;3.160,77
;2021;3532603;Urbana;Municipal;85,7;0,0;14,3;0,0;0,0;10,9;20,2;--;0,0;0,0;48,2;3,7;14,8;25,9;3,7;3,7;48,2;3,7;14,8;25,9;3,7;3,7;--;--;--;--;--;--;--;--;--;--;--;--;16,7;50,0;16,7;16,6;;;;;;;;;;;;
;2021;3532603;Total;Privada;88,9;0,0;0,0;0,0;11,1;6,5;22,3;26,7;0,0;0,0;18,3;4,5;9,1;54,5;4,5;9,1;8,4;0,0;8,3;58,3;8,3;16,7;15,6;5,3;5,3;63,2;5,3;5,3;0,0;5,2;42,1;42,1;5,3;5,3;25,0;0,0;50,0;25,0;;;;;;;;;;;;
;2021;3532603;Urbana;Privada;88,9;0,0;0,0;0,0;11,1;6,5;22,3;26,7;0,0;0,0;18,3;4,5;9,1;54,5;4,5;9,1;8,4;0,0;8,3;58,3;8,3;16,7;15,6;5,3;5,3;63,2;5,3;5,3;0,0;5,2;42,1;42,1;5,3;5,3;25,0;0,0;50,0;25,0;;;;;;;;;;;;
;2021;3532603;Total;Pública;85,7;0,0;14,3;0,0;0,0;10,9;21,8;30,9;0,0;0,0;18,7;16,0;52,0;10,7;1,3;1,3;40,6;6,3;25,0;21,9;3,1;3,1;2,1;22,9;72,9;2,1;0,0;0,0;0,0;0,0;96,6;3,4;0,0;0,0;12,5;62,5;12,5;12,5;;;;;;;;;;;;
;2021;3532603;Urbana;Pública;85,7;0,0;14,3;0,0;0,0;10,9;21,8;30,9;0,0;0,0;18,7;16,0;52,0;10,7;1,3;1,3;40,6;6,3;25,0;21,9;3,1;3,1;2,1;22,9;72,9;2,1;0,0;0,0;0,0;0,0;96,6;3,4;0,0;0,0;12,5;62,5;12,5;12,5;;;;;;;;;;;;
;2021;3532702;Total;Total;70,0;0,0;30,0;0,0;0,0;20,4;25,2;27,5;0,0;0,0;22,2;0,0;27,8;36,1;2,8;11,1;44,5;0,0;44,4;11,1;0,0;0,0;0,0;0,0;10,4;63,2;5,3;21,1;0,0;4,4;13,0;56,5;8,7;17,4;0,0;66,7;0,0;33,3;;;;;;;;;;;;
;2021;3532702;Urbana;Total;70,0;0,0;30,0;0,0;0,0;20,4;25,2;27,5;0,0;0,0;22,2;0,0;27,8;36,1;2,8;11,1;44,5;0,0;44,4;11,1;0,0;0,0;0,0;0,0;10,4;63,2;5,3;21,1;0,0;4,4;13,0;56,5;8,7;17,4;0,0;66,7;0,0;33,3;;;;;;;;;;;;
;2021;3532702;Total;Estadual;--;--;--;--;--;--;33,6;27,5;0,0;0,0;0,0;0,0;10,4;63,2;5,3;21,1;--;--;--;--;--;--;0,0;0,0;10,4;63,2;5,3;21,1;0,0;4,4;13,0;56,5;8,7;17,4;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532702;Urbana;Estadual;--;--;--;--;--;--;33,6;27,5;0,0;0,0;0,0;0,0;10,4;63,2;5,3;21,1;--;--;--;--;--;--;0,0;0,0;10,4;63,2;5,3;21,1;0,0;4,4;13,0;56,5;8,7;17,4;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532702;Total;Municipal;70,0;0,0;30,0;0,0;0,0;20,4;20,9;--;0,0;0,0;44,5;0,0;44,4;11,1;0,0;0,0;44,5;0,0;44,4;11,1;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;0,0;50,0;Sudeste;SP;Nipoã;23.0;100,0;2.960,60;3.470,09;3.711,12;4.404,74;1.138,64;30,3;4.893,79
;2021;3532702;Urbana;Municipal;70,0;0,0;30,0;0,0;0,0;20,4;20,9;--;0,0;0,0;44,5;0,0;44,4;11,1;0,0;0,0;44,5;0,0;44,4;11,1;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;0,0;50,0;;;;;;;;;;;;
;2021;3532702;Total;Pública;70,0;0,0;30,0;0,0;0,0;20,4;25,2;27,5;0,0;0,0;22,2;0,0;27,8;36,1;2,8;11,1;44,5;0,0;44,4;11,1;0,0;0,0;0,0;0,0;10,4;63,2;5,3;21,1;0,0;4,4;13,0;56,5;8,7;17,4;0,0;66,7;0,0;33,3;;;;;;;;;;;;
;2021;3532702;Urbana;Pública;70,0;0,0;30,0;0,0;0,0;20,4;25,2;27,5;0,0;0,0;22,2;0,0;27,8;36,1;2,8;11,1;44,5;0,0;44,4;11,1;0,0;0,0;0,0;0,0;10,4;63,2;5,3;21,1;0,0;4,4;13,0;56,5;8,7;17,4;0,0;66,7;0,0;33,3;;;;;;;;;;;;
;2021;3532801;Total;Total;77,2;0,0;21,1;0,0;1,7;16,5;22,5;27,8;16,7;0,0;20,8;22,6;35,8;15,1;3,8;1,9;33,4;12,1;30,3;18,2;3,0;3,0;0,0;28,5;42,9;17,9;7,1;3,6;0,0;23,8;33,3;28,6;0,0;14,3;0,0;83,3;16,7;0,0;;;;;;;;;;;;
;2021;3532801;Urbana;Total;77,2;0,0;21,1;0,0;1,7;16,5;22,5;27,8;16,7;0,0;20,8;22,6;35,8;15,1;3,8;1,9;33,4;12,1;30,3;18,2;3,0;3,0;0,0;28,5;42,9;17,9;7,1;3,6;0,0;23,8;33,3;28,6;0,0;14,3;0,0;83,3;16,7;0,0;;;;;;;;;;;;
;2021;3532801;Total;Estadual;--;--;--;--;--;--;27,8;27,8;100,0;0,0;0,0;33,3;60,0;6,7;0,0;0,0;--;--;--;--;--;--;0,0;33,3;60,0;6,7;0,0;0,0;0,0;23,8;33,3;28,6;0,0;14,3;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532801;Urbana;Estadual;--;--;--;--;--;--;27,8;27,8;100,0;0,0;0,0;33,3;60,0;6,7;0,0;0,0;--;--;--;--;--;--;0,0;33,3;60,0;6,7;0,0;0,0;0,0;23,8;33,3;28,6;0,0;14,3;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3532801;Total;Municipal;77,2;0,0;21,1;0,0;1,7;16,5;20,3;--;0,0;0,0;29,0;18,4;26,3;18,4;5,3;2,6;33,4;12,1;30,3;18,2;3,0;3,0;0,0;23,0;23,1;30,8;15,4;7,7;--;--;--;--;--;--;0,0;80,0;20,0;0,0;Sudeste;SP;Nova Aliança;64.0;100,0;1.755,06;1.940,58;1.958,62;2.178,56;516,56;30,2;2.595,88
;2021;3532801;Urbana;Municipal;77,2;0,0;21,1;0,0;1,7;16,5;20,3;--;0,0;0,0;29,0;18,4;26,3;18,4;5,3;2,6;33,4;12,1;30,3;18,2;3,0;3,0;0,0;23,0;23,1;30,8;15,4;7,7;--;--;--;--;--;--;0,0;80,0;20,0;0,0;;;;;;;;;;;;
;2021;3532801;Total;Pública;77,2;0,0;21,1;0,0;1,7;16,5;22,5;27,8;16,7;0,0;20,8;22,6;35,8;15,1;3,8;1,9;33,4;12,1;30,3;18,2;3,0;3,0;0,0;28,5;42,9;17,9;7,1;3,6;0,0;23,8;33,3;28,6;0,0;14,3;0,0;83,3;16,7;0,0;;;;;;;;;;;;
;2021;3532801;Urbana;Pública;77,2;0,0;21,1;0,0;1,7;16,5;22,5;27,8;16,7;0,0;20,8;22,6;35,8;15,1;3,8;1,9;33,4;12,1;30,3;18,2;3,0;3,0;0,0;28,5;42,9;17,9;7,1;3,6;0,0;23,8;33,3;28,6;0,0;14,3;0,0;83,3;16,7;0,0;;;;;;;;;;;;
;2021;3532827;Total;Total;78,3;0,0;17,4;0,0;4,3;16,7;20,4;24,9;10,0;0,0;37,8;10,8;9,5;21,6;14,9;5,4;56,2;10,4;2,1;12,5;14,6;4,2;2,5;7,7;15,4;35,9;28,2;10,3;0,0;9,2;21,2;33,3;24,2;12,1;10,0;20,0;70,0;0,0;;;;;;;;;;;;
;2021;3532827;Urbana;Total;78,8;0,0;18,2;0,0;3,0;16,5;21,2;28,5;20,0;0,0;28,9;11,5;11,5;26,9;15,4;5,8;45,4;12,1;3,0;15,2;18,2;6,1;0,0;8,0;20,0;48,0;16,0;8,0;0,0;0,0;20,0;40,0;24,0;16,0;0,0;20,0;80,0;0,0;;;;;;;;;;;;
;2021;3532827;Rural;Total;76,9;0,0;15,4;0,0;7,7;17,3;19,3;16,0;0,0;0,0;33,4;5,1;10,3;25,6;20,5;5,1;49,9;4,2;0,0;16,7;25,0;4,2;4,0;4,0;16,0;36,0;32,0;8,0;0,0;27,2;27,3;18,2;27,3;0,0;20,0;20,0;60,0;0,0;;;;;;;;;;;;
;2021;3532827;Total;Estadual;--;--;--;--;--;--;--;24,9;50,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;9,2;21,2;33,3;24,2;12,1;50,0;0,0;50,0;0,0;;;;;;;;;;;;
;2021;3532827;Urbana;Estadual;--;--;--;--;--;--;--;28,5;100,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;20,0;40,0;24,0;16,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
